id,ftext_key,category,source_text,arabic_translation,notes,placeholders
EL_M01_E04_1000_M100_NPC0040_m,M01_E04_1000_M100_NPC0040_m,dialogue,受けた以上、失敗は許さんぞ。,بما أنك قبلت المهمة، فلن نتهاون مع الفشل.,Translated and verified.,[]
EL_M01_E04_1000_M120_PCM000_m,M01_E04_1000_M120_PCM000_m,dialogue,お気遣い感謝いたします、ヒューリア様。,أنا ممتن لقلقكِ عليّ، يا سمو الأميرة هيوريا.,Translated and verified.,[]
EL_M01_E04_1000_M130_PCM000_m,M01_E04_1000_M130_PCM000_m,dialogue,でも、ご安心ください。\n困難を乗り越えるのが冒険家ですから。,لكن يرجى ألا تقلقي.\nفالمغامرون معتادون على تخطي الصعاب.,Translated and verified.,"[""\\n""]"
EL_M01_E04_1000_M140_NPC0040_m,M01_E04_1000_M140_NPC0040_m,dialogue,ふん、大した自信だな。,همف، ثقة مفرطة بلا شك.,Translated and verified.,[]
EL_M01_E04_1000_M150_PCM000_m,M01_E04_1000_M150_PCM000_m,dialogue,とんでもありません。\nただ俺は……,أبدًا، ليس كذلك.\nولكنني فقط……,Translated and verified.,"[""\\n""]"
EL_M01_E04_1000_M160_PCM000_m,M01_E04_1000_M160_PCM000_m,dialogue,俺を世界一の冒険家と信じてくれる\n家族の信頼に応えたいのです。,أود أن أكون عند حسن ظن عائلتي\nالتي تؤمن بأنني أفضل مغامر في العالم.,Translated and verified.,"[""\\n""]"
EL_M01_E04_1000_M170_NPC0010_f,M01_E04_1000_M170_NPC0010_f,dialogue,まあ、そんな家族がいるのですか？,ياه، هل لديك عائلة كهذه؟,Translated and verified.,[]
EL_M01_E04_1000_M180_PCM000_m,M01_E04_1000_M180_PCM000_m,dialogue,はい、俺が育った孤児院の子どもたちです。,نعم، إنهم أطفال دار الأيتام التي نشأت فيها.,Translated and verified.,[]
EL_M01_E04_1000_M190_NPC0010_f,M01_E04_1000_M190_NPC0010_f,dialogue,あなたは、その子たちのために\n命を懸けて冒険をしているのですね。,إذن، أنت تخاطر بحياتك في هذه المغامرات\nمن أجل أولئك الأطفال.,Translated and verified.,"[""\\n""]"
EL_M01_E04_1000_M200_PCM000_m,M01_E04_1000_M200_PCM000_m,dialogue,よく変わり者と言われます。,غالبًا ما يصفني الناس بغريب الأطوار.,Translated and verified.,[]
EL_M01_E04_1000_M210_NPC0010_f,M01_E04_1000_M210_NPC0010_f,dialogue,……わかりました。\n私も協力いたしましょう。,……فهمت.\nسأقدم لك المساعدة أيضًا.,Translated and verified.,"[""\\n""]"
EL_M01_E04_1000_M220_PCM000_m,M01_E04_1000_M220_PCM000_m,dialogue,ヒューリア様……？,سمو الأميرة هيوريا……؟,Translated and verified.,[]
EL_M01_E04_1000_M240_NPC0010_f,M01_E04_1000_M240_NPC0010_f,dialogue,『希望は、いつも“そこ”にある』,『الأمل موجود دائمًا هناك』,Translated and verified.,[]
EL_M01_E04_1000_M250_PCM000_m,M01_E04_1000_M250_PCM000_m,dialogue,希望は、いつも“そこ”に……,الأمل موجود دائمًا هناك……,Translated and verified.,[]
EL_M01_E04_1000_M260_NPC0010_f,M01_E04_1000_M260_NPC0010_f,dialogue,どうかご無事で。,رافقتك السلامة.,Translated and verified.,[]
EL_M01_E04_1000_M270_NPC0030_m,M01_E04_1000_M270_NPC0030_m,dialogue,頼んだぞ、エリオット。\n王国のため、この特命を果たしてくれ。,نحن نعتمد عليك يا إليوت.\nأنجز هذه المهمة الخاصة من أجل المملكة.,Translated and verified.,"[""\\n""]"
EL_M01_E04_1000_M280_PCM000_m,M01_E04_1000_M280_PCM000_m,dialogue,はっ！,حاضر!,Translated and verified.,[]
EL_M01_E04_2000,M01_E04_2000,dialogue,学者から経緯の説明を受ける\n姫のサポートを確認する,تلقي شرح للملابسات من العالم\nوتأكيد دعم الأميرة,Translated and verified.,"[""\\n""]"
EL_M01_E04_2000_M010_PCM000_m,M01_E04_2000_M010_PCM000_m,dialogue,……なるほど。\nお前が俺を推薦したのか。,……أرى ذلك.\nإذن أنت من رشحني.,Translated and verified.,"[""\\n""]"
EL_M01_E04_2000_M020_NPC0020_m,M01_E04_2000_M020_NPC0020_m,dialogue,そういうわけだ。\nすまないが、調査を頼むよ。,هذا صحيح.\nآسف لتوريطك، لكني أعتمد عليك في هذا الاستكشاف.,Translated and verified.,"[""\\n""]"
EL_M01_E04_2000_M030_PCM000_m,M01_E04_2000_M030_PCM000_m,dialogue,わかった、わかった。\nなんとかするさ。,حسنًا، حسنًا.\nسأتدبر الأمر بطريقة ما.,Translated and verified.,"[""\\n""]"
EL_M01_E04_2000_M040_NPC4379_f,M01_E04_2000_M040_NPC4379_f,dialogue,すごいね、おにいちゃん。\n王様からお仕事をたのまれるなんて！,هذا رائع يا أخي!\nأن يطلب منك الملك القيام بمهمة!,Translated and verified.,"[""\\n""]"
EL_M01_E04_2000_M050_NPC4369_m,M01_E04_2000_M050_NPC4369_m,dialogue,もしかして\n大変な仕事なんじゃないの？,أليست هذه\nمهمة شاقة للغاية؟,Translated and verified.,"[""\\n""]"
EL_M01_E04_2000_M060_PCM000_m,M01_E04_2000_M060_PCM000_m,dialogue,大丈夫、いつもと変わらないさ。\nそれよりも、いいか――,لا تقلق، إنها كغيرها من المهمات.\nولكن الأهم من ذلك، استمعوا إلي――,Translated and verified.,"[""\\n""]"
EL_M01_E04_2000_M070_NPC4369_m,M01_E04_2000_M070_NPC4369_m,dialogue,心配しないで。\nいつもどおり、みんなで力をあわせるから。,لا تقلق علينا.\nسنتعاون معًا كالمعتاد.,Translated and verified.,"[""\\n""]"
EL_M01_E04_2000_M080_NPC4389_m,M01_E04_2000_M080_NPC4389_m,dialogue,あと、ケンカはしない！\n『ありがとう』と『ごめんなさい』をしっかりと！,وأيضًا، لن نتشاجر!\nوسنقول «شكرًا» و«عذرًا» بوضوح!,Translated and verified.,"[""\\n""]"
EL_M01_E04_2000_M090_NPC4379_f,M01_E04_2000_M090_NPC4379_f,dialogue,あとあと！\n院長センセイのいうことを、ちゃんときく！,وأيضًا وأيضًا!\nسنستمع لكلام المديرة جيدًا!,Translated and verified.,"[""\\n""]"
EL_M01_E04_2000_M100_PCM000_m,M01_E04_2000_M100_PCM000_m,dialogue,ははは、それでいい。\n頼みますよ、レイカ姉さん。,ههههه، هذا ممتاز.\nأوكل الأمر إليكِ يا أختي رايكا.,Translated and verified.,"[""\\n""]"
EL_M01_E04_2000_M110_NPC0240_f,M01_E04_2000_M110_NPC0240_f,dialogue,任された。\n旅の無事を祈ってるよ。,اعتمد عليّ.\nأتمنى لك رحلة آمنة.,Translated and verified.,"[""\\n""]"
EL_M01_E04_2000_M111_NPC0020_m,M01_E04_2000_M111_NPC0020_m,dialogue,そうだ、これを君に渡しておくよ。,آه صحيح، خذ هذا معك.,Translated and verified.,[]
EL_M01_E04_2000_M112_NPC0020_m,M01_E04_2000_M112_NPC0020_m,dialogue,遺跡が発見されたときに、\n一緒に回収したんだ。,لقد استعدناه مع بقية المكتشفات\nعندما عثرنا على الأطلال.,Translated and verified.,"[""\\n""]"
EL_M01_E04_2000_M113_NPC0020_m,M01_E04_2000_M113_NPC0020_m,dialogue,調べたところ、大陸の各地にある\n『冒険の道しるべ』と関わりがある物らしい。,بعد فحصه، تبدو له علاقة ما\nبـ «علامات الطريق للمغامرة» المنتشرة في أرجاء القارة.,Translated and verified.,"[""\\n""]"
EL_M01_E04_2000_M114_NPC0020_m,M01_E04_2000_M114_NPC0020_m,dialogue,うまく使えば、冒険の役に立つかもしれない。\n旅のお守り代わりに、持っていってくれよ。,إذا أحسنت استخدامه، فقد يفيدك في مغامرتك.\nخذه معك كتميمة لحمايتك في ترحالك.,Translated and verified.,"[""\\n""]"
EL_M01_E04_2000_M115_PCM000_m,M01_E04_2000_M115_PCM000_m,dialogue,そう言って、こいつを試して\nどんな物か調べてほしいってとこだろう？,تقول هذا لأنك تريد مني تجربته\nومعرفة ماهيته، أليس كذلك؟,Translated and verified.,"[""\\n""]"
EL_M01_E04_2000_M116_PCM000_m,M01_E04_2000_M116_PCM000_m,dialogue,相変わらず、学者として抜け目がないな。\nユイジーヌ。,كعادتك دائمًا، لا تفوتك شاردة ولا واردة كعالم.\nيا يوجين.,Translated and verified.,"[""\\n""]"
EL_M01_E04_2000_M117_NPC0020_m,M01_E04_2000_M117_NPC0020_m,dialogue,ははっ、お守り代わりって気持ちは本当さ。\n頼んだよ、優秀な冒険家さん！,هههه، نيتي في إهدائه لك كتميمة صادقة تمامًا.\nأنا أعتمد عليك يا مغامرنا العظيم!,Translated and verified.,"[""\\n""]"
EL_M01_E04_2000_M118_PCM000_m,M01_E04_2000_M118_PCM000_m,dialogue,よし、それじゃ行くとするか。,حسنًا، حان وقت الانطلاق.,Translated and verified.,[]
EL_M01_E04_2000_M120_NPC4369_m,M01_E04_2000_M120_NPC4369_m,dialogue,いってらっしゃい。,رافقتك السلامة.,Translated and verified.,[]
EL_M01_E04_2000_M130_NPC4389_m,M01_E04_2000_M130_NPC4389_m,dialogue,がんばってね、あんちゃん！,بالتأكيد يا أخي!,Translated and verified.,[]
EL_M01_E04_2000_M140_NPC4379_f,M01_E04_2000_M140_NPC4379_f,dialogue,いい子にしてまってるから、\nはやくかえってきてね！,سنكون مطيعين في غيابك،\nلذا عد إلينا سريعًا!,Translated and verified.,"[""\\n""]"
EL_M01_E04_2000_M141_PCM000_m,M01_E04_2000_M141_PCM000_m,dialogue,ああ、面白い土産話を聞かせるから、\n楽しみにしていてくれ。,أجل، سأحكي لكم قصصًا ممتعة عن رحلتي عند عودتي،\nلذا تطلعوا لذلك.,Translated and verified.,"[""\\n""]"
EL_M01_E04_2000_M150_NPC0010_f,M01_E04_2000_M150_NPC0010_f,dialogue,今の子たちが、あなたの家族ですか？\nみんな、とてもしっかりしていますね。,هل هؤلاء الأطفال هم عائلتك؟\nيبدون ناضجين ومطيعين للغاية.,Translated and verified.,"[""\\n""]"
EL_M01_E04_2000_M160_PCM000_m,M01_E04_2000_M160_PCM000_m,dialogue,うわっ！？\nイヤリングから声が――？,واو!؟\nصوت يخرج من القرط――؟,Translated and verified.,"[""\\n""]"
EL_M01_E04_2000_M170_NPC0010_f,M01_E04_2000_M170_NPC0010_f,dialogue,驚かせてしまってごめんなさい。\n見送りの邪魔をしたらいけないと思って。,آسفة لأنني أخفتك.\nأردت ألا أفسد لحظة وداع عائلتك لك.,Translated and verified.,"[""\\n""]"
EL_M01_E04_2000_M180_PCM000_m,M01_E04_2000_M180_PCM000_m,dialogue,この声は……ヒューリア様！？,هذا الصوت…… سمو الأميرة هيوريا!؟,Translated and verified.,[]
EL_M01_E04_2000_M190_NPC0010_f,M01_E04_2000_M190_NPC0010_f,dialogue,はい。先ほど、あなたのイヤリングに\n魔法をかけさせていただきました。,نعم. لقد ألقيت تعويذة سحرية\nعلى قرطك منذ قليل.,Translated and verified.,"[""\\n""]"
EL_M01_E04_2000_M210_PCM000_m,M01_E04_2000_M210_PCM000_m,dialogue,ヒューリア様が俺のサポートをすると！？,أتقولين إن سموكِ ستقدمين الدعم لي!؟,Translated and verified.,[]
EL_M01_E04_2000_M220_NPC0010_f,M01_E04_2000_M220_NPC0010_f,dialogue,はい。\n素人ですが、一生懸命がんばります！,نعم.\nرغم أنني مبتدئة، لكني سأبذل قصارى جهدي!,Translated and verified.,"[""\\n""]"
EL_M01_E04_2000_M230_PCM000_m,M01_E04_2000_M230_PCM000_m,dialogue,し、しかし……,لـ، لكن……,Translated and verified.,[]
EL_M01_E04_2000_M240_NPC0020_m,M01_E04_2000_M240_NPC0020_m,dialogue,ヒューリア様たってのお願いだ。\n聞いてあげてくれ。,هذا رجاء حار من سمو الأميرة.\nفلتلبِّ طلبها أرجوك.,Translated and verified.,"[""\\n""]"
EL_M01_E04_2000_M250_PCM000_m,M01_E04_2000_M250_PCM000_m,dialogue,……わかりました。\nでは、お願いいたします、ヒューリア様。,……حسنًا، فهمت.\nأنا تحت أمركِ يا سمو الأميرة هيوريا.,Translated and verified.,"[""\\n""]"
EL_M01_E04_2000_M260_NPC0010_f,M01_E04_2000_M260_NPC0010_f,dialogue,ありがとうございます、エリオット！,شكرًا لك يا إليوت!,Translated and verified.,[]
EL_M01_E04_2000_M270_PCM000_m,M01_E04_2000_M270_PCM000_m,dialogue,ただ、一つ申し上げておきます。\nこれから向かうのは、蛮族たちのテリトリー……,ولكن، يجب أن أنبهكِ إلى أمر ما.\nالمكان الذي نتوجه إليه هو أراضي الهمج……,Translated and verified.,"[""\\n""]"
EL_M01_E04_2000_M290_NPC0010_f,M01_E04_2000_M290_NPC0010_f,dialogue,もちろん気遣いなんて無用です！,بالتأكيد، لا داعي للقلق عليّ على الإطلاق!,Translated and verified.,[]
EL_M01_E04_2000_M310_PCM000_m,M01_E04_2000_M310_PCM000_m,dialogue,さすがに、それは……,ولكن مع ذلك……,Translated and verified.,[]
EL_M01_E04_2000_M330_PCM000_m,M01_E04_2000_M330_PCM000_m,dialogue,わかった。\n出発しよう、ヒューリア！,حسنًا.\nفلننطلق يا هيوريا!,Translated and verified.,"[""\\n""]"
EL_M01_E04_2000_M340_NPC0010_f,M01_E04_2000_M340_NPC0010_f,dialogue,はい！　参りましょう！,أجل! فلنذهب!,Translated and verified.,[]
EL_M01_E05_1000,M01_E05_1000,dialogue,扉の遺跡の入口にたどり着く\n誰かの墓を見つける（実はエリオットの父）,الوصول إلى مدخل أطلال الباب\nوالعثور على قبر شخص ما (وهو قبر والد إليوت في الحقيقة),Translated and verified.,"[""\\n""]"
EL_M01_E05_1000_M010_PCM000_m,M01_E05_1000_M010_PCM000_m,dialogue,ふう……あの木の下で一休みしよう。,ياه…… فلنسترح قليلاً تحت تلك الشجرة.,Translated and verified.,[]
EL_M01_E05_1000_M020_NPC0010_f,M01_E05_1000_M020_NPC0010_f,dialogue,はい。\nそれにしても、さすがですね。,حسنًا.\nولكن حقًا، إنك مذهل.,Translated and verified.,"[""\\n""]"
EL_M01_E05_1000_M030_NPC0010_f,M01_E05_1000_M030_NPC0010_f,dialogue,蛮族のテリトリーを、軽々と通り抜けるなんて。,أن تعبر أراضي الهمج بهذه السهولة واليسر.,Translated and verified.,[]
EL_M01_E05_1000_M040_PCM000_m,M01_E05_1000_M040_PCM000_m,dialogue,ヒューリアが一緒だからさ。\n君の魔法のおかげで安心して進める。,هذا لأنكِ معي يا هيوريا.\nفبفضل سحركِ، يمكننا التقدم بأمان واطمئنان.,Translated and verified.,"[""\\n""]"
EL_M01_E05_1000_M050_NPC0010_f,M01_E05_1000_M050_NPC0010_f,dialogue,そう言っていただけると嬉しいです！\nお役に立てて良かった……,يسعدني جدًا سماع ذلك منك!\nأنا مسرورة لأنني كنت مفيدة لك……,Translated and verified.,"[""\\n""]"
EL_M01_E05_1000_M060_NPC0010_f,M01_E05_1000_M060_NPC0010_f,dialogue,実は……ずっと外の世界に憧れていて\n一度でいいから冒険に出てみたいと思っていたんです。,في الحقيقة…… كنت أتوق دائمًا لرؤية العالم الخارجي،\nوتمنيت لو سنحت لي الفرصة لخوض مغامرة ولو لمرة واحدة.,Translated and verified.,"[""\\n""]"
EL_M01_E05_1000_M070_NPC0010_f,M01_E05_1000_M070_NPC0010_f,dialogue,だから、願いが叶って\nすごくドキドキしています……！,لذا، أنا متحمسة للغاية\nلأن أمنيتي قد تحققت أخيرًا……!,Translated and verified.,"[""\\n""]"
EL_M01_E05_1000_M080_PCM000_m,M01_E05_1000_M080_PCM000_m,dialogue,はは、俺も初めての冒険ではそうだったよ。\nヒューリアは冒険家に向いてるのかもな。,هههه، كنت أشعر بالشيء نفسه في مغامرتي الأولى.\nربما تكونين ملائمة لتصبحي مغامرة يا هيوريا.,Translated and verified.,"[""\\n""]"
EL_M01_E05_1000_M090_NPC0010_f,M01_E05_1000_M090_NPC0010_f,dialogue,大きな木ですね……,إنها شجرة ضخمة حقًا……,Translated and verified.,[]
EL_M01_E05_1000_M100_PCM000_m,M01_E05_1000_M100_PCM000_m,dialogue,エルダーツリーっていうんだ。\n言い伝えによると千年前からここにあるらしい。,تُدعى شجرة إيلدر.\nوتقول الأساطير إنها واقفة هنا منذ ألف عام.,Translated and verified.,"[""\\n""]"
EL_M01_E05_1000_M110_NPC0010_f,M01_E05_1000_M110_NPC0010_f,dialogue,千年も……！\nこの木はどんな歴史を見てきたのでしょうか……,ألف عام كاملة……!\nيا ترى ما هي الأحداث التاريخية التي شهدتها هذه الشجرة……,Translated and verified.,"[""\\n""]"
EL_M01_E05_1000_M130_NPC0010_f,M01_E05_1000_M130_NPC0010_f,dialogue,あら？,أوه؟,Translated and verified.,[]
EL_M01_E05_1000_M140_NPC0010_f,M01_E05_1000_M140_NPC0010_f,dialogue,お墓のようなものがあります。\nこんなところにどうして……？,هناك ما يشبه القبر.\nلماذا يوجد شيء كهذا في هذا المكان يا ترى……؟,Translated and verified.,"[""\\n""]"
EL_M01_E05_1000_M150_PCM000_m,M01_E05_1000_M150_PCM000_m,dialogue,ここは……\n赤ん坊だった俺が拾われた場所なんだ。,هذا المكان……\nهو حيث عُثر عليّ عندما كنت رضيعًا.,Translated and verified.,"[""\\n""]"
EL_M01_E05_1000_M160_NPC0010_f,M01_E05_1000_M160_NPC0010_f,dialogue,えっ！？,ماذا!؟,Translated and verified.,[]
EL_M01_E05_1000_M170_PCM000_m,M01_E05_1000_M170_PCM000_m,dialogue,……二十年前、俺はこの木の下で\nある冒険家に拾われて、孤児院にあずけられた。,……قبل عشرين عامًا، وجدني أحد المغامرين تحت هذه الشجرة،\nثم أودعني في دار الأيتام.,Translated and verified.,"[""\\n""]"
EL_M01_E05_1000_M180_PCM000_m,M01_E05_1000_M180_PCM000_m,dialogue,俺を抱きかかえた男は、すでに息絶えていて……\nこれは、その人の墓なんだ。,أما الرجل الذي كان يحتضنني فقد فارق الحياة بالفعل……\nوهذا القبر يعود إليه.,Translated and verified.,"[""\\n""]"
EL_M01_E05_1000_M190_NPC0010_f,M01_E05_1000_M190_NPC0010_f,dialogue,つまり……あなたのお父様……？,هل يعني هذا…… أنه كان والدك……؟,Translated and verified.,[]
EL_M01_E05_1000_M200_PCM000_m,M01_E05_1000_M200_PCM000_m,dialogue,さあ……\n身元の手がかりは、なにもなかったらしい。,لا أدري……\nيبدو أنه لم يكن هناك أي دليل يكشف عن هويته.,Translated and verified.,"[""\\n""]"
EL_M01_E05_1000_M210_PCM000_m,M01_E05_1000_M210_PCM000_m,dialogue,おかげで俺は、自分の本当の名前も\n生まれた日もしらない。,وبسبب ذلك، لا أعرف اسمي الحقيقي\nولا حتى تاريخ ميلادي.,Translated and verified.,"[""\\n""]"
EL_M01_E05_1000_M220_PCM000_m,M01_E05_1000_M220_PCM000_m,dialogue,エルダーツリーの下にいたからエリオット――\n俺の名は、その冒険家がつけたものだそうだ。,لقد أسماني المغامر «إليوت» لأنني كنت تحت شجرة إيلدر――\nهكذا قيل لي عن سر اسمي.,Translated and verified.,"[""\\n""]"
EL_M01_E05_1000_M230_NPC0010_f,M01_E05_1000_M230_NPC0010_f,dialogue,そう……だったのですね……,هكذا إذن…… كان الأمر……,Translated and verified.,[]
EL_M01_E05_1000_M240_PCM000_m,M01_E05_1000_M240_PCM000_m,dialogue,なぜ赤ん坊をつれてこんな場所にいたのか……\nわからないけど、きっと事情があったんだ。,لماذا كان هنا برفقة رضيع في هذا المكان……\nلا أعلم السبب، لكن لا بد أنه كان لديه عذر قوي.,Translated and verified.,"[""\\n""]"
EL_M01_E05_1000_M250_PCM000_m,M01_E05_1000_M250_PCM000_m,dialogue,誰もが加護に守られた街の中だけで\n生きられるわけじゃない。,فليس كل شخص قادرًا على العيش\nداخل المدينة المحمية بالبركة فحسب.,Translated and verified.,"[""\\n""]"
EL_M01_E05_1000_M260_PCM000_m,M01_E05_1000_M260_PCM000_m,dialogue,危険を承知で蛮族のテリトリーに入る人間は、\nかなりいるんだよ。,وهناك الكثير من الناس الذين يدخلون أراضي الهمج\nوهم يدركون حجم المخاطر تمامًا.,Translated and verified.,"[""\\n""]"
EL_M01_E05_1000_M270_NPC0010_f,M01_E05_1000_M270_NPC0010_f,dialogue,その結果、命を落とすことも……,وقد يفقدون حياتهم نتيجة لذلك……,Translated and verified.,[]
EL_M01_E05_1000_M280_NPC0010_f,M01_E05_1000_M280_NPC0010_f,dialogue,あの……ひょっとして、\nあなたが面倒を見ている子どもたちは……？,عذرًا…… هل يعني هذا أن الأطفال\nالذين ترعاهم هم أيضًا……؟,Translated and verified.,"[""\\n""]"
EL_M01_E05_1000_M290_PCM000_m,M01_E05_1000_M290_PCM000_m,dialogue,ああ、みんな街の外で親兄弟を亡くしている。,أجل، الجميع فقدوا آباءهم وإخوانهم خارج أسوار المدينة.,Translated and verified.,[]
EL_M01_E05_1000_M300_NPC0010_f,M01_E05_1000_M300_NPC0010_f,dialogue,それが……外の世界の現実なのですね。,إذن…… هذه هي حقيقة العالم الخارجي.,Translated and verified.,[]
EL_M01_E05_1000_M310_NPC0010_f,M01_E05_1000_M310_NPC0010_f,dialogue,ごめんなさい。\n私の加護の力がもっと強かったら……,أنا آسفة للغاية.\nلو كانت قوة بركتي أقوى من هذا……,Translated and verified.,"[""\\n""]"
EL_M01_E05_1000_M320_PCM000_m,M01_E05_1000_M320_PCM000_m,dialogue,ヒューリアの加護には、大勢の人が救われてる。\nみんな感謝しているよ。,لقد أنقذت بركتكِ الكثير من الأرواح يا هيوريا.\nوالجميع ممتن لكِ بشدة.,Translated and verified.,"[""\\n""]"
EL_M01_E05_1000_M330_PCM000_m,M01_E05_1000_M330_PCM000_m,dialogue,ただ、それでも……\n理不尽で残酷なことは起こってしまうんだ。,ومع ذلك……\nفالأشياء القاسية وغير العادلة تستمر في الحدوث.,Translated and verified.,"[""\\n""]"
EL_M01_E05_1000_M340_PCM000_m,M01_E05_1000_M340_PCM000_m,dialogue,すべてを救うことは、たぶん誰にもできない……,وربما لا يستطيع أحد إنقاذ الجميع……,Translated and verified.,[]
EL_M01_E05_1000_M360_NPC0010_f,M01_E05_1000_M360_NPC0010_f,dialogue,わかりました。\nありがとう、エリオット。,فهمت.\nشكرًا لك يا إليوت.,Translated and verified.,"[""\\n""]"
EL_M01_E05_1000_M370_NPC0010_f,M01_E05_1000_M370_NPC0010_f,dialogue,あなたは、私や王国が救えなかった人々を\n助けてくれているのですね。,أنت تساعد أولئك الذين لم نتمكن\nأنا والمملكة من إنقاذهم.,Translated and verified.,"[""\\n""]"
EL_M01_E05_1000_M380_PCM000_m,M01_E05_1000_M380_PCM000_m,dialogue,そんなにできた人間じゃないよ。\n生きていくため、冒険家になるしかなかった。,لست شخصًا نبيلاً إلى هذا حد.\nبل لم يكن أمامي خيار سوى أن أصبح مغامرًا لأعيش.,Translated and verified.,"[""\\n""]"
EL_M01_E05_1000_M390_PCM000_m,M01_E05_1000_M390_PCM000_m,dialogue,それでなんとか稼げるようになったから、\n勝手に子どもたちの面倒を見てる……それだけさ。,وبما أنني تمكنت من كسب بعض المال،\nبدأت برعاية الأطفال بمحض إرادتي…… هذا كل ما في الأمر.,Translated and verified.,"[""\\n""]"
EL_M01_E05_1000_M400_NPC0010_f,M01_E05_1000_M400_NPC0010_f,dialogue,ふふ、それだけなんですね。\nわかりました。,هههه، هذا كل ما في الأمر إذن.\nلقد فهمت.,Translated and verified.,"[""\\n""]"
EL_M01_E05_1000_M410_PCM000_m,M01_E05_1000_M410_PCM000_m,dialogue,……さあ、休憩はここまでだ。\n出発しよう！,……حسنًا، انتهى وقت الاستراحة.\nفلننطلق!,Translated and verified.,"[""\\n""]"
EL_M01_E05_1000_M420_NPC0010_f,M01_E05_1000_M420_NPC0010_f,dialogue,はい！　進みましょう！,أجل! فلنواصل مسيرنا!,Translated and verified.,[]
EL_M01_E06_1000_M010_PCM000_m,M01_E06_1000_M010_PCM000_m,dialogue,……ここが目的の遺跡か。,...إذًا هذه هي الأطلال المنشودة.,,[]
EL_M01_E06_1000_M020_NPC0010_f,M01_E06_1000_M020_NPC0010_f,dialogue,はい。\nでも、扉が閉まっていますね。,أجل.\nولكن الباب مغلق.,,"[""\\n""]"
EL_M01_E06_1000_M030_PCM000_m,M01_E06_1000_M030_PCM000_m,dialogue,光る歯車の模様……\n初めて見る様式だな。,نقش ترس مضيء...\nهذا طراز لم أره من قبل.,,"[""\\n""]"
EL_M01_E06_1000_M040_PCM000_m,M01_E06_1000_M040_PCM000_m,dialogue,開かないか。\nこういう場合は、大抵、近くに仕掛けがあるんだ。,لا يفتح؟\nفي مثل هذه الحالات، عادةً ما توجد آلية تشغيل في الجوار.,,"[""\\n""]"
EL_M01_E06_1000_M050_NPC0010_f,M01_E06_1000_M050_NPC0010_f,dialogue,なるほど……\n周囲を調べてみましょう。,فهمت...\nدعنا نتفقد المنطقة المحيطة.,,"[""\\n""]"
EL_M01_E07_1000,M01_E07_1000,dialogue,最奥でよくわからない扉を見つける\n姫から仲間の危機を伝えられ「A4鍵の遺跡」へ向かう,العثور على باب غامض في أعمق نقطة\nإبلاغ الأميرة له بخطر يهدد رفاقه، والتوجه إلى «أطلال المفتاح A4»,,"[""\\n""]"
EL_M01_E07_1000_M010_NPC0010_f,M01_E07_1000_M010_NPC0010_f,dialogue,これは……なんなのでしょう？,ما هذا... يا ترى؟,,[]
EL_M01_E07_1000_M020_PCM000_m,M01_E07_1000_M020_PCM000_m,dialogue,わからない……\nこんな物、俺も見たことがない。,لا أدري...\nحتى أنا لم أرَ شيئًا كهذا من قبل.,,"[""\\n""]"
EL_M01_E07_1000_M030_NPC0010_f,M01_E07_1000_M030_NPC0010_f,dialogue,ここが一番奥みたいですし、\n古代の魔法に関わりがある物なのかも……,يبدو أن هذا هو المكان الأعمق،\nربما يكون لهذا الشيء علاقة بالسحر القديم...,,"[""\\n""]"
EL_M01_E07_1000_M050_NPC0010_f,M01_E07_1000_M050_NPC0010_f,dialogue,エリオット？,إليوت؟,,[]
EL_M01_E07_1000_M060_PCM000_m,M01_E07_1000_M060_PCM000_m,dialogue,これ……\n大きな扉のように見えないか？,هذا الشيء...\nألا يبدو كأنه باب كبير؟,,"[""\\n""]"
EL_M01_E07_1000_M070_NPC0010_f,M01_E07_1000_M070_NPC0010_f,dialogue,ほんとう！\nつまり、開くということでしょうか？,هذا صحيح!\nهل يعني هذا أنه يمكن فتحه؟,,"[""\\n""]"
EL_M01_E07_1000_M080_PCM000_m,M01_E07_1000_M080_PCM000_m,dialogue,いや、あくまで直感だが……,لا، إنها مجرد حدس فحسب...,,[]
EL_M01_E07_1000_M090_NPC0010_f,M01_E07_1000_M090_NPC0010_f,dialogue,えっ、何事ですか……？,ماذا؟ ما الذي يحدث...؟,,[]
EL_M01_E07_1000_M100_PCM000_m,M01_E07_1000_M100_PCM000_m,dialogue,ヒューリア？,هيوريا؟,,[]
EL_M01_E07_1000_M110_NPC0010_f,M01_E07_1000_M110_NPC0010_f,dialogue,失礼しました。\n兵士から報告がありまして……,المعذرة.\nلقد تلقيتُ تقريرًا من الجنود...,,"[""\\n""]"
EL_M01_E07_1000_M120_NPC0010_f,M01_E07_1000_M120_NPC0010_f,dialogue,冒険家の一団が魔物に襲われて\n逃げ帰ってきたそうです。,يُقال إن مجموعة من المغامرين تعرضوا لهجوم من وحوش\nوفرّوا عائدين.,,"[""\\n""]"
EL_M01_E07_1000_M130_NPC0010_f,M01_E07_1000_M130_NPC0010_f,dialogue,取り残された者がいるらしいのですが、\n救助に向かうには時間がかかると……,يبدو أن هناك من تُرك خلفهم،\nولكن يُقال إن إرسال فريق إنقاذ سيستغرق وقتًا...,,"[""\\n""]"
EL_M01_E07_1000_M150_PCM000_m,M01_E07_1000_M150_PCM000_m,dialogue,場所は？,أين المكان؟,,[]
