ftext_key,source_ja,approved_arabic,category,batch,status,reviewed_by,date,notes
DNG_PASSAGE_02_A1_1F,魔物の抜け道【４】,ممر الوحوش 【4】,ui,1,approved,Antigravity,2026-06-18,
DNG_PASSAGE_03_A1_1F,魔物の抜け道【２】,ممر الوحوش 【2】,ui,1,approved,Antigravity,2026-06-18,
DNG_PASSAGE_04_A1_1F,魔物の抜け道【３】,ممر الوحوش 【3】,ui,1,approved,Antigravity,2026-06-18,
DNG_PASSAGE_05_A1_1F,魔物の抜け道【６】,ممر الوحوش 【6】,ui,1,approved,Antigravity,2026-06-18,
DNG_PASSAGE_06_A1_1F,秘密の抜け道【３】,الممر السري 【3】,ui,1,approved,Antigravity,2026-06-18,
DNG_PASSAGE_07_A1_1F,魔物の抜け道【１】,ممر الوحوش 【1】,ui,1,approved,Antigravity,2026-06-18,
DNG_PASSAGE_08_A1_1F,秘密の抜け道【１】,الممر السري 【1】,ui,1,approved,Antigravity,2026-06-18,
DNG_PASSAGE_09_A1_1F,南の洞窟　沼地口,كهف الجنوب: مخرج المستنقع,ui,1,approved,Antigravity,2026-06-18,
DNG_PASSAGE_10_A1_1F,秘密の抜け道【５】,الممر السري 【5】,ui,1,approved,Antigravity,2026-06-18,
DNG_PASSAGE_11_A1_1F,魔物の抜け道【５】,ممر الوحوش 【5】,ui,1,approved,Antigravity,2026-06-18,
DNG_PASSAGE_12_A1_1F,秘密の抜け道【７】,الممر السري 【7】,ui,1,approved,Antigravity,2026-06-18,
DNG_PASSAGE_13_A1_1F,秘密の洞穴【１】,الكهف السري 【1】,ui,1,approved,Antigravity,2026-06-18,
DNG_PASSAGE_14_A1_1F,秘密の洞穴【２】,الكهف السري 【2】,ui,1,approved,Antigravity,2026-06-18,
DNG_PASSAGE_15_A1_1F,秘密の洞穴【３】,الكهف السري 【3】,ui,1,approved,Antigravity,2026-06-18,
DNG_PASSAGE_16_A1_1F,秘密の抜け道【２】,الممر السري 【2】,ui,1,approved,Antigravity,2026-06-18,
DNG_PASSAGE_17_A1_1F,秘密の抜け道【６】,الممر السري 【6】,ui,1,approved,Antigravity,2026-06-18,
DNG_PASSAGE_EAST_A1_1F,東の洞窟,كهف الشرق,ui,1,approved,Antigravity,2026-06-18,
DNG_PASSAGE_NORTH_A1_1F,北の洞窟,كهف الشمال,ui,1,approved,Antigravity,2026-06-18,
DNG_PASSAGE_SOUTH_A1_1F,南の洞窟　砂漠口,كهف الجنوب: مخرج الصحراء,ui,1,approved,Antigravity,2026-06-18,
DNG_PASSAGE_WEST_A1_1F,西の洞窟,كهف الغرب,ui,1,approved,Antigravity,2026-06-18,
DNG_RUINS02_SAND_A1_1F,歯車遺跡　１階,أطلال التروس: الطابق 1,ui,1,approved,Antigravity,2026-06-18,
DNG_RUINS02_SAND_A1_2F,歯車遺跡　２階,أطلال التروس: الطابق 2,ui,1,approved,Antigravity,2026-06-18,
DNG_RUINS02_SAND_A1,歯車遺跡,أطلال التروس,ui,1,approved,Antigravity,2026-06-18,
DNG_RUINS02_SAND_A2_Boss,歯車遺跡　最深部,أطلال التروس: الأعماق,ui,1,approved,Antigravity,2026-06-18,
DNG_RUINS03_WATER_A1_1F,水の遺跡　１階,أطلال الماء: الطابق 1,ui,1,approved,Antigravity,2026-06-18,
DNG_RUINS03_WATER_A1,水の遺跡,أطلال الماء,ui,1,approved,Antigravity,2026-06-18,
DNG_RUINS03_WATER_A2_B1,水の遺跡　地下１階,أطلال الماء: تحت الأرض 1,ui,1,approved,Antigravity,2026-06-18,
DNG_RUINS03_WATER_A2_B2,水の遺跡　地下２階,أطلال الماء: تحت الأرض 2,ui,1,approved,Antigravity,2026-06-18,
DNG_RUINS04_SNOW_A1_1F,氷の遺跡　１階,أطلال الجليد: الطابق 1,ui,1,approved,Antigravity,2026-06-18,
DNG_RUINS04_SNOW_A1,氷の遺跡,أطلال الجليد,ui,1,approved,Antigravity,2026-06-18,
DNG_RUINS04_SNOW_A3_2F,氷の遺跡　２階,أطلال الجليد: الطابق 2,ui,1,approved,Antigravity,2026-06-18,
DNG_RUINS04_SNOW_A4_3F,氷の遺跡　３階,أطلال الجليد: الطابق 3,ui,1,approved,Antigravity,2026-06-18,
DNG_RUINS05_TREE_A1_1F,森の遺跡　１階,أطلال الغابة: الطابق 1,ui,1,approved,Antigravity,2026-06-18,
DNG_RUINS05_TREE_A1_2F,森の遺跡　２階,أطلال الغابة: الطابق 2,ui,1,approved,Antigravity,2026-06-18,
DNG_RUINS05_TREE_A1,森の遺跡,أطلال الغابة,ui,1,approved,Antigravity,2026-06-18,
DNG_RUINS05_TREE_A2_3F,森の遺跡　３階,أطلال الغابة: الطابق 3,ui,1,approved,Antigravity,2026-06-18,
DNG_RUINS05_TREE_A2_4F,森の遺跡　４階,أطلال الغابة: الطابق 4,ui,1,approved,Antigravity,2026-06-18,
DNG_RUINS06_LAVA_A1_1F,火の遺跡　１階,أطلال النار: الطابق 1,ui,1,approved,Antigravity,2026-06-18,
DNG_RUINS06_LAVA_A1_B1,火の遺跡　地下１階,أطلال النار: تحت الأرض 1,ui,1,approved,Antigravity,2026-06-18,
DNG_RUINS06_LAVA_A1_B2,火の遺跡　地下２階,أطلال النار: تحت الأرض 2,ui,1,approved,Antigravity,2026-06-18,
DNG_RUINS06_LAVA_A1_B3,火の遺跡　地下３階,أطلال النار: تحت الأرض 3,ui,1,approved,Antigravity,2026-06-18,
DNG_RUINS06_LAVA_A1,火の遺跡,أطلال النار,ui,1,approved,Antigravity,2026-06-18,
DNG_SHRINE_FAIRY_01_1F,魔力の霊廟　チャッカ,ضريح السحر: الإشعال,ui,1,approved,Antigravity,2026-06-18,
DNG_SHRINE_FAIRY_01_B1,修練の間,قاعة التدريب,ui,1,approved,Antigravity,2026-06-18,
DNG_SHRINE_FAIRY_01_B2,叡智の間,قاعة الحكمة,ui,1,approved,Antigravity,2026-06-18,
DNG_SHRINE_FAIRY_02_1F,魔力の霊廟　シッソー,ضريح السحر: الركض,ui,1,approved,Antigravity,2026-06-18,
DNG_SHRINE_FAIRY_03_1F,魔力の霊廟　ワープ,ضريح السحر: الانتقال,ui,1,approved,Antigravity,2026-06-18,
DNG_SHRINE_FAIRY_04_1F,魔力の霊廟　コピー,ضريح السحر: النسخ,ui,1,approved,Antigravity,2026-06-18,
DNG_SHRINE_LIFE_01_1F,生命の社【１０】,معبد الحياة 【10】,ui,1,approved,Antigravity,2026-06-18,
DNG_SHRINE_LIFE_01_B1_1,鍛錬の間,قاعة الصقل,ui,1,approved,Antigravity,2026-06-18,
DNG_SHRINE_LIFE_01_B1_2,鍛錬の間　弐の鍛錬,قاعة الصقل: التدريب 2,ui,1,approved,Antigravity,2026-06-18,
DNG_SHRINE_LIFE_01_B1_3,鍛錬の間　参の鍛錬,قاعة الصقل: التدريب 3,ui,1,approved,Antigravity,2026-06-18,
DNG_SHRINE_LIFE_01_B2,光の間,قاعة الضوء,ui,1,approved,Antigravity,2026-06-18,
DNG_SHRINE_LIFE_02_1F,生命の社【８】,معبد الحياة 【8】,ui,1,approved,Antigravity,2026-06-18,
DNG_SHRINE_LIFE_03_1F,生命の社【９】,معبد الحياة 【9】,ui,1,approved,Antigravity,2026-06-18,
DNG_SHRINE_LIFE_04_1F,生命の社【１】,معبد الحياة 【1】,ui,1,approved,Antigravity,2026-06-18,
DNG_SHRINE_LIFE_05_1F,生命の社【１６】,معبد الحياة 【16】,ui,1,approved,Antigravity,2026-06-18,
DNG_SHRINE_LIFE_06_1F,生命の社【７】,معبد الحياة 【7】,ui,1,approved,Antigravity,2026-06-18,
DNG_SHRINE_LIFE_07_1F,生命の社【１７】,معبد الحياة 【17】,ui,1,approved,Antigravity,2026-06-18,
DNG_SHRINE_LIFE_08_1F,生命の社【３】,معبد الحياة 【3】,ui,1,approved,Antigravity,2026-06-18,
DNG_SHRINE_LIFE_09_1F,生命の社【１９】,معبد الحياة 【19】,ui,1,approved,Antigravity,2026-06-18,
DNG_SHRINE_LIFE_10_1F,生命の社【１３】,معبد الحياة 【13】,ui,1,approved,Antigravity,2026-06-18,
DNG_SHRINE_LIFE_11_1F,生命の社【１２】,معبد الحياة 【12】,ui,1,approved,Antigravity,2026-06-18,
DNG_SHRINE_LIFE_12_1F,生命の社【１１】,معبد الحياة 【11】,ui,1,approved,Antigravity,2026-06-18,
DNG_SHRINE_LIFE_13_1F,生命の社【２０】,معبد الحياة 【20】,ui,1,approved,Antigravity,2026-06-18,
DNG_SHRINE_LIFE_14_1F,生命の社【１８】,معبد الحياة 【18】,ui,1,approved,Antigravity,2026-06-18,
DNG_SHRINE_LIFE_15_1F,生命の社【６】,معبد الحياة 【6】,ui,1,approved,Antigravity,2026-06-18,
DNG_SHRINE_LIFE_16_1F,生命の社【１４】,معبد الحياة 【14】,ui,1,approved,Antigravity,2026-06-18,
DNG_SHRINE_LIFE_17_1F,生命の社【５】,معبد الحياة 【5】,ui,1,approved,Antigravity,2026-06-18,
DNG_SHRINE_LIFE_18_1F,生命の社【２４】,معبد الحياة 【24】,ui,1,approved,Antigravity,2026-06-18,
DNG_SHRINE_LIFE_19_1F,生命の社【２１】,معبد الحياة 【21】,ui,1,approved,Antigravity,2026-06-18,
DNG_SHRINE_LIFE_20_1F,生命の社【１５】,معبد الحياة 【15】,ui,1,approved,Antigravity,2026-06-18,
DNG_SHRINE_LIFE_21_1F,生命の社【２２】,معبد الحياة 【22】,ui,1,approved,Antigravity,2026-06-18,
DNG_SHRINE_LIFE_22_1F,生命の社【２】,معبد الحياة 【2】,ui,1,approved,Antigravity,2026-06-18,
DNG_SHRINE_LIFE_23_1F,生命の社【４】,معبد الحياة 【4】,ui,1,approved,Antigravity,2026-06-18,
DNG_SHRINE_LIFE_24_1F,生命の社【２３】,معبد الحياة 【23】,ui,1,approved,Antigravity,2026-06-18,
DNG_SP02_LAST_A2_1F,北の白楼　１階,برج الشمال الأبيض: الطابق 1,ui,1,approved,Antigravity,2026-06-18,
DNG_SP02_LAST_A2_B1,北の白楼　地下１階,برج الشمال الأبيض: القبو 1,ui,1,approved,Antigravity,2026-06-18,
DNG_SP02_LAST_A2_B2,地下の研究所,المختبر تحت الأرض,ui,1,approved,Antigravity,2026-06-18,
DNG_SP02_LAST_A2,北の白楼,برج الشمال الأبيض,ui,1,approved,Antigravity,2026-06-18,
DNG_SP02_LAST_A3_B2,北の白楼　地下２階,برج الشمال الأبيض: القبو 2,ui,1,approved,Antigravity,2026-06-18,
DNG_SP02_LAST_A4_B3,北の白楼　地下３階,برج الشمال الأبيض: القبو 3,ui,1,approved,Antigravity,2026-06-18,
DNG_SP02_LAST_A4_B4_1,北の白楼　第一試験室,برج الشمال الأبيض: المختبر 1,ui,1,approved,Antigravity,2026-06-18,
DNG_SP02_LAST_A4_B4_2,北の白楼　第二試験室,برج الشمال الأبيض: المختبر 2,ui,1,approved,Antigravity,2026-06-18,
DNG_SP02_LAST_A4_B4_3,北の白楼　第三試験室,برج الشمال الأبيض: المختبر 3,ui,1,approved,Antigravity,2026-06-18,
DNG_SP02_LAST_A4_B4_4,北の白楼　第四試験室,برج الشمال الأبيض: المختبر 4,ui,1,approved,Antigravity,2026-06-18,
DNG_SP02_LAST_A4_Boss,最奥の間,قاعة الأعماق,ui,1,approved,Antigravity,2026-06-18,
DNG_TIME01_COMMON_01_1F_2,扉の遺跡　１階,أطلال الباب: الطابق 1,ui,1,approved,Antigravity,2026-06-18,
DNG_TIME01_COMMON_01_1F,未知の遺跡　１階,أطلال مجهولة: الطابق 1,ui,1,approved,Antigravity,2026-06-18,
DNG_TIME01_COMMON_01_2,扉の遺跡,أطلال الباب,ui,1,approved,Antigravity,2026-06-18,
DNG_TIME01_COMMON_01_B1_2,扉の遺跡　地下１階,أطلال الباب: تحت الأرض 1,ui,1,approved,Antigravity,2026-06-18,
DNG_TIME01_COMMON_01_B1,未知の遺跡　地下１階,أطلال مجهولة: تحت الأرض 1,ui,1,approved,Antigravity,2026-06-18,
DNG_TIME01_COMMON_01_Boss_2,扉の遺跡　最深部,أطلال الباب: الأعماق,ui,1,approved,Antigravity,2026-06-18,
DNG_TIME01_COMMON_01_Boss,未知の遺跡　最深部,أطلال مجهولة: الأعماق,ui,1,approved,Antigravity,2026-06-18,
DNG_TIME01_COMMON_01,未知の遺跡,أطلال مجهولة,ui,1,approved,Antigravity,2026-06-18,
DNG_TIME01_COMMON_02_B2,扉の遺跡　地下２階,أطلال الباب: تحت الأرض 2,ui,1,approved,Antigravity,2026-06-18,
DNG_TIME01_EXIT_A1_1F,時の扉　出口,باب الزمن: المخرج,ui,1,approved,Antigravity,2026-06-18,
DNG_TIME01_KEY_1F,霧の遺跡　１階,أطلال الضباب: الطابق 1,ui,1,approved,Antigravity,2026-06-18,
DNG_TIME01_KEY_B1,霧の遺跡　地下１階,أطلال الضباب: تحت الأرض 1,ui,1,approved,Antigravity,2026-06-18,
DNG_TIME01_KEY_B2,霧の遺跡　地下２階,أطلال الضباب: تحت الأرض 2,ui,1,approved,Antigravity,2026-06-18,
DNG_TIME01_KEY_Boss,霧の遺跡　最深部,أطلال الضباب: الأعماق,ui,1,approved,Antigravity,2026-06-18,
DNG_TIME01_KEY,霧の遺跡,أطلال الضباب,ui,1,approved,Antigravity,2026-06-18,
DNG_TIME02_FAIRY_01_1F,魔力の祠　ワープ,مزار السحر: الانتقال,ui,1,approved,Antigravity,2026-06-18,
DNG_TIME02_FAIRY_02_1F,魔力の祠　シッソー,مزار السحر: الركض,ui,1,approved,Antigravity,2026-06-18,
DNG_TIME02_FAIRY_03_1F,魔力の祠　チャッカ,مزار السحر: الإشعال,ui,1,approved,Antigravity,2026-06-18,
DNG_TIME02_FAIRY_04_1F,魔力の祠　コピー,مزار السحر: النسخ,ui,1,approved,Antigravity,2026-06-18,
DNG_TIME02_FAIRY_05_1F,魔力の祠　キューイン,مزار السحر: الامتصاص,ui,1,approved,Antigravity,2026-06-18,
DNG_TOWN_PALACE_A4_B1,王立魔法研究室,مختبر السحر الملكي,ui,1,approved,Antigravity,2026-06-18,
DNG_TOWN_PALACE_A4_B2,祈りの間,قاعة الصلاة,ui,1,approved,Antigravity,2026-06-18,
E09927D846374561C33900802A341F16,RocketAttack,الهجوم الصاروخي,ui,1,approved,Antigravity,2026-06-18,
E1684BEE4C91D689C6130EAB7DFD7ECE,AfterEventSupCharaCheck,AfterEventSupCharaCheck,ui,1,approved,Antigravity,2026-06-18,
E1B14EFE49261D1E30A928A55E396D2A,アクセサリー,إكسسوارات,ui,1,approved,Antigravity,2026-06-18,
E223A3174143CE86457E1FBBF6C216D3,Free,حر,ui,1,approved,Antigravity,2026-06-18,
E2A394E6429F74CA87086CB1E863FF37,Dive,غوص,ui,1,approved,Antigravity,2026-06-18,
E3A69C3A4754C7A3ADAA20A5DC17C084,難易度：,الصعوبة:,ui,1,approved,Antigravity,2026-06-18,
E54EB26147D29AF32ECE178C0E0513EF,FireSlam,الارتطام الناري,ui,1,approved,Antigravity,2026-06-18,
E5D2B7C444A7422FC2D1189011162A78,描画設定,إعدادات الرسومات,menu,1,approved,Antigravity,2026-06-18,
E5DE11024661840F36D516BC8BCFA1F5,Flapping,رفرفة,ui,1,approved,Antigravity,2026-06-18,
E626F93A443EEBAFCEC43DA706B16574,Tile_E(Single),Tile_E(Single),ui,1,approved,Antigravity,2026-06-18,
E8B658734975993D7C01A7AD659BF8CC,Daniel Wilson,دانيال ويلسون,ui,1,approved,Antigravity,2026-06-18,
E8EB2E4A4905677B358999A313456DC8,Trigger Check,تفقد المطلق,ui,1,approved,Antigravity,2026-06-18,
E939F50E49B9825563EE9F827658D293,CaveOut,خروج من الكهف,ui,1,approved,Antigravity,2026-06-18,
E9F412F74732D74DCA40B097AFD7B8D5,FirePunch,الكمة النارية,ui,1,approved,Antigravity,2026-06-18,
EAB4703F46B7F3537EF8BB8DEDF16CEA,ScenarioScriptEventTriggerBox,ScenarioScriptEventTriggerBox,ui,1,approved,Antigravity,2026-06-18,
ECB73BFE4712FAEAA36F9EAF687C908F,SilverBellSoundTest,SilverBellSoundTest,ui,1,approved,Antigravity,2026-06-18,
ECC5F0C844EEDB99F01D95A23B88AC2B,フレームレート制限,حد معدل الإطارات,ui,1,approved,Antigravity,2026-06-18,
ECF2D08D46673B481AA6FC90CBCB5230,Tentacle,مجس,ui,1,approved,Antigravity,2026-06-18,
ED47738A4C6C13CDD54D5290C507DC9A,Change mask texture channel,تغيير قناة نسيج القناع,ui,1,approved,Antigravity,2026-06-18,
EDebugMenuPage_DebugAchievement,トロフィー/実績,الكؤوس / الإنجازات,ui,1,approved,Antigravity,2026-06-18,
EDebugMenuPage_DebugActivity,アクティビティ,الأنشطة,ui,1,approved,Antigravity,2026-06-18,
EDebugMenuPage_DebugArena,バトルアリーナ,حلبة المعركة,ui,1,approved,Antigravity,2026-06-18,
EDebugMenuPage_DebugBattle,バトル,المعركة,ui,1,approved,Antigravity,2026-06-18,
EDebugMenuPage_DebugCamera,カメラ,الكاميرا,ui,1,approved,Antigravity,2026-06-18,
EDebugMenuPage_DebugCharacter,キャラクタ,الشخصية,ui,1,approved,Antigravity,2026-06-18,
EDebugMenuPage_DebugCollision,コリジョン,التصادم,ui,1,approved,Antigravity,2026-06-18,
EDebugMenuPage_DebugCommand,コンソールコマンド,أوامر وحدة التحكم,ui,1,approved,Antigravity,2026-06-18,
EDebugMenuPage_DebugFairyMiniGame,妖精ミニゲーム,لعبة الجنية المصغرة,ui,1,approved,Antigravity,2026-06-18,
EDebugMenuPage_DebugKeyReplay,キーリプレイ,إعادة تسجيل المفاتيح,ui,1,approved,Antigravity,2026-06-18,
EDebugMenuPage_DebugLevel,レベル,المستوى,ui,1,approved,Antigravity,2026-06-18,
EDebugMenuPage_DebugMapMenu,マップメニュー,قائمة الخريطة,ui,1,approved,Antigravity,2026-06-18,
EDebugMenuPage_DebugPlayer,プレイヤー,اللاعب,ui,1,approved,Antigravity,2026-06-18,
EDebugMenuPage_DebugSystem,システム,النظام,ui,1,approved,Antigravity,2026-06-18,
EDebugMenuPage_DebugTelemetry,テレメトリ,القياس عن بعد,ui,1,approved,Antigravity,2026-06-18,
EDebugMenuPage_DebugTest,テスト,الاختبار,ui,1,approved,Antigravity,2026-06-18,
EDebugMenuPage_DebugTowerDefence,防衛戦,حرب الدفاع,ui,1,approved,Antigravity,2026-06-18,
EDebugMenuPage_DebugUI,デバッグ情報表示,عرض معلومات التصحيح,ui,1,approved,Antigravity,2026-06-18,
EDebugMenuPage_DebugUMG,デバッグUMG,تصحيح UMG,ui,1,approved,Antigravity,2026-06-18,
EEEAB8A04D9B885EF81E0DA58BB27B29,SUPPORT OUT,خروج الدعم,ui,1,approved,Antigravity,2026-06-18,
EF8CDF5C43B97376EBB72397D58B7D18,HouseA,منزل أ,ui,1,approved,Antigravity,2026-06-18,
EFA888C943DFE6F731D89AA97F9CEEBC,ステージ発見,اكتشاف المرحلة,ui,1,approved,Antigravity,2026-06-18,
EFB927BD4AB8C7C0448B2D98DF8F0DA0,Bloom Intensity,كثافة التوهج,ui,1,approved,Antigravity,2026-06-18,
ENM200,火のエレッグ,إيليغ الناري,ui,1,approved,Antigravity,2026-06-18,
ENM300_01,魔法生物,مخلوق سحري,ui,1,approved,Antigravity,2026-06-18,
EventSceneAutoTextOFF,オート再生ＯＦＦ,إيقاف التشغيل التلقائي,ui,1,approved,Antigravity,2026-06-18,
EventSceneAutoTextON,オート再生ＯＮ,تفعيل التشغيل التلقائي,ui,1,approved,Antigravity,2026-06-18,
EventSceneReturnGame,ゲームに戻る,العودة إلى اللعبة,menu,1,approved,Antigravity,2026-06-18,
F075F5CA49D31119C2E4B6A3D58F2614,Emoticon - TensionDown,رمز تعبيري - هبوط الحماس,ui,1,approved,Antigravity,2026-06-18,
F0C483E541FEB8A2A95BF4AF5CA481D7,Step_Back,خطوة للخلف,ui,1,approved,Antigravity,2026-06-18,
F2237FDF4BFCE7670B464AA60958864B,FireBall,كرة نارية,ui,1,approved,Antigravity,2026-06-18,
F422FA5C4004C7F2B9684EA496418B69,Charlotte Walker,شارلوت ووكر,ui,1,approved,Antigravity,2026-06-18,
F441F6A345BC96382020A1A7A170FFE3,話す/調べる,تحدث / فحص,ui,1,approved,Antigravity,2026-06-18,
F7B602F04829E98EC39B0EAEC5A833AD,ClawAndAssult,مخالب واقتحام,ui,1,approved,Antigravity,2026-06-18,
F83169694F9EC74BC189D5B12AF115E1,EventTriggerBox,EventTriggerBox,ui,1,approved,Antigravity,2026-06-18,
F8B4A9EA43394DCCDCC2B2AEEA1AA9CC,SoundCue,مؤشر صوتي,ui,1,approved,Antigravity,2026-06-18,
F9195E0F4FEACED9314C4D810CAED1A1,Bullet,رصاصة,ui,1,approved,Antigravity,2026-06-18,
F9DBF70B4706528A444A3689D269E35C,Claw,مخلب,ui,1,approved,Antigravity,2026-06-18,
F9F0A9C2473BB5E660C295A246B3A733,文字表示速度,سرعة عرض النص,ui,1,approved,Antigravity,2026-06-18,
FA6256854EC37A27F579A8A517023DEF,テキスト,النص,ui,1,approved,Antigravity,2026-06-18,
FAB8CD2945D51494B25E1C86FF2CD134,Rotation,دوران,ui,1,approved,Antigravity,2026-06-18,
FAED7D154A99A9900921BD8F0C5F86C8,EyeBeamAttack,هجوم شعاع العين,ui,1,approved,Antigravity,2026-06-18,
FAIRY_ABILITY_2_EX_1_NAME,叡智の秘石・シッソー,حجر الحكمة: الركض,ui,1,approved,Antigravity,2026-06-18,
FAIRY_ABILITY_3_EX_1_NAME,叡智の秘石・ワープ,حجر الحكمة: الانتقال,ui,1,approved,Antigravity,2026-06-18,
FAIRY_ABILITY_5_EX_1_NAME,叡智の秘石・コピー,حجر الحكمة: النسخ,ui,1,approved,Antigravity,2026-06-18,
FB97A10E4F16186A2E0E8B81AE449566,PlayableEventCheck,PlayableEventCheck,ui,1,approved,Antigravity,2026-06-18,
FCAF80AA4DC58F71DDB048899FB0BD52,DownLittle,هبوط خفيف,ui,1,approved,Antigravity,2026-06-18,
FDE867FA45AF96C14DBC2DA493534E7D,ExcitedShining,وميض حماسي,ui,1,approved,Antigravity,2026-06-18,
FE89D1E440E3FB7E250980A11C326780,beach_house,منزل الشاطئ,ui,1,approved,Antigravity,2026-06-18,
FEB0E94947D61C73902334BD9792651E,マップ表示,عرض الخريطة,ui,1,approved,Antigravity,2026-06-18,
FF3C835F4DDFEF71A6E4FD85065EF62B,Score,النتيجة,ui,1,approved,Antigravity,2026-06-18,
FF3DB2F742E016EB503E7BAF3E6FEBC4,Intensity,الكثافة,ui,1,approved,Antigravity,2026-06-18,
FLD_A2,魔法の時代,عصر السحر,ui,1,approved,Antigravity,2026-06-18,
FLD_A3,再建の時代,عصر إعادة الإعمار,ui,1,approved,Antigravity,2026-06-18,
FLD_A4,加護の時代,عصر البركة,ui,1,approved,Antigravity,2026-06-18,
FYL000,妖精フェイ,الجنية فاي,ui,1,approved,Antigravity,2026-06-18,
GameOverRetry,リトライ,إعادة المحاولة,ui,1,approved,Antigravity,2026-06-18,
GameOverRevive,復活を頼む,طلب الإحياء,ui,1,approved,Antigravity,2026-06-18,
GameOverTitle,Game Over,انتهت اللعبة,ui,1,approved,Antigravity,2026-06-18,
HudTextInstruction1,先に行って,تقدم للأمام,ui,1,approved,Antigravity,2026-06-18,
HudTextInstruction1B,戻って,عُد للخلف,ui,1,approved,Antigravity,2026-06-18,
HudTextInstruction2,止まって,توقف,ui,1,approved,Antigravity,2026-06-18,
HudTextInstruction2B,もういいぞ,هذا يكفي,ui,1,approved,Antigravity,2026-06-18,
HudTextInstruction3_2P,隠れる,اختباء,ui,1,approved,Antigravity,2026-06-18,
HudTextInstruction3,隠れて,اختبئ,ui,1,approved,Antigravity,2026-06-18,
HudTextInstruction3B_2P,出る,اخرج,ui,1,approved,Antigravity,2026-06-18,
HudTextInstruction3B,出てきて,اخرج,ui,1,approved,Antigravity,2026-06-18,
HudTextInstruction4,こっちにおいで,تعال إلى هنا,ui,1,approved,Antigravity,2026-06-18,
InteractResetAnswer2,最初からやり直す,البدء من جديد,ui,1,approved,Antigravity,2026-06-18,
InteractResetAnswer3,続ける,متابعة,ui,1,approved,Antigravity,2026-06-18,
ITEM_CONTAINER_ATK_NAME,闘志の薬,جرعة القتال,ui,1,approved,Antigravity,2026-06-18,
ITEM_CONTAINER_COOLTIME_NAME,魔力結晶,بلورة الطاقة السحرية,ui,1,approved,Antigravity,2026-06-18,
ITEM_CONTAINER_DEF_NAME,不屈の薬,جرعة الصمود,ui,1,approved,Antigravity,2026-06-18,
ITEM_CONTAINER_NAME,空っぽのガラス管,أنبوب زجاجي فارغ,ui,1,approved,Antigravity,2026-06-18,
ITEM_CONTAINER_STEALTH_NAME,かくれ実の薬,جرعة التخفي,ui,1,approved,Antigravity,2026-06-18,
ITEM_Equipment,冒険具,معدات المغامرة,ui,1,approved,Antigravity,2026-06-18,
ItemTextBoxMoney,お金,المال,ui,1,approved,Antigravity,2026-06-18,
LIFE_UP_1_NAME,生命の欠片,شظية الحياة,ui,1,approved,Antigravity,2026-06-18,
LIFE_UP_HIGH_1_NAME,生命のしずく,قطرة الحياة,ui,1,approved,Antigravity,2026-06-18,
M01_E01_1000_Title,冒険家エリオット,إليوت المغامر,ui,1,approved,Antigravity,2026-06-18,
M01_E01_2000_M150_NPC0030_m,だが――,ولكن――,ui,1,approved,Antigravity,2026-06-18,
M01_E03_1000_Title,ヒカルド王からの伝令,مرسول من الملك هيكاردو,ui,1,approved,Antigravity,2026-06-18,
M01_E03_1000,世界観説明,شرح العالم,ui,1,approved,Antigravity,2026-06-18,
M01_E03_2000_M100_NPC4029_m,それで頼んだ物は――,والشيء الذي طلبته هو――,ui,1,approved,Antigravity,2026-06-18,
M01_E04_1000_01,ヒカルド王に謁見する,مقابلة الملك هيكاردو,ui,1,approved,Antigravity,2026-06-18,
M01_E05_1000_Title,名前のない墓,قبر بلا اسم,ui,1,approved,Antigravity,2026-06-18,
M01_E06_1000_Title,光る歯車の遺跡,أطلال الترس المضيء,ui,1,approved,Antigravity,2026-06-18,
M01_E07_1000_01,遺跡の内部を探索する,استكشاف داخل الأطلال,ui,1,approved,Antigravity,2026-06-18,
M01_E07_1000_02,扉の鍵を探す,البحث عن مفتاح الباب,ui,1,approved,Antigravity,2026-06-18,
M01_E07_1000_04,さらに奥へ進む,التقدم إلى الأعماق,ui,1,approved,Antigravity,2026-06-18,
M01_E07_1000_05,ガーディアンを倒す,هزيمة الحارس,ui,1,approved,Antigravity,2026-06-18,
M01_E07_1000_Title,ふしぎな扉,الباب الغامض,ui,1,approved,Antigravity,2026-06-18,
M01_E08_1000_01,街の北門へ向かう,التوجه إلى بوابة المدينة الشمالية,ui,1,approved,Antigravity,2026-06-18,FIT-CHECK
M01_E08_1000_02,霧の遺跡へ向かう,التوجه إلى أطلال الضباب,ui,1,approved,Antigravity,2026-06-18,
M01_E08_1000_M110_NPC0010_f,…………！,…………!,ui,1,approved,Antigravity,2026-06-18,
M01_E08_1000_Title,理不尽で残酷な現実,واقع قاسٍ وغير عادل,ui,1,approved,Antigravity,2026-06-18,
M01_E09_1000_Title,古の鍵と古の書,المفتاح القديم والكتاب القديم,ui,1,approved,Antigravity,2026-06-18,FIT-CHECK
M01_E10_1000_Title,時を渡る扉,الباب العابر للزمن,ui,1,approved,Antigravity,2026-06-18,
M01_E10_1100,城や街を探索する,استكشاف القلعة والمدينة,ui,1,approved,Antigravity,2026-06-18,
M01_E11_1000_M005_NAL000_n,一方、その頃――,وفي هذه الأثناء――,ui,1,approved,Antigravity,2026-06-18,
M01_E11_1000_Title,カイフリードの反逆,تمرد كايفرايد,ui,1,approved,Antigravity,2026-06-18,
