ID,source text,Arabic translation,category,context,notes
EL_COMPASS_NEEDLE_4_NAME,ネコ探知の針,إبرة رصد القطط,ui,,
EL_COMPASS_NEEDLE_5_NAME,魔力探知の針,إبرة كشف السحر,ui,,
EL_COMPASS_NEEDLE_6_NAME,逆探知の針,إبرة التعقب العكسي,ui,,
EL_CriticalDamageText,Critical,حرجة,ui,,
EL_D00FA2294011E4DA14657091575AAB1B,Producer,المنتج,ui,,
EL_D10B32E645D4CEFF7DFCC2A099C8BB83,CrossBlizzardAttack,هجوم العاصفة المتقاطع,ui,,
EL_D13577C2439D57011F333EBB92AB386B,スコア,النتيجة,ui,,
EL_D19749CE443103240DF83AAFC7D1DC87,全表示,عرض الكل,ui,,
EL_D21896B4496157827A224EB206345EB1,G channel,قناة G,ui,,
EL_D2B20B294994D356D2099B847B6565C5,Bite,عضة,ui,,
EL_D2C5F7B449AD9C3145BB22ABCAD2061E,つかむ,إمساك,ui,,
EL_D46EA66446C973DFD28C1FBECB1FE691,Help,Help,ui,,
EL_D4FBE1564E2176B564FD539353ACDE49,TentC,TentC,ui,,
EL_D58B54F640BC811948EF328526269F0B,Decal,ملصق,ui,,
EL_D5A4E2194B36B0D83B40F3A23EE7A3CB,Appear,Appear,ui,,
EL_D6CCFAF7489A7645E32AB2AD3B7668D5,Locator,محدد المواقع,ui,,
EL_D7CACE614440B38D9FD7F0B8C02284B4,タイトルへ戻る,العودة إلى القائمة الرئيسية,menu,,
EL_D7FC988B4CD74AFEB625BF908C6F3728,Item Drop,سقوط العناصر,ui,,
EL_D86C21654E0B27436618B7993A7ADE2B,オン,تشغيل,menu,,
EL_D87A87D44DF7A23BD6EBB89D8146C957,SphereTrail,أثر الكروي,ui,,
EL_D8EB6E3C4CB49D0D00A9E4B8AF155BDE,Madison Rodríguez,Madison Rodríguez,ui,,
EL_D97335374DE1C3EF548619A9200F64EE,必殺技の向き固定,تثبيت اتجاه الحركة القاضية,ui,,
EL_D9BDDE7C47E4A4490611848EBE870C46,LullabyToSpinAttack,تنويمة إلى هجوم دوار,ui,,
EL_DA4300DB42F1325EEFFD249992D7EFD2,THNK YOU FOR PLAYING,شكراً لك على اللعب,ui,,
EL_DA8727D94F3282FF67EA3F805EB7F503,爆弾,قنبلة,ui,,
EL_DAAAFFDE42C6D71C230C1CA1F6699539,BulletAttack_Right,BulletAttack_Right,ui,,
EL_DAD8FBA345FA1DB9B5D9AD9715B78010,BlessAttack,هجوم البركة,ui,,
EL_DB1BE7C944DCFE370B3E85839F71E375,ディスプレイモード,وضع العرض,ui,,
EL_DB6649104F92DE150930FFA19EAC4A6E,ビネット,تظليل الأطراف,ui,,
EL_DBDE01DA47948ADE8FF3AF800AFDD469,音量設定,إعدادات مستوى الصوت,menu,,
EL_DC08B1F14917B76EA213238CEB4BB2BC,EventID,معرف الحدث,ui,,
EL_DC1F6898470373A0232B7B93B0A54526,WheelTrail,أثر العجلة,ui,,
EL_DC29D48243CF8A9697074EBDE4B9B865,Noise,ضوضاء,ui,,
EL_DD2BDEEC49C6309B57E560B6E9F7A782,日本語,اليابانية,ui,,
EL_DDBD9DCF4E943F173410BC97CBED9F5F,ノーマル,عادي,ui,,
EL_DE19E8CB4C5D178536A6859BA60E222A,Post-production Supervisor,مشرف ما بعد الإنتاج,ui,,
EL_DE266F874A0ACAA5C8C50786D379A613,Asset,Asset,ui,,
EL_DE3DF1694309BF10615566AC42506C7B,TentD,TentD,ui,,
EL_DE90A7F6409AA5F00A60168F4FDAC9C4,Turn,دور,ui,,
EL_DebugAchievement_AchieveAllTrophies,カウント系全部達成,تحقيق كافة كؤوس العداد,ui,,
EL_DebugAchievement_AlmostAchieveAllTrophies,カウント系達成直前,قريب من تحقيق كؤوس العداد,ui,,
EL_DebugAchievement_EventScene_ACH_EVENT_SCENE_1,(内部判定)謎の扉,(تحديد داخلي) الباب الغامض,ui,,
EL_DebugAchievement_ResetAllTrophies,リセット,إعادة تعيين,ui,,
EL_DebugAchievement_SendAllAllTrophies,すぐ送信,إرسال فوراً,ui,,
EL_DebugAchievement_SetHeroTrialCleared,(内部判定)緋の勇者,(تحديد داخلي) البطل القرمزي,ui,,
EL_DebugAchievement_SetWeaponEnemiesKilledCountsBow,(内部判定)弓の達人,(تحديد داخلي) سيد القوس,ui,,
EL_DebugAchievement_SetWeaponEnemiesKilledCountsSpear,(内部判定)槍の達人,(تحديد داخلي) سيد الرمح,ui,,
EL_DebugAchievement_SetWeaponEnemiesKilledCountsSword,(内部判定)剣の達人,(تحديد داخلي) سيد السيف,ui,,
EL_DebugActivity_MaxProgress,最大進行度,أقصى تقدم,ui,,
EL_DebugActivity_ResetActivity,リセット,إعادة تعيين,ui,,
EL_DebugActivity_SendActivity,送信,إرسال,ui,,
EL_DebugAI_NavigationInfo,ナビゲーション情報,معلومات الملاحة,ui,,
EL_DebugAI_show_navigation,show navigation,إظهار الملاحة,ui,,
EL_DebugAI_ShowSight,視野の表示,عرض مجال الرؤية,ui,,
EL_DebugAI_stat_navigation,stat navigation,إحصاءات الملاحة,ui,,
EL_DebugAI_TileGenerationJobsCount,TileGenerationJobsCount,TileGenerationJobsCount,ui,,
EL_DebugArena_ChangeDifficulty,難易度（アリーナ）,الصعوبة (الحلبة),ui,,
EL_DebugArena_ChangeFloor,指定階数へ移動,الانتقال لطابق معين,ui,,
EL_DebugArena_StartSelect,難易度選択画面を表示,عرض شاشة اختيار الصعوبة,ui,,
EL_DebugBattle_ChainCountAddRate,チェイン加算倍率,مضاعف زيادة السلسلة,ui,,
EL_DebugBattle_ChainCountDamaged,チェイン中断,انقطاع السلسلة,ui,,
EL_DebugBattle_ChainCountOverride,チェイン加算,إضافة السلسلة,ui,,
EL_DebugBattle_DisableDropItem,アイテムドロップ無効,تعطيل سقوط العناصر,ui,,
EL_DebugBattle_DisableEnemyRespawn,敵のリスポーン無し,إيقاف إعادة ظهور الأعداء,ui,,
EL_DebugBattle_DispInfo,情報表示,عرض المعلومات,ui,,
EL_DebugBattle_EnemySpawn,敵のスポーン無し,إيقاف ظهور الأعداء,ui,,
EL_DebugBattle_EnemySpecialSpawn_Percent,死神出現確率,احتمالية ظهور حاصد الأرواح,ui,,
EL_DebugBattle_InstantDeathEnemy,即死、敵,موت فوري، العدو,ui,,
EL_DebugBattle_InstantDeathPlayer,即死、プレイヤー,موت فوري، اللاعب,ui,,
EL_DebugBattle_LogMode,バトルログ,سجل المعركة,ui,,
EL_DebugBattle_NoDeadEnemy,死亡無効、敵,تعطيل الموت، العدو,ui,,
EL_DebugBattle_NoDeadPlayer,死亡無効、プレイヤー,تعطيل الموت، اللاعب,ui,,
EL_DebugBattle_SpawnEnemyRadius,敵の登場半径,نطاق ظهور الأعداء,ui,,
EL_DebugBattle_SpawnMode_NoRespawn,再登場しない,عدم إعادة الظهور,ui,,
EL_DebugBattle_SpawnMode_Normal,通常,عادي,ui,,
EL_DebugBattle_SpawnMode_NoSpawn,登場しない,عدم الظهور,ui,,
EL_DebugBattle_SpawnMode_RespawnNoWait,即時登場/再登場する,ظهور فوري / إعادة ظهور,ui,,
EL_DebugBattle_SpawnModeEnemy,敵の登場判定,تحديد ظهور الأعداء,ui,,
EL_DebugBonus_DLCAll,DLC全解放,فتح جميع إضافات DLC,ui,,
EL_DebugCamera_CameraAngle,CameraAngle,زاوية الكاميرا,ui,,
EL_DebugCamera_CameraArmLength,CameraArmLength,طول ذراع الكاميرا,ui,,
EL_DebugCamera_CameraLagSpeed,CameraLagSpeed,سرعة تباطؤ الكاميرا,ui,,
EL_DebugCamera_CameraZOffset,CameraZOffset,إزاحة الكاميرا Z,ui,,
EL_DebugCamera_EnableDOF,EnableDOF,تفعيل عمق المجال,ui,,
EL_DebugCamera_EnableLag,EnableLag,تفعيل التباطؤ,ui,,
EL_DebugCharacter_CastShadowEnemy,キャストシャドウ：敵,إسقاط الظل: العدو,ui,,
EL_DebugCharacter_FootShadowEnemy,足元丸影：敵,ظل القدم الدائري: العدو,ui,,
EL_DebugCharacter_FootShadowNPC,足元丸影：ＮＰＣ,ظل القدم الدائري: NPC,ui,,
EL_DebugCharacter_FootShadowPlayer,足元丸影：プレイヤー,ظل القدم الدائري: اللاعب,ui,,
EL_DebugCharacter_SpawnMode_Normal,通常,عادي,ui,,
EL_DebugCharacter_SpawnMode_NoSpawn,登場しない,عدم الظهور,ui,,
EL_DebugCharacter_SpawnModeNPC,NPCの登場判定,تحديد ظهور NPC,ui,,
EL_DebugCollision_Attack,Attack,هجوم,ui,,
EL_DebugCollision_Camera,Camera,كاميرا,ui,,
EL_DebugCollision_Destructible,Destructible,قابل للتدمير,ui,,
EL_DebugCollision_Disp,コリジョン表示,عرض التصادم,ui,,
EL_DebugCollision_Handrail,Handrail,حاجز الحماية,ui,,
EL_DebugCollision_Hit,Hit,إصابة,ui,,
EL_DebugCollision_Pawn,Pawn,بيدق,ui,,
EL_DebugCollision_PhysicsBody,PhysicsBody,جسم فيزيائي,ui,,
EL_DebugCollision_PlayerSight,PlayerSight,رؤية اللاعب,ui,,
EL_DebugCollision_ScriptScenarioEventTrigger,ScriptScenarioEventTrigger,مطلق حدث السيناريو,ui,,
EL_DebugCollision_Vehicle,Vehicle,مركبة,ui,,
EL_DebugCollision_Visibility,Visibility,الرؤية,ui,,
EL_DebugCollision_WorldDynamic,WorldDynamic,عالم ديناميكي,ui,,
EL_DebugCollision_WorldStatic,WorldStatic,عالم ثابت,ui,,
EL_DebugCommand_DynamicRes_MinScreenPercentage,DynamicRes_MinScreenPercentage,أقل نسبة شاشة ديناميكية,ui,,
EL_DebugCommand_DynamicRes_OperationMode,DynamicRes_OperationMode,وضع تشغيل الدقة الديناميكية,ui,,
EL_DebugCommand_enableGDT,Gameplay Debugger,مصحح أخطاء أسلوب اللعب,ui,,
EL_DebugCommand_ForceLOD,ForceLOD,فرض مستوى التفاصيل,ui,,
EL_DebugCommand_ForceLODShadow,ForceLODShadow,فرض تفاصيل الظل,ui,,
EL_DebugCommand_GTSyncType,r.GTSyncType,r.GTSyncType,ui,,
EL_DebugCommand_LoadTimes,LoadTimes,أوقات التحميل,ui,,
EL_DebugCommand_obj_list,obj list,قائمة الكائنات,ui,,
EL_DebugCommand_rhi_SyncInterval,rhi.SyncInterval,rhi.SyncInterval,ui,,
EL_DebugCommand_ScreenMessages,ToggleScreenMessages,تبديل رسائل الشاشة,ui,,
EL_DebugCommand_ScreenPercentage,ScreenPercentage,نسبة الشاشة,ui,,
EL_DebugCommand_SecondaryScreenPercentage,SecondaryScreenPercentage,نسبة الشاشة الثانوية,ui,,
EL_DebugCommand_show,show,إظهار,ui,,
EL_DebugCommand_slomo,slomo,الحركة البطيئة,ui,,
EL_DebugCommand_stat,stat,الإحصاءات,ui,,
EL_DebugCommand_t_MaxFPS,t.MaxFPS,t.MaxFPS,ui,,
EL_DebugCommand_ToggleForceDefaultMaterial,ToggleForceDefaultMaterial,تبديل المادة الافتراضية,ui,,
EL_DebugDrumroll_CurveExp,CurveExp設定,إعداد منحنى الأس,menu,,
EL_DebugDrumroll_Distance,Distance設定,ضبط المسافة,menu,,
EL_DebugDrumroll_EnableDrumroll,ドラムロール,قرع الطبول,ui,,
EL_DebugFairyMiniGame_AddTime,タイム追加,إضافة وقت,ui,,
EL_DebugFairyMiniGame_Cleared,一度でもクリアしたか,هل تم الاجتياز سابقاً؟,ui,,
EL_DebugFairyMiniGame_ForceClear,強制クリア,إنهاء إجباري,ui,,
EL_DebugFairyMiniGame_ForceScoreMax,強制最大スコア,فرض النتيجة القصوى,ui,,
EL_DebugFairyMiniGame_ForceTimeUp,強制時間切れ,فرض انتهاء الوقت,ui,,
EL_DebugFairyMiniGame_Start,起動,بدء,ui,,
EL_DebugFairyMiniGame_Type,ミニゲームタイプ,نوع اللعبة المصغرة,ui,,
EL_DebugForcedTrophy_ACH_ALL_ACCESSORIES,アクセサリ収集家,جامع الإكسسوارات,ui,,
EL_DebugForcedTrophy_ACH_ALL_ACHIEVED,千年を巡りし冒険譚,حكايات مغامرة الألفية,ui,,
EL_DebugForcedTrophy_ACH_ALL_CATS_RESCUED,ネコマスター,سيد القطط,ui,,
EL_DebugForcedTrophy_ACH_ALL_FAIRY_ABILITIES_1,叡智を究めし妖精,جنية الحكمة المطلقة,ui,,
EL_DebugForcedTrophy_ACH_ALL_FAIRY_ABILITIES,授かりし叡智,الحكمة الموهوبة,ui,,
EL_DebugForcedTrophy_ACH_ALL_NOTES_COLLECTED,紡がれる歴史,التاريخ المنسوج,ui,,
EL_DebugForcedTrophy_ACH_ALL_WEAPONS_ONCE,あらゆる武器の使い手,مستخدم جميع الأسلحة,ui,,
EL_DebugForcedTrophy_ACH_ALL_WEAPONS,武器収集家,جامع الأسلحة,ui,,
EL_DebugForcedTrophy_ACH_CAT_ADOPTED,ネコちゃんのご訪問,زيارة قطة لطيفة,ui,,
EL_DebugForcedTrophy_ACH_CHAIN_ACHIEVED,華麗なる戦い,المعركة الرائعة,ui,,
EL_DebugForcedTrophy_ACH_ENDING_2,姫と歩む平穏,السلام مع الأميرة,ui,,
EL_DebugForcedTrophy_ACH_ENDING_3,千年の旅路の果てに,في نهاية رحلة الألف عام,ui,,
EL_DebugForcedTrophy_ACH_ENEMIES_KILLED_BOMB,爆弾の達人,سيد القنابل,ui,,
EL_DebugForcedTrophy_ACH_ENEMIES_KILLED_BOOMERANG,ブーメランの達人,سيد البوميرانج,ui,,
EL_DebugForcedTrophy_ACH_ENEMIES_KILLED_BOW,弓の達人,سيد القوس,ui,,
EL_DebugForcedTrophy_ACH_ENEMIES_KILLED_HAMMER,ハンマーの達人,سيد المطرقة,ui,,
EL_DebugForcedTrophy_ACH_ENEMIES_KILLED_KUSARI,鎖鎌の達人,سيد السلسلة والمنجل,ui,,
EL_DebugForcedTrophy_ACH_ENEMIES_KILLED_SPEAR,槍の達人,سيد الرمح,ui,,
EL_DebugForcedTrophy_ACH_ENEMIES_KILLED_SWORD,剣の達人,سيد السيف,ui,,
EL_DebugForcedTrophy_ACH_EVENT_SCENE_1,謎の扉,الباب الغامض,ui,,
EL_DebugForcedTrophy_ACH_EVENT_SCENE_2,荒廃した世界,العالم المدمر,ui,,
EL_DebugForcedTrophy_ACH_EVENT_SCENE_3,栄華を極めし国,مملكة في أوج ازدهارها,ui,,
EL_DebugForcedTrophy_ACH_EVENT_SCENE_4,よみがえる盾,الدرع المستعاد,ui,,
EL_DebugForcedTrophy_ACH_FAIRY_KILLS,がんばる妖精,الجنية المجتهدة,ui,,
EL_DebugForcedTrophy_ACH_GRASS_CUT,草刈りの名人,خبير جز الأعشاب,ui,,
EL_DebugForcedTrophy_ACH_HERO_TRIAL_CLEARED,緋の勇者,البطل القرمزي,ui,,
EL_DebugForcedTrophy_ACH_HP_MAXED_1,みなぎる生命の力,قوة الحياة المتدفقة,ui,,
EL_DebugForcedTrophy_ACH_HP_MAXED_ALL,大いなる生命の輝き,بريق الحياة العظيم,ui,,
EL_DebugForcedTrophy_ACH_MAGIC_STONE_CREATED,初めての生成,الصنع الأول,ui,,
EL_DebugForcedTrophy_ACH_POTIONS_DRUNK,冒険のお供に,رفيق المغامرة,ui,,
EL_DebugForcedTrophy_ACH_QUEST_CLEARED_1,お悩み解決,حل المشكلات,ui,,
EL_DebugForcedTrophy_ACH_QUEST_CLEARED_15,任せて安心,ثقة وأمان,ui,,
EL_DebugForcedTrophy_ACH_QUEST_CLEARED_ALL,頼りになる冒険家,مغامر يعتمد عليه,ui,,
EL_DebugForcedTrophy_ACH_REVIVAL_REQUESTED,あきらめない冒険家,مغامر لا يستسلم,ui,,
EL_DebugForcedTrophy_ACH_SPECIFIC_ENEMY_KILLED_1,恵みをもたらす魔物,الوحش الواهب للبركة,ui,,
EL_DebugForcedTrophy_ACH_SPECIFIC_ENEMY_KILLED_2,破滅をもたらす死神,حاصد الأرواح المدمر,ui,,
EL_DebugForcedTrophy_ACH_TOTAL_MONEY,ツールあれば憂いなし,لا قلق مع الأدوات,ui,,
EL_DebugGame_ClearAchievement,実績クリア,إكمال الإنجاز,ui,,
EL_DebugGame_Difficulty,難易度（ゲーム共通）,الصعوبة (عام),ui,,
EL_DebugGame_KeyboardLanguage,キーボード言語とテキスト言語の一致,تطابق لغة الكتابة والنص,menu,,
EL_DebugGame_Language,言語,اللغة,menu,,
EL_DebugGame_LocalLanguage,ローカル言語,اللغة المحلية,menu,,
EL_DebugGame_SetPlayerDeadNum,プレイヤーの死亡回数,عدد وفيات اللاعب,ui,,
EL_DebugGame_SetWorldPlayTime,総プレイ時間の変更,تغيير وقت اللعب الإجمالي,ui,,
EL_DebugHUD_TelemetryOff,テレメトリOFF,إيقاف القياس عن بعد,ui,,
EL_DebugKeyReplay_Enabled,機能の有効化,تفعيل الميزة,ui,,
EL_DebugKeyReplay_EnemyRepop,記録開始時・再生時の敵のリポップ設定,إعدادات إعادة ظهور الأعداء,menu,,
EL_DebugLevel_DropItemDistance,アイテムの生成距離,مسافة توليد العناصر,ui,,
EL_DebugLevel_GateFullOpen,全扉開放,فتح جميع الأبواب,ui,,
EL_DebugLevel_MapChange,マップ変更,تغيير الخريطة,ui,,
EL_DebugLevel_RestartLevel,リスタート(レベル),إعادة التشغيل (المستوى),ui,,
EL_DebugLevel_RestartLevelLoop,無限リスタートレベル,تكرار إعادة تشغيل المستوى,ui,,
EL_DebugLevel_SelectDropItem,ドロップアイテム生成,توليد عناصر الغنيمة,ui,,
EL_DebugLevel_ShowGimmickFlag,ギミックの状態表示,عرض حالة الآليات,ui,,
EL_DebugLevel_ToTitle,タイトル画面へ,إلى القائمة الرئيسية,ui,,
EL_DebugMapMenu_FullOpenReachedAge,到着した時代全開放,فتح جميع العصور المكتشفة,ui,,
EL_DebugMapMenu_MapTransitionAnimationMode,マップ切り替え演出,تأثير انتقال الخريطة,ui,,
EL_DebugPlayer_PlayerAlwaysJustGuard,常にジャストガード,تصدي مثالي دائماً,ui,,
EL_DebugPlayer_PlayerArrowNum,矢の残数,السهام المتبقية,ui,,
EL_DebugPlayer_PlayerBaseMaxHp,ヒットポイント基準値,نقاط الصحة الأساسية,ui,,
EL_DebugPlayer_PlayerBombNum,爆弾の残数,القنابل المتبقية,ui,,
EL_DebugPlayer_PlayerCompassNeedleList,コンパス針リスト,قائمة إبر البوصلة,ui,,
EL_DebugPlayer_PlayerCompassNeedleSelect,コンパス針,إبرة البوصلة,ui,,
EL_DebugPlayer_PlayerHidden,非表示＆気づかれない,مخفي وغير ملحوظ,ui,,
EL_DebugPlayer_PlayerInfinityJump,ジャンプ無制限,قفز غير محدود,ui,,
EL_DebugPlayer_PlayerShieldType,盾種類,نوع الدرع,ui,,
EL_DebugPlayer_PlayerSprintMode,ダッシュモード,وضع الركض,ui,,
EL_DebugPlayer_PlayerSprintRate,ダッシュモード倍率,مضاعف سرعة الركض,ui,,
EL_DebugPlayer_PlayerWalkSpeed,プレイヤー移動速度,سرعة حركة اللاعب,ui,,
EL_DebugPlayer_PlayerWeaponLevel,武器レベル,مستوى السلاح,ui,,
EL_DebugPlayer_PlayerWeaponType,武器種類,نوع السلاح,ui,,
EL_DebugSound_BgmChange,BGMを切り替え,تغيير الموسيقى,ui,,
EL_DebugSound_MaximumSound,サウンド最大再生数,أقصى عدد للأصوات,ui,,
EL_DebugSound_Report,デバッグ情報,معلومات التصحيح,ui,,
EL_DebugSound_SoundDisableBgm,BGMの再生無効,تعطيل الموسيقى,ui,,
EL_DebugSound_SoundDisableSe,SEの再生無効,تعطيل المؤثرات الصوتية,ui,,
EL_DebugSound_TestSe,サウンドテスト SE,اختبار المؤثرات الصوتية,ui,,
EL_DebugSound_VolumeBgm,ボリューム、BGM,مستوى صوت الموسيقى,ui,,
EL_DebugSound_VolumeSe,ボリューム、SE,مستوى صوت المؤثرات,ui,,
EL_DebugSupport_SupportActionLevel,サポート能力レベル,مستوى قدرة الدعم,ui,,
EL_DebugSupport_SupportActionType,サポート能力種類,نوع قدرة الدعم,ui,,
EL_DebugSupport_SupportFairyMouseMove,妖精マウス操作,تحكم الفأرة بالجنية,ui,,
EL_DebugSupport_SupportType,サポートキャラクター,شخصية الدعم,ui,,
EL_DebugSystem_DebugWorkInit,デバッグ設定初期化,تهيئة إعدادات التصحيح,menu,,
EL_DebugSystem_DispMemory,メモリ表示,عرض الذاكرة,ui,,
EL_DebugSystem_DispStreamingInfo,ストリーミング情報,معلومات البث,ui,,
EL_DebugSystem_EveryFrameGC,毎フレームGC,جمع النفايات كل إطار,ui,,
EL_DebugSystem_ForceGC,強制ガベージコレクト,فرض جمع النفايات,ui,,
EL_DebugSystem_IgnoreScreenModeSetting,【Switch2】画面モード設定を無視する,【Switch2】تجاهل وضع الشاشة,menu,,
EL_DebugTelemetry_CountWorkReset,リセット,إعادة تعيين,ui,,
EL_DebugTelemetry_ForcedTransmission,強制送信,إرسال إجباري,ui,,
EL_DebugTelemetry_SentSurveyFlag,送信済み,تم الإرسال,ui,,
EL_DebugTelemetry_TelemetryDebugViewFlag,デバッグ表示,عرض التصحيح,ui,,
EL_DebugTelemetry_TelemetryEnable,テレメトリの有効化,تفعيل القياس عن بعد,ui,,
EL_DebugTelemetry_UnsentSurveyFlag,未送信,لم يُرسل,ui,,
EL_DebugTest_DestroyAppearGimmickAll,AppearGimmick,آلية الظهور,ui,,
EL_DebugTest_DestroyBulletGimmickAll,BulletGimmick,آلية المقذوفات,ui,,
EL_DebugTest_DestroyCarryGimmickAll,CarryGimmick,آلية الحمل,ui,,
EL_DebugTest_DestroyGateGimmickAll,GateGimmick,آلية البوابة,ui,,
EL_DebugTest_DestroyGrassGimmickAll,GrassGimmick,آلية العشب,ui,,
EL_DebugTest_DestroyItemBoxGimmickAll,ItemBoxGimmick,آلية صندوق العناصر,ui,,
EL_DebugTest_DestroyLiftupGimmickAll,LiftupGimmick,آلية الرفع,ui,,
EL_DebugTest_DestroyMagicSpringGimmickAll,MagicSpringGimmick,آلية النبع السحري,ui,,
EL_DebugTest_DestroyMovingFloorGimmickAll,MovingFloorGimmick,آلية الأرضية المتحركة,ui,,
EL_DebugTest_DestroySavePointGimmickAll,SavePointGimmick,آلية نقطة الحفظ,ui,,
EL_DebugTest_DestroySwitchGimmickAll,SwitchGimmick,آلية المفتاح,ui,,
EL_DebugTowerDefence_Difficulty,難易度（ゲーム共通）,الصعوبة (عام),ui,,
EL_DebugTowerDefence_GameClear,クリア演出確認,تفقد تأثير الفوز,ui,,
EL_DebugTowerDefence_StartInit,新しく始める,بدء لعبة جديدة,ui,,
EL_DebugUI_DisableRadar,レーダーを無効化,تعطيل الرادار,ui,,
EL_DebugUI_ShowCatInfo,ネコ情報,معلومات القطط,ui,,
EL_DebugUI_ShowNPCID,NPCIDの表示,عرض معرف NPC,ui,,
EL_DebugUI_ShowNPCTalkID,NPCの会話ID表示,عرض معرف حوار NPC,ui,,
EL_DebugUMG_BossAnimViewer,ボスアニメビューア,مستعرض حركات الزعيم,ui,,
EL_DebugUMG_Cat,ネコさがし編集,تعديل البحث عن القطط,ui,,
EL_DebugUMG_CharaBustupViewer,立ち絵ビューア,مستعرض صور الشخصيات,ui,,
EL_DebugUMG_EditItem,所持アイテム編集,تعديل عناصر المخزون,ui,,
EL_DebugUMG_Flag,フラグ編集,تعديل المؤشرات,ui,,
EL_DebugUMG_Memo,手記編集,تعديل المذكرات,ui,,
EL_DebugUMG_NPCEventViewer,NPC会話ビューア,مستعرض حوارات NPC,ui,,
EL_DebugUMG_SupMsgViewer,サポート会話ビューア,مستعرض حوارات الدعم,ui,,
EL_DebugUMG_VibrationTest,振動テスト,اختبار الاهتزاز,ui,,
EL_DebugWidget_VibrationTest,振動テスト,اختبار الاهتزاز,ui,,
EL_DebugWidget_VibrationTestTime,振動時間,مدة الاهتزاز,ui,,
EL_DEDCA4FF4048B1BEFC5F229CFA5BF61B,解像度,الدقة,menu,,
EL_DF19260A48A0B33A4F7E4FAF52905A88,標準的な描画設定です,إعدادات الرسومات القياسية.,menu,,
EL_DF196BD0438E582623F1869D48F616F4,FaceName,FaceName,ui,,
EL_DNG_ARENA_A1,試練の聖堂,معبد المحن,ui,,
EL_DNG_ARENA_A2,試練の聖堂,معبد المحن,ui,,
EL_DNG_ARENA_A3,試練の聖堂,معبد المحن,ui,,
EL_DNG_ARENA_A4,試練の聖堂,معبد المحن,ui,,
EL_DNG_ARENA_LEGEND_01,勇者の試練　第１階層,محنة البطل: الطابق 1,ui,,
EL_DNG_ARENA_LEGEND_02,勇者の試練　第２階層,محنة البطل: الطابق 2,ui,,
EL_DNG_ARENA_LEGEND_03,勇者の試練　第３階層,محنة البطل: الطابق 3,ui,,
EL_DNG_ARENA_LEGEND_04,勇者の試練　第４階層,محنة البطل: الطابق 4,ui,,
EL_DNG_ARENA_LEGEND_05,勇者の試練　第５階層,محنة البطل: الطابق 5,ui,,
EL_DNG_ARENA_LEGEND_06,勇者の試練　第６階層,محنة البطل: الطابق 6,ui,,
EL_DNG_ARENA_LEGEND_07,勇者の試練　第７階層,محنة البطل: الطابق 7,ui,,
EL_DNG_ARENA_LEGEND_08,勇者の試練　第８階層,محنة البطل: الطابق 8,ui,,
EL_DNG_ARENA_LEGEND_09,勇者の試練　第９階層,محنة البطل: الطابق 9,ui,,
EL_DNG_ARENA_LEGEND_12,勇者の試練　最終階層,محنة البطل: الطابق الأخير,ui,,
EL_DNG_ARENA_Lobby_A1,試練の聖堂,معبد المحن,ui,,
EL_DNG_ARENA_Lobby_A2,試練の聖堂,معبد المحن,ui,,
EL_DNG_ARENA_Lobby_A3,試練の聖堂,معبد المحن,ui,,
EL_DNG_ARENA_Lobby_A4,試練の聖堂,معبد المحن,ui,,
EL_DNG_ARENA_VETERAN_01,達人の試練　第１階層,محنة البارع: الطابق 1,ui,,
EL_DNG_ARENA_VETERAN_02,達人の試練　第２階層,محنة البارع: الطابق 2,ui,,
EL_DNG_ARENA_VETERAN_03,達人の試練　第３階層,محنة البارع: الطابق 3,ui,,
EL_DNG_ARENA_VETERAN_04,達人の試練　第４階層,محنة البارع: الطابق 4,ui,,
EL_DNG_ARENA_VETERAN_05,達人の試練　第５階層,محنة البارع: الطابق 5,ui,,
EL_DNG_ARENA_VETERAN_06,達人の試練　第６階層,محنة البارع: الطابق 6,ui,,
EL_DNG_ARENA_VETERAN_07,達人の試練　第７階層,محنة البارع: الطابق 7,ui,,
EL_DNG_ARENA_VETERAN_08,達人の試練　第８階層,محنة البارع: الطابق 8,ui,,
EL_DNG_ARENA_VETERAN_09,達人の試練　第９階層,محنة البارع: الطابق 9,ui,,
EL_DNG_ARENA_VETERAN_10,達人の試練　最終階層,محنة البارع: الطابق الأخير,ui,,
EL_DNG_CAVE02_SAND_A1_1F,砂漠の洞窟　１階,كهف الصحراء: الطابق 1,ui,,
EL_DNG_CAVE02_SAND_A1_B1,砂漠の洞窟　地下１階,كهف الصحراء: تحت الأرض 1,ui,,
EL_DNG_CAVE02_SAND_A1_B2,砂漠の洞窟　地下２階,كهف الصحراء: تحت الأرض 2,ui,,
EL_DNG_CAVE02_SAND_A1_B3,砂漠の洞窟　地下３階,كهف الصحراء: تحت الأرض 3,ui,,
EL_DNG_CAVE02_SAND_A1,砂漠の洞窟,كهف الصحراء,ui,,
EL_DNG_CAVE02_SAND_A2_1F,砂漠の洞窟　１階,كهف الصحراء: الطابق 1,ui,,
EL_DNG_CAVE02_SAND_A2_B1,砂漠の洞窟　地下１階,كهف الصحراء: تحت الأرض 1,ui,,
EL_DNG_CAVE02_SAND_A2_B2,砂漠の洞窟　地下２階,كهف الصحراء: تحت الأرض 2,ui,,
EL_DNG_CAVE02_SAND_A2_B3,砂漠の洞窟　地下３階,كهف الصحراء: تحت الأرض 3,ui,,
