key,source,target
DebugMenuText/DebugCharacter_FootShadowEnemy,ظل القدم الدائري: العدو,
DebugMenuText/DebugCharacter_FootShadowNPC,ظل القدم الدائري: NPC,
DebugMenuText/DebugActivity_SendActivity,إرسال,
DebugMenuText/DebugTelemetry_SentSurveyFlag,تم الإرسال,
DebugMenuText/DebugTelemetry_TelemetryCountWorkReset,تهيئة بيانات الإرسال,
DebugMenuText/DebugTelemetry_TelemetryForcedTransmission,فرض إرسال بيانات الإرسال,
DebugMenuText/DebugBattle_SpawnMode_Normal,عادي,
DebugMenuText/DebugCharacter_SpawnMode_Normal,عادي,
DebugMenuText/DebugForcedTrophy_ACH_ENEMIES_KILLED_KUSARI,سيد السلسلة والمنجل,
DebugMenuText/EDebugMenuPage_DebugTowerDefence,حرب الدفاع,
DebugMenuText/DebugArena_StartSelect,عرض شاشة اختيار الصعوبة,
DebugMenuText/DebugArena_ChangeDifficulty,الصعوبة (الحلبة),
DebugMenuText/DebugGame_Difficulty,الصعوبة (عام),
DebugMenuText/DebugTowerDefence_Difficulty,الصعوبة (عام),
DebugMenuText/DebugLevel_ShowHideRequestor,عرض حالة الطلبات المخفية,
DebugMenuText/DebugPlayer_PlayerHidden,مخفي وغير ملحوظ,
DebugMenuText/DebugForcedTrophy_ACH_QUEST_CLEARED_ALL,مغامر يعتمد عليه,
DebugMenuText/DebugGame_EditMsPiece,تعديل عدد شظايا حجر السحر المحمولة (L2/R2 ±100),
DebugMenuText/DebugUMG_MagicStoneLottery,سحب أحجار السحر,
DebugMenuText/DebugForcedTrophy_ACH_MAX_MAGIC_STONE_RANK,أستاذ أحجار السحر,
DebugMenuText/DebugUMG_EditMagicStone,قائمة أحجار السحر,
DebugMenuText/DebugArena_StartInit,البدء من جديد من الطابق الأول,
ItemDescription/ACCESSORY_16B_DESCRIPTION,None,
ItemDescription/ACCESSORY_16_DESCRIPTION,None,
ItemDescription/BONUS_0010_DESCRIPTION,None,
ItemDescription/CAT_FAMILIARITY_MAX_DESCRIPTION,None,
ItemDescription/CAT_FOOD_1_DESCRIPTION,None,
ItemDescription/CAT_FOOD_2_DESCRIPTION,None,
ItemDescription/CAT_FOOD_3_DESCRIPTION,None,
ItemDescription/CAT_TOY_1_DESCRIPTION,None,
ItemDescription/CAT_TOY_2_DESCRIPTION,None,
ItemDescription/CAT_TOY_3_DESCRIPTION,None,
ItemDescription/CAVE02_SAND_BOSS_KEY_DESCRIPTION,None,
ItemDescription/CAVE02_SAND_KEY_DESCRIPTION,None,
ItemDescription/CAVE03_WATER_BOSS_KEY_DESCRIPTION,None,
ItemDescription/CAVE03_WATER_KEY_DESCRIPTION,None,
ItemDescription/CAVE04_SNOW_BOSS_KEY_DESCRIPTION,None,
ItemDescription/CAVE04_SNOW_KEY_DESCRIPTION,None,
ItemDescription/CAVE05_TREE_BOSS_KEY_DESCRIPTION,None,
ItemDescription/CAVE05_TREE_KEY_DESCRIPTION,None,
ItemDescription/CAVE06_LAVA_BOSS_KEY_DESCRIPTION,None,
ItemDescription/CAVE06_LAVA_KEY_DESCRIPTION,None,
ItemDescription/CAVE07_CASCADE_BOSS_KEY_DESCRIPTION,None,
ItemDescription/CAVE07_CASCADE_KEY_DESCRIPTION,None,
ItemDescription/COMPASS_NEEDLE_1_DESCRIPTION,None,
ItemDescription/COMPASS_NEEDLE_2_DESCRIPTION,None,
ItemDescription/COMPASS_NEEDLE_3_DESCRIPTION,None,
ItemDescription/COMPASS_NEEDLE_4_DESCRIPTION,None,
ItemDescription/COMPASS_NEEDLE_5_DESCRIPTION,None,
ItemDescription/COMPASS_NEEDLE_6_DESCRIPTION,None,
ItemDescription/ITEM_ARROW_DESCRIPTION,None,
ItemDescription/ITEM_BOMB_DESCRIPTION,None,
ItemDescription/ITEM_BUFF_ATTACK_DESCRIPTION,None,
ItemDescription/ITEM_BUFF_DEFENSE_DESCRIPTION,None,
ItemDescription/ITEM_CONTAINER_DESCRIPTION,None,
ItemDescription/LIFE_UP_1_DESCRIPTION,None,
ItemDescription/MAGICSTONE_PIECE_DESCRIPTION,None,
ItemDescription/MEDAL_CAT_DESCRIPTION,None,
ItemDescription/MEDAL_HELLTRY_DESCRIPTION,None,
ItemDescription/MEDAL_LEGEND_DESCRIPTION,None,
ItemDescription/MINIGAME_RECORD_COMP_DESCRIPTION,None,
ItemDescription/MONEY_DESCRIPTION,None,
ItemDescription/MiniGameCoin_Copper_DESCRIPTION,None,
ItemDescription/MiniGameCoin_Gold_DESCRIPTION,None,
ItemDescription/MiniGameCoin_Silver_DESCRIPTION,None,
ItemDescription/MiniGameDisc_DESCRIPTION,None,
ItemDescription/RUINS02_SAND_BOSS_KEY_DESCRIPTION,None,
ItemDescription/RUINS02_SAND_KEY_DESCRIPTION,None,
ItemDescription/RUINS03_WATER_KEY_DESCRIPTION,None,
ItemDescription/RUINS04_SNOW_BOSS_KEY_DESCRIPTION,None,
ItemDescription/RUINS05_TREE_BOSS_KEY_DESCRIPTION,None,
ItemDescription/RUINS05_TREE_KEY_DESCRIPTION,None,
ItemDescription/RUINS06_LAVA_BOSS_KEY_DESCRIPTION,None,
ItemDescription/SCN_0010_DESCRIPTION,None,
ItemDescription/SCN_0020_DESCRIPTION,None,
ItemDescription/SCN_0030_DESCRIPTION,None,
ItemDescription/SCN_0040_DESCRIPTION,None,
ItemDescription/SCN_0050_DESCRIPTION,None,
ItemDescription/SCN_0060_DESCRIPTION,None,
ItemDescription/SCN_0070_DESCRIPTION,None,
ItemDescription/SCN_0080_DESCRIPTION,None,
ItemDescription/SCN_0110_DESCRIPTION,None,
ItemDescription/SCN_0120_DESCRIPTION,None,
ItemDescription/SCN_0130_DESCRIPTION,None,
ItemDescription/SCN_0140_DESCRIPTION,None,
ItemDescription/SCN_0150_DESCRIPTION,None,
ItemDescription/SCN_0160_DESCRIPTION,None,
ItemDescription/SCN_0170_DESCRIPTION,None,
ItemDescription/SCN_0180_DESCRIPTION,None,
ItemDescription/SCN_0190_DESCRIPTION,None,
ItemDescription/SCN_0200_DESCRIPTION,None,
ItemDescription/SCN_0210_DESCRIPTION,None,
ItemDescription/SCN_0220_DESCRIPTION,None,
ItemDescription/SCN_0230_DESCRIPTION,None,
ItemDescription/SCN_0250_DESCRIPTION,None,
ItemDescription/SCN_0260_DESCRIPTION,None,
ItemDescription/SCN_0270_DESCRIPTION,None,
ItemDescription/SCN_0280_DESCRIPTION,None,
ItemDescription/SCN_0300_DESCRIPTION,None,
ItemDescription/SCN_0310_DESCRIPTION,None,
ItemDescription/SCN_0320_DESCRIPTION,None,
ItemDescription/SCN_0330_DESCRIPTION,None,
ItemDescription/SCN_0340_DESCRIPTION,None,
ItemDescription/SCN_0350_DESCRIPTION,None,
ItemDescription/SCN_0360_DESCRIPTION,None,
ItemDescription/SCN_0370_DESCRIPTION,None,
ItemDescription/SCN_0380_DESCRIPTION,None,
ItemDescription/SCN_0390_DESCRIPTION,None,
ItemDescription/SCN_0460_DESCRIPTION,None,
ItemDescription/SCN_0470_DESCRIPTION,None,
ItemDescription/SCN_0480_DESCRIPTION,None,
ItemDescription/SCN_0490_DESCRIPTION,None,
ItemDescription/SCN_0500_DESCRIPTION,None,
ItemDescription/SCN_0510_DESCRIPTION,None,
ItemDescription/SCN_0520_DESCRIPTION,None,
ItemDescription/SCN_0530_DESCRIPTION,None,
ItemDescription/SCN_0540_DESCRIPTION,None,
ItemDescription/SCN_0550_DESCRIPTION,None,
ItemDescription/SCN_0560_DESCRIPTION,None,
ItemDescription/SCN_8010_DESCRIPTION,None,
ItemDescription/SCN_8020_DESCRIPTION,None,
ItemDescription/SCN_8030_DESCRIPTION,None,
ItemDescription/SCN_8040_DESCRIPTION,None,
ItemDescription/SCN_8050_DESCRIPTION,None,
ItemDescription/SCN_8060_DESCRIPTION,None,
ItemDescription/SCN_8070_DESCRIPTION,None,
ItemDescription/SCN_8080_DESCRIPTION,None,
ItemDescription/SCN_8090_DESCRIPTION,None,
ItemDescription/SCN_8100_DESCRIPTION,None,
ItemDescription/SCN_8110_DESCRIPTION,None,
ItemDescription/SP02_LAST_A3_BOSS_KEY_DESCRIPTION,None,
ItemDescription/SP02_LAST_A4_KEY_DESCRIPTION,None,
ItemDescription/TIME01_COMMON_01_BOSS_KEY_DESCRIPTION,None,
ItemDescription/TIME01_COMMON_01_KEY_DESCRIPTION,None,
ItemDescription/TIME01_COMMON_02_BOSS_KEY_DESCRIPTION,None,
ItemDescription/TIME01_COMMON_03_BOSS_KEY_DESCRIPTION,None,
ItemDescription/TIME01_KEY_BOSS_KEY_DESCRIPTION,None,
ItemDescription/TIME01_KEY_KEY_DESCRIPTION,None,
ItemDescription/WPN_COMPASS_DESCRIPTION,None,
ItemDescription/ACCESSORY_4_DESCRIPTION,"""• اضغط مع الاستمرار على <btn id=""Jump""/> للتحليق في الهواء لفترة قصيرة.""",
ItemDescription/ACCESSORY_13_DESCRIPTION,"・يرتفع زمن استمرار <img id=""RI_ICON_BUFF_ATTACK""/><img id=""RI_ICON_BUFF_DEFENSE""/><img id=""RI_ICON_BUFF_SUPPORT""/><img id=""RI_ICON_BUFF_STEALTH""/> بنسبة {Num:1}٪",
ItemDescription/MAGICSTONE_CHAIN_15_DESCRIPTION,"""・عندما تكون <img id=""RI_ICON_LIFE_FULL""/> بقيمة {Num:1} أو أقل،
　تسترد {Num:2} من <img id=""RI_ICON_LIFE_FULL""/> عند إصابة الأعداء بالمهارة القاضية لـ <img id=""RI_ICON_WPN_CHAIN""/>""",
ItemDescription/MAGICSTONE_SPEAR_07_DESCRIPTION,"""・عندما تكون <img id=""RI_ICON_LIFE_FULL""/> بنسبة {Num:1}٪ أو أكثر،
 تزداد نسبة حدوث الضربة الحرجة لـ <img id=""RI_ICON_WPN_SPEAR""/> بنسبة {Num:2}٪""",
ItemDescription/MAGICSTONE_SPEAR_15_DESCRIPTION,"""・عندما تكون <img id=""RI_ICON_LIFE_FULL""/> بنسبة {Num:1}％ أو أكثر،
　يُشن هجوم إضافي على العدو الذي يصيبه الهجوم العادي لـ <img id=""RI_ICON_WPN_SPEAR""/>""",
ItemDescription/LIFE_UP_HIGH_1_DESCRIPTION,"""・يزداد الحدّ الأقصى لـ<img id=""RI_ICON_LIFE_FULL""/> بمقدار {Num:1}""",
ItemDescription/ITEM_CONTAINER_HP_1_DESCRIPTION,"""· يستعيد <img id=""RI_ICON_LIFE_FULL""/> {Num:1} من نقاط الصحة""",
ItemDescription/ITEM_CONTAINER_HP_2_DESCRIPTION,"""· يستعيد <img id=""RI_ICON_LIFE_FULL""/> {Num:1} من نقاط الصحة""",
ItemDescription/ITEM_CONTAINER_HP_3_DESCRIPTION,"""· يستعيد <img id=""RI_ICON_LIFE_FULL""/> {Num:1} من نقاط الصحة""",
ItemDescription/ITEM_CONTAINER_HP_4_DESCRIPTION,"""· يستعيد جميع نقاط <img id=""RI_ICON_LIFE_FULL""/> الصحة
· تزداد الحد الأقصى لـ<img id=""RI_ICON_LIFE_FULL""/> مؤقتًا بمقدار {Num:1}""",
ItemDescription/MAGICSTONE_BOMB_14_DESCRIPTION,"""・حتى تنفجر <img id=""RI_ICON_WPN_BOMB""/>،
　تتولد شرارات عشوائية كل {Num:1} ثانية""",
ItemDescription/MAGICSTONE_BOMB_15_DESCRIPTION,"""・طالما أن <img id=""RI_ICON_WPN_BOMB""/> مزروعة،
　يقل وقت شحن الأسلحة الأخرى بنسبة {Num:1}％""",
ItemDescription/MAGICSTONE_BOMB_09_DESCRIPTION,"""・عند هزيمة عدو باستخدام <img id=""RI_ICON_WPN_BOMB""/>، هناك فرصة {Num:1}％ لإسقاط <img id=""RI_ICON_WPN_BOMB""/>""",
ItemDescription/MAGICSTONE_BOMB_02_DESCRIPTION,"""・يزداد ضرر الضربة الحرجة لـ <img id=""RI_ICON_WPN_BOMB""/>
　بنسبة {Num:1}％""",
ItemDescription/MAGICSTONE_BOMB_08_DESCRIPTION,"""・يتجمد الأعداء الذين يلمسون <img id=""RI_ICON_WPN_BOMB""/>""",
ItemDescription/MAGICSTONE_BOMB_11_DESCRIPTION,"""・يزداد معدل الضربات الحرجة لـ <img id=""RI_ICON_WPN_BOMB""/> بنسبة {Num:1}％""",
ItemDescription/MAGICSTONE_BOMB_04_DESCRIPTION,"""・يزداد حجم ونطاق انفجار <img id=""RI_ICON_WPN_BOMB""/> بنسبة {Num:1}％
・تقل سرعة الحركة أثناء حمل <img id=""RI_ICON_WPN_BOMB""/> بنسبة {Num:2}％""",
ItemDescription/MAGICSTONE_BOMB_12_DESCRIPTION,"""・تزداد سرعة الحركة أثناء حمل <img id=""RI_ICON_WPN_BOMB""/> بنسبة {Num:1}％""",
ItemDescription/MAGICSTONE_BOMB_13_DESCRIPTION,"""・يُعاد تعيين وقت الانفجار عند حمل <img id=""RI_ICON_WPN_BOMB""/>
・لن تنفجر <img id=""RI_ICON_WPN_BOMB""/> طوال فترة حملها""",
ItemDescription/MAGICSTONE_BOMB_01_DESCRIPTION,"""・يزداد الهجوم لـ <img id=""RI_ICON_WPN_BOMB""/> بمقدار {Num:1}""",
ItemDescription/MAGICSTONE_BOMB_06_DESCRIPTION_3,"""・بعد انفجار <img id=""RI_ICON_WPN_BOMB""/>، تظهر حمم في مكانها لبعض الوقت
・يصاب الأعداء الذين تلمسهم الحمم بالاحتراق""",
ItemDescription/MAGICSTONE_BOMB_06_DESCRIPTION,"""・بعد انفجار <img id=""RI_ICON_WPN_BOMB""/>،تظهر حمم في مكانها لفترة وجيزة جدًا
・يصاب الأعداء الذين تلمسهم الحمم بالاحتراق""",
ItemDescription/MAGICSTONE_BOMB_06_DESCRIPTION_2,"""・بعد انفجار <img id=""RI_ICON_WPN_BOMB""/>، تظهر حمم في مكانها لفترة وجيزة
・يصاب الأعداء الذين تلمسهم الحمم بالاحتراق""",
ItemDescription/MAGICSTONE_BOMB_05_DESCRIPTION,"""・يزداد ضرر انفجار <img id=""RI_ICON_WPN_BOMB""/> بنسبة {Num:1}％
・يزداد الوقت المستغرق لانفجار <img id=""RI_ICON_WPN_BOMB""/> بنسبة {Num:2}％""",
ItemDescription/MAGICSTONE_BOMB_10_DESCRIPTION,"""・يزداد الحد الأقصى لزرع <img id=""RI_ICON_WPN_BOMB""/> بمقدار {Num:1}""",
ItemDescription/MAGICSTONE_BOMB_07_DESCRIPTION,"""・عند رمي <img id=""RI_ICON_WPN_BOMB""/>، تصبح كثيرة الارتداد
・إلحاق ضرر إضافي عند الإصابة بـ <img id=""RI_ICON_WPN_BOMB""/> المرمية""",
ItemDescription/MAGICSTONE_BOOMERANG_14_DESCRIPTION,"""・تصد <img id=""RI_ICON_WPN_BOOMERANG""/> مقذوفات الأعداء حتى {Num:1} من المرات""",
ItemDescription/MAGICSTONE_BOOMERANG_02_DESCRIPTION,"""・يزداد الضرر الناتج عن الضربات الحرجة
 بواسطة <img id=""RI_ICON_WPN_BOOMERANG""/> بنسبة {Num:1}٪""",
ItemDescription/MAGICSTONE_BOOMERANG_11_DESCRIPTION,"""・يزداد معدل الضربات الحرجة لـ <img id=""RI_ICON_WPN_BOOMERANG""/> بنسبة {Num:1}％""",
ItemDescription/MAGICSTONE_BOOMERANG_09_DESCRIPTION,"""・يزداد ضرر <img id=""RI_ICON_WPN_BOOMERANG""/> بنسبة {Num:1}％
・إذا أصابتك <img id=""RI_ICON_WPN_BOOMERANG""/> العائدة،
　تتلقى ضررًا بقيمة {Num:2}""",
ItemDescription/MAGICSTONE_BOOMERANG_03_DESCRIPTION,"""・يقل وقت شحن <img id=""RI_ICON_WPN_BOOMERANG""/> بنسبة {Num:1}％""",
ItemDescription/MAGICSTONE_BOOMERANG_06_DESCRIPTION,"""・يزداد حجم <img id=""RI_ICON_WPN_BOOMERANG""/> بنسبة {Num:1}％
・تقل سرعة طيران <img id=""RI_ICON_WPN_BOOMERANG""/> بشكل كبير""",
ItemDescription/MAGICSTONE_BOOMERANG_08_DESCRIPTION_3,"""・عند تفعيل المهارة القاضية لـ <img id=""RI_ICON_WPN_BOOMERANG""/>،
　تدور <img id=""RI_ICON_WPN_BOOMERANG""/> حولك لبعض الوقت""",
ItemDescription/MAGICSTONE_BOOMERANG_08_DESCRIPTION,"・عند تفعيل المهارة القاضية لـ <img id=""RI_ICON_WPN_BOOMERANG""/>،
　تدور <img id=""RI_ICON_WPN_BOOMERANG""/> حولك لفترة وجيزة جدًا",
ItemDescription/MAGICSTONE_BOOMERANG_08_DESCRIPTION_2,"""・عند تفعيل المهارة القاضية لـ <img id=""RI_ICON_WPN_BOOMERANG""/>،
　تدور <img id=""RI_ICON_WPN_BOOMERANG""/> حولك لفترة وجيزة""",
ItemDescription/MAGICSTONE_BOOMERANG_04_DESCRIPTION,"""・عند إصابة الأعداء بهجمات <img id=""RI_ICON_WPN_BOOMERANG""/>،هناك فرصة {Num:1}％ لإصابتهم بالدوار""",
ItemDescription/MAGICSTONE_BOOMERANG_01_DESCRIPTION,"""・يزداد الهجوم لـ <img id=""RI_ICON_WPN_BOOMERANG""/> بمقدار {Num:1}""",
ItemDescription/MAGICSTONE_BOOMERANG_05_DESCRIPTION,"""・أثناء طيران <img id=""RI_ICON_WPN_BOOMERANG""/>،
　يزداد الضرر بنسبة {Num:1}％ مع كل إصابة
・يزداد الضرر بنسبة تصل إلى {Num:2}％ كحد أقصى""",
ItemDescription/MAGICSTONE_BOOMERANG_13_DESCRIPTION,"""・أثناء تحليق <img id=""RI_ICON_WPN_BOOMERANG""/>،
 تزداد نسبة حدوث الضربة الحرجة للأسلحة الأخرى بنسبة {Num:1}٪""",
ItemDescription/MAGICSTONE_BOOMERANG_12_DESCRIPTION,"""・يزداد وقت طيران <img id=""RI_ICON_WPN_BOOMERANG""/>""",
ItemDescription/MAGICSTONE_BOOMERANG_10_DESCRIPTION,"""・يمكن رمي {Num:1} إضافية من <img id=""RI_ICON_WPN_BOOMERANG""/>
・يقل ضرر <img id=""RI_ICON_WPN_BOOMERANG""/> بنسبة {Num:2}％""",
ItemDescription/MAGICSTONE_BOW_02_DESCRIPTION,"""・يزداد ضرر الضربة الحرجة لـ <img id=""RI_ICON_WPN_BOW""/>
　بنسبة {Num:1}％""",
ItemDescription/MAGICSTONE_BOW_11_DESCRIPTION,"""・يزداد معدل الضربات الحرجة لـ <img id=""RI_ICON_WPN_BOW""/> بنسبة {Num:1}％""",
ItemDescription/MAGICSTONE_BOW_12_DESCRIPTION,"""・كلما شُحن <img id=""RI_ICON_WPN_BOW""/> بالكامل،
　يُطلق سهم تلقائيًا نحو الأعداء القريبين منك""",
ItemDescription/MAGICSTONE_BOW_03_DESCRIPTION,"""・يقل وقت شحن <img id=""RI_ICON_WPN_BOW""/> بنسبة {Num:1}％""",
ItemDescription/MAGICSTONE_BOW_13_DESCRIPTION,"""・يزداد ضرر هجوم القوة لـ <img id=""RI_ICON_WPN_BOW""/> بنسبة {Num:1}٪
・لا يمكن التحرك أثناء شحن <img id=""RI_ICON_WPN_BOW""/>""",
ItemDescription/MAGICSTONE_BOW_07_DESCRIPTION,"""・عند تفعيل المهارة القاضية لـ <img id=""RI_ICON_WPN_BOW""/>، تتبع سهام سحرية الأعداء القريبين""",
ItemDescription/MAGICSTONE_BOW_04_DESCRIPTION,"""・عند إصابة الأعداء بهجمات <img id=""RI_ICON_WPN_BOW""/>، هناك فرصة {Num:1}％ لإصابتهم بالاحتراق""",
ItemDescription/MAGICSTONE_BOW_09_DESCRIPTION,"""・عند إصابة الأعداء بهجمات <img id=""RI_ICON_WPN_BOW""/>، تشن هجمات متابعة {Num:1} مرات على الأعداء المحيطين
・يقل الضرر بشكل كبير مع كل هجوم متابعة""",
ItemDescription/MAGICSTONE_BOW_04_DESCRIPTION_2,"""・يصاب الأعداء بالاحتراق دائمًا عند إصابتهم بهجمات <img id=""RI_ICON_WPN_BOW""/>""",
ItemDescription/MAGICSTONE_BOW_01_DESCRIPTION,"""・يزداد الهجوم لـ <img id=""RI_ICON_WPN_BOW""/> بمقدار {Num:1}""",
ItemDescription/MAGICSTONE_BOW_06_DESCRIPTION,"""・عند الهجوم بـ <img id=""RI_ICON_WPN_BOW""/>، هناك فرصة {Num:1}％ لعدم استهلاك السهام""",
ItemDescription/MAGICSTONE_BOW_10_DESCRIPTION,"""・عند الهجوم بـ <img id=""RI_ICON_WPN_BOW""/>، يُشن هجوم إضافي بضرر قيمته {Num:1}％
・يستهلك سهم إضافي واحد""",
ItemDescription/MAGICSTONE_CHAIN_02_DESCRIPTION,"""・يزداد ضرر الضربة الحرجة لـ <img id=""RI_ICON_WPN_CHAIN""/>
　بنسبة {Num:1}％""",
ItemDescription/MAGICSTONE_CHAIN_11_DESCRIPTION,"""・يزداد معدل الضربات الحرجة لـ <img id=""RI_ICON_WPN_CHAIN""/> بنسبة {Num:1}％""",
ItemDescription/MAGICSTONE_CHAIN_08_DESCRIPTION,"""・أثناء شحن <img id=""RI_ICON_WPN_CHAIN""/>، تظهر كرات نارية عديدة في الأمام
・الأعداء الذين تصيبهم الكرات النارية يحترقون بنسبة احتمال {Num:1}٪""",
ItemDescription/MAGICSTONE_CHAIN_05_DESCRIPTION,"""・تزداد سرعة الحركة أثناء شحن <img id=""RI_ICON_WPN_CHAIN""/> بنسبة {Num:1}％""",
ItemDescription/MAGICSTONE_CHAIN_03_DESCRIPTION,"""・يقل وقت شحن <img id=""RI_ICON_WPN_CHAIN""/> بنسبة {Num:1}％""",
ItemDescription/MAGICSTONE_CHAIN_14_DESCRIPTION,"""・تخترق المهارة القاضية لـ <img id=""RI_ICON_WPN_CHAIN""/> الأعداء دون سحبهم إليها
・يقل ضرر المهارة القاضية لـ <img id=""RI_ICON_WPN_CHAIN""/> بنسبة {Num:1}％""",
ItemDescription/MAGICSTONE_CHAIN_07_DESCRIPTION,"""・يزداد ضرر المهارة القاضية لـ <img id=""RI_ICON_WPN_CHAIN""/> بنسبة {Num:1}％
・إذا لم تصب المهارة القاضية لـ <img id=""RI_ICON_WPN_CHAIN""/> أي عدو،
　تتلقى ضررًا بقيمة {Num:2}""",
ItemDescription/MAGICSTONE_CHAIN_04_DESCRIPTION,"""・عند إصابة العدو بالمهارة القاضية لـ <img id=""RI_ICON_WPN_CHAIN""/>، هناك فرصة {Num:1}％ لإصابته بالدوار""",
ItemDescription/MAGICSTONE_CHAIN_01_DESCRIPTION,"""・يزداد الهجوم لـ <img id=""RI_ICON_WPN_CHAIN""/> بمقدار {Num:1}""",
ItemDescription/MAGICSTONE_CHAIN_12_DESCRIPTION,"""・يصيب الهجوم العادي لـ <img id=""RI_ICON_WPN_CHAIN""/> مرتين
・يقل ضرر الهجوم العادي لـ <img id=""RI_ICON_WPN_CHAIN""/> بنسبة {Num:1}％""",
ItemDescription/MAGICSTONE_CHAIN_13_DESCRIPTION,"""・عند إصابة الأعداء بالهجوم العادي لـ <img id=""RI_ICON_WPN_CHAIN""/>، هناك فرصة {Num:1}％ لإصابتهم بالتجميد""",
ItemDescription/MAGICSTONE_CHAIN_06_DESCRIPTION,"""・أثناء الهجوم العادي بـ <img id=""RI_ICON_WPN_CHAIN""/>،
　يزداد الضرر بنسبة {Num:1}％ مع كل إصابة
・يزداد الضرر بنسبة تصل إلى {Num:2}％ كحد أقصى""",
ItemDescription/MAGICSTONE_CHAIN_10_DESCRIPTION,"""・عند الهجوم العادي بـ <img id=""RI_ICON_WPN_CHAIN""/>،
　تحدث ضربة حرجة حتمًا للأعداء المتواجدين خلفك""",
ItemDescription/MAGICSTONE_HAMMER_13_DESCRIPTION,"""・يحدث انفجار عند هزيمة الأعداء باستخدام <img id=""RI_ICON_WPN_HAMMER""/>""",
ItemDescription/MAGICSTONE_HAMMER_02_DESCRIPTION,"""・يزداد ضرر الضربة الحرجة لـ <img id=""RI_ICON_WPN_HAMMER""/>
　بنسبة {Num:1}％""",
ItemDescription/MAGICSTONE_HAMMER_11_DESCRIPTION,"""・يزداد معدل الضربات الحرجة لـ <img id=""RI_ICON_WPN_HAMMER""/> بنسبة {Num:1}％""",
ItemDescription/MAGICSTONE_HAMMER_07_DESCRIPTION,"""・أثناء شحن <img id=""RI_ICON_WPN_HAMMER""/>، تقل مسافة الارتداد
 عند تلقي الضرر بنسبة {Num:1}٪""",
ItemDescription/MAGICSTONE_HAMMER_15_DESCRIPTION,"""・إذا تلقيت ضررًا أثناء شحن <img id=""RI_ICON_WPN_HAMMER""/>،
 سيزداد ضرر الهجوم القاضي التالي مباشرة بنسبة {Num:1}٪""",
ItemDescription/MAGICSTONE_HAMMER_03_DESCRIPTION,"""・يقل وقت شحن <img id=""RI_ICON_WPN_HAMMER""/> بنسبة {Num:1}％""",
ItemDescription/MAGICSTONE_HAMMER_12_DESCRIPTION,"""・يزداد نطاق هجوم المهارة القاضية لـ <img id=""RI_ICON_WPN_HAMMER""/> بنسبة {Num:1}％""",
ItemDescription/MAGICSTONE_HAMMER_10_DESCRIPTION,"""・عند إصابة ضربة قاضية بـ <img id=""RI_ICON_WPN_HAMMER""/>، ستحدث دائمًا ضربة حرجة
・يزداد وقت شحن <img id=""RI_ICON_WPN_HAMMER""/> بنسبة {Num:1}٪""",
ItemDescription/MAGICSTONE_HAMMER_09_DESCRIPTION,"""・بعد تفعيل المهارة القاضية لـ <img id=""RI_ICON_WPN_HAMMER""/>، تتولد موجة صادمة إضافية {Num:1} من المرات في المكان نفسه""",
ItemDescription/MAGICSTONE_HAMMER_14_DESCRIPTION,"""・بعد تفعيل المهارة القاضية لـ <img id=""RI_ICON_WPN_HAMMER""/>، تتولد {Num:1} صواعق في الأمام
・هناك فرصة {Num:2}％ لإصابة الأعداء المصعوقين بالدوار""",
ItemDescription/MAGICSTONE_HAMMER_08_DESCRIPTION,"""・عند اصطدام الأعداء المدفوعين بهجمات <img id=""RI_ICON_WPN_HAMMER""/>
　بأعداء آخرين أو الجدران، يتلقون ضررًا إضافيًا""",
ItemDescription/MAGICSTONE_HAMMER_06_DESCRIPTION_3,"""・عند إصابة العدو بالدوار نتيجة هجوم <img id=""RI_ICON_WPN_HAMMER""/>، يزداد وقت الدوار كثيرًا""",
ItemDescription/MAGICSTONE_HAMMER_06_DESCRIPTION,"""・عند إصابة العدو بالدوار نتيجة هجوم <img id=""RI_ICON_WPN_HAMMER""/>، يزداد وقت الدوار قليلاً جدًا""",
ItemDescription/MAGICSTONE_HAMMER_06_DESCRIPTION_2,"""・عند إصابة العدو بالدوار نتيجة هجوم <img id=""RI_ICON_WPN_HAMMER""/>، يزداد وقت الدوار قليلاً""",
ItemDescription/MAGICSTONE_HAMMER_05_DESCRIPTION,"""・عند الإصابة بهجمات <img id=""RI_ICON_WPN_HAMMER""/>،تزداد مسافة الدفع للخلف بنسبة {Num:1}％""",
ItemDescription/MAGICSTONE_HAMMER_01_DESCRIPTION,"""・يزداد الهجوم لـ <img id=""RI_ICON_WPN_HAMMER""/> بمقدار {Num:1}""",
ItemDescription/MAGICSTONE_HAMMER_04_DESCRIPTION,"""・عند إصابة الأعداء بالهجوم العادي لـ <img id=""RI_ICON_WPN_HAMMER""/>، هناك فرصة {Num:1}％ لإصابتهم بالدوار""",
ItemDescription/MAGICSTONE_SPEAR_02_DESCRIPTION,"""・يزداد ضرر الضربة الحرجة لـ <img id=""RI_ICON_WPN_SPEAR""/>
　بنسبة {Num:1}％""",
ItemDescription/MAGICSTONE_SPEAR_11_DESCRIPTION,"""・يزداد معدل الضربات الحرجة لـ <img id=""RI_ICON_WPN_SPEAR""/> بنسبة {Num:1}％""",
ItemDescription/MAGICSTONE_SPEAR_03_DESCRIPTION,"""・يقل وقت شحن <img id=""RI_ICON_WPN_SPEAR""/> بنسبة {Num:1}％""",
