ID,source text,Arabic translation,category,notes
EL_M04_E15_1000_M030_PCM000_m,その花を探してたんだね。,إذًا كنتِ تبحثين عن تلك الزهرة.,dialogue,
EL_M04_E15_1000_M040_NPC0050_f,あっ！,آه!,dialogue,
EL_M04_E15_1000_M050_PCM000_m,大丈夫だよ。\n君のことは、お父さんとお母さんから聞いてる。,لا تخافي.\nلقد حدّثني أبوكِ وأمكِ عنكِ.,dialogue,
EL_M04_E15_1000_M060_NPC0050_f,父様と母様が！？,أبي وأمي!؟,dialogue,
EL_M04_E15_1000_M070_PCM000_m,君を必死になって捜してたよ。\n二人ともすごく心配してた。,كانا يبحثان عنكِ بكل ما أوتيا.\nوقد قلِقا عليكِ قلقًا شديدًا.,dialogue,
EL_M04_E15_1000_M080_PCM000_m,どうして、この花を探してたんだい？,لماذا كنتِ تبحثين عن هذه الزهرة؟,dialogue,
EL_M04_E15_1000_M090_NPC0050_f,……この花はね、『かがりの花』っていうの。,…هذه الزهرة اسمها «زهرة الموقد».,dialogue,
EL_M04_E15_1000_M100_NPC0050_f,どんな寒さにもたえて、咲きつづける。\nここにしか咲かない花でね……,تصمد أمام أي برد قارس وتظلّ مزهرة.\nإنها زهرة لا تنبت إلا هنا…,dialogue,
EL_M04_E15_1000_M110_NPC0050_f,むかし、父様が母様におくった\n思い出の花なんだって。,يقولون إنها زهرة الذكريات التي\nأهداها أبي لأمي قديمًا.,dialogue,
EL_M04_E15_1000_M120_PCM000_m,お父さんとお母さんのために、これを？,أردتِ هذه من أجل أبيكِ وأمكِ؟,dialogue,
EL_M04_E15_1000_M130_NPC0050_f,うん。二人とも、最近ケンカすることが多くて……\nこの花を見たら、仲直りできるかなと思ったの。,نعم. كانا يتشاجران كثيرًا مؤخرًا…\nفظننتُ أنهما قد يتصالحان إن رأيا هذه الزهرة.,dialogue,
EL_M04_E15_1000_M140_FYL000_f,リュドミラさんや、ゴギョウさんのために\nひとりで頑張ったんだね！,لقد بذلتِ جهدكِ وحدكِ\nمن أجل السيدة ليودميلا والسيد غوغيو!,dialogue,"ゴギョウ = Gogyō, father's name, transliterated غوغيو"
EL_M04_E15_1000_M150_PCM000_m,戻って、その花を届けてあげよう。\n君の気持ちは、きっと二人にも伝わるよ。,لنعد ونوصِل لهما تلك الزهرة.\nمشاعركِ ستصل إليهما بكل تأكيد.,dialogue,
EL_M04_E15_1000_M160_NPC0050_f,……うん！,…نعم!,dialogue,
EL_M04_E15_1000_M170_NPC0050_f,ところで、おじさんだれ？,بالمناسبة، من هذا العمّ؟,dialogue,
EL_M04_E15_1000_M180_PCM000_m,おじさんはひどいな……,«عمّ»؟ هذا قاسٍ منكِ…,dialogue,
EL_M04_E15_1000_M190_PCM000_m,俺は冒険家のエリオットだ。\n君は？,أنا المغامر إليوت.\nوأنتِ؟,dialogue,
EL_M04_E15_1000_M200_NPC0050_f,マオだよ！,أنا ماو!,dialogue,
EL_M04_E15_1000_M220_FYL000_f,マオ！？　この子が！？,ماو!؟ هذه الصغيرة!؟,dialogue,
EL_M04_E15_1000_M230_PCM000_m,そういえば……ミュー族は長い時を生きると\nカーターも言っていた。,بالمناسبة… قال كارتر أيضًا\nإن قبيلة ميو تعيش دهرًا طويلًا.,dialogue,
EL_M04_E15_1000_M240_PCM000_m,この時代に、子どものマオがいても\n不思議じゃないのか。,إذًا ليس غريبًا أن توجد ماو طفلةً\nفي هذا العصر.,dialogue,
EL_M04_E15_1000_M250_NPC0050_f,いっしょに帰ろう、エリオット！,لنعد إلى البيت معًا يا إليوت!,dialogue,
EL_M04_E15_2000,家に戻ってきた主人公たち。マオが家を飛び出した理由についても納得し\n家族団らん,عاد الأبطال إلى البيت. وبعد أن فهموا سبب هروب ماو من المنزل،\nاجتمع شمل العائلة في دفء.,dialogue,
EL_M04_E15_2000_M010_NPC0080_f,マオ！　無事で良かった……！,ماو! الحمد لله أنكِ بخير…!,dialogue,
EL_M04_E15_2000_M020_NPC0090_m,どうして、こんなこと……\n心配したぞ！,لماذا فعلتِ هذا…\nلقد أقلقتِنا كثيرًا!,dialogue,
EL_M04_E15_2000_M030_NPC0050_f,あ、あのね……,آ، اسمعا…,dialogue,
EL_M04_E15_2000_M040_NPC0090_m,これは、かがりの花……！\nいったいどうして……,هذه… زهرة الموقد…!\nكيف يُعقل هذا…,dialogue,
EL_M04_E15_2000_M050_NPC0050_f,父様と母様、よくケンカしてたから……\n仲直りしてほしかったの……,أبي وأمي كانا يتشاجران كثيرًا…\nفأردتُ أن يتصالحا…,dialogue,
EL_M04_E15_2000_M070_NPC0090_m,……すまなかった、マオ。\nでも、あれはケンカじゃないんだ。,…سامحيني، ماو.\nلكن ذاك لم يكن شجارًا.,dialogue,
EL_M04_E15_2000_M080_NPC0090_m,母様とは、話し合いをしてただけなんだよ。\nどうしたら家族みんなが幸せでいられるか、をね……,كنتُ وأمكِ نتحاور فحسب.\nحول كيف يمكن لأفراد العائلة جميعًا أن يكونوا سعداء…,dialogue,
EL_M04_E15_2000_M090_NPC0050_f,そうなの？　でも、わたしは父様と母様が\n仲よしなら、それだけで十分幸せだよ！,حقًّا؟ لكن بالنسبة لي، يكفيني أن يكون\nأبي وأمي على وفاق، وذلك وحده يجعلني سعيدة!,dialogue,
EL_M04_E15_2000_M100_NPC0080_f,ああ、マオ……！,آه، ماو…!,dialogue,
EL_M04_E15_2000_M110_NPC0080_f,母様と父様も同じなのよ。\nあなたがいれば、それだけで……,أمكِ وأبوكِ مثلكِ تمامًا.\nيكفيهما وجودكِ، وذلك وحده…,dialogue,
EL_M04_E15_2000_M120_NPC0090_m,花を摘んできてくれて、ありがとう。\n父様たちも大事なことを思い出せたよ。,شكرًا لكِ على قطف الزهرة لنا.\nلقد تذكّرنا نحن أيضًا أمرًا مهمًّا.,dialogue,
EL_M04_E15_2000_M130_NPC0050_f,えへへ、どういたしまして！,إيه هيه، على الرحب والسعة!,dialogue,
EL_M04_E15_2000_M140_FYL000_f,ふふ。みんな、笑顔になった！,هه هه. الجميع رسمت البسمة على وجوههم!,dialogue,
EL_M04_E15_2000_M150_PCM000_m,良かったな、マオ。,تهانينا، ماو.,dialogue,
EL_M04_E15_2000_M160_NPC0050_f,うん！,نعم!,dialogue,
EL_M04_E15_2000_M170_NPC0080_f,さあ、みんな、食事にしましょう。\nエリオットさんも、ぜひご一緒に。,هيا جميعًا، لنتناول الطعام.\nوأنتَ أيضًا يا سيد إليوت، انضمّ إلينا أرجوك.,dialogue,
EL_M04_E15_3000_M010_NPC0080_f,あなたがいなかったら、どうなっていたか……\n本当にお世話になりました。,لولا وجودكَ، لا أعرف ماذا كان سيحدث…\nأنا ممتنة لكَ حقًّا على كل ما فعلتَ.,dialogue,
EL_M04_E15_3000_M020_PCM000_m,リュドミラさん。\nあなたに聞きたいことがあります。,سيدة ليودميلا.\nلديّ سؤال أودّ أن أطرحه عليكِ.,dialogue,
EL_M04_E15_3000_M030_PCM000_m,かつて、竜を氷に封じたという\nミュー族の魔法についてご存じありませんか？,هل تعرفين شيئًا عن سحر قبيلة ميو\nالذي يُقال إنه حبس التنين في الجليد قديمًا؟,dialogue,
EL_M04_E15_3000_M050_NPC0080_f,……もちろんです。ミュー族であれば、\nその魔法のことを知らぬ者はいません。,…بالطبع. ما من فرد في قبيلة ميو\nيجهل أمر ذلك السحر.,dialogue,
EL_M04_E15_3000_M070_FYL000_f,わっ、変身したあ！？,واو، لقد تحوّلتِ!؟,dialogue,
EL_M04_E15_3000_M080_NPC0550_f,ふふ。驚かせてしまいましたね。\nこちらが、私たちの本来の姿なのですよ。,هه هه. لقد أفزعتُكَ، أليس كذلك؟\nهذه هي صورتنا الحقيقية.,dialogue,
EL_M04_E15_3000_M090_NPC0550_f,さて……エリオットさんがおっしゃっているのは\n『氷結の封印』のことだと思います。,حسنًا… أظنّ أن ما يقصده السيد إليوت\nهو «ختم التجميد الجليدي».,dialogue,
EL_M04_E15_3000_M100_NPC0550_f,神話の時代に生み出された古の魔法で、\nミュー族の中でも使える者はごく限られていました。,إنه سحر قديم وُلد في عصر الأساطير،\nولم يكن يجيده سوى قلّة نادرة حتى داخل قبيلة ميو.,dialogue,
EL_M04_E15_3000_M110_NPC0550_f,氷結の封印には、膨大な魔力が必要なのだそうでして。,يقال إن ختم التجميد الجليدي يحتاج إلى قدر هائل من القوة السحرية.,dialogue,
EL_M04_E15_3000_M120_FYL000_f,それって、つまり……,وهذا يعني، أي…,dialogue,
EL_M04_E15_3000_M140_PCM000_m,氷結の封印を破る方法はあるのですか？,هل ثمة طريقة لكسر ختم التجميد الجليدي؟,dialogue,
EL_M04_E15_3000_M150_NPC0550_f,聞いたことがありませんね。,لم أسمع بذلك قط.,dialogue,
EL_M04_E15_3000_M160_NPC0550_f,実際、強大な力を持つ神獣が\n何百年も凍りついたままなのです……,في الواقع، إن وحشًا إلهيًّا يملك قوة جبارة\nظلّ متجمّدًا مئات السنين…,dialogue,
EL_M04_E15_3000_M170_PCM000_m,神獣を封印したミュー族は、今どこに？\nその人なら詳しいことを知っているんじゃ……,أين قبيلة ميو التي حبست الوحش الإلهي الآن؟\nلعلّ أولئك يعرفون التفاصيل…,dialogue,
EL_M04_E15_3000_M180_NPC0550_f,神獣を封じているのは、ミュー族の三賢者様です。\nでも彼らは半ば伝説の存在で、どこにいるかは……,من يحبس الوحش الإلهي هم حكماء قبيلة ميو الثلاثة.\nلكنهم باتوا أشبه بالأسطورة، ولا يُعرف أين هم…,dialogue,
EL_M04_E15_3000_M190_NPC0550_f,言い伝えでは、封印を守るために身を隠していると\nいわれています。,تقول الروايات المتوارثة إنهم اختفوا عن الأنظار\nحمايةً للختم.,dialogue,
EL_M04_E15_3000_M210_PCM000_m,それは、術者になにかあった場合、\n封印が解けるということでは？,أليس معنى ذلك أنه إذا أصاب الساحرَ مكروهٌ،\nانفكّ الختم؟,dialogue,
EL_M04_E15_3000_M220_NPC0550_f,……たしかに、おっしゃるとおりですね。,…حقًّا، الأمر كما تقول تمامًا.,dialogue,
EL_M04_E15_3000_M230_NPC0550_f,術を使っている者に会って、止めることができれば、\n氷結の封印は解けるのかもしれません。,إن استطعنا لقاء من يمارس السحر وإيقافه،\nفربما ينفكّ ختم التجميد الجليدي.,dialogue,
EL_M04_E15_3000_M240_FYL000_f,とめるって……\nおねがいしたら、封印をやめてくれるかなあ？,نوقفه… تُرى لو رجوناه،\nهل سيتوقف عن الختم؟,dialogue,
EL_M04_E15_3000_M250_PCM000_m,それができればいいが……\nおそらく戦いは避けられないだろう。,ليت ذلك ممكن…\nلكن على الأرجح لا مفرّ من القتال.,dialogue,
EL_M04_E15_3000_M270_FYL000_f,やるしかないよね！\nヒューリアのために！,لا خيار أمامنا سوى أن نفعلها!\nمن أجل هيوريا!,dialogue,
EL_M04_E15_3000_M280_PCM000_m,まずは、そいつを捜し出す必要がある。\n戻ってユイジーヌに相談してみよう。,أولًا، علينا أن نعثر على ذلك الشخص.\nلنعد ونستشر يوجين.,dialogue,
EL_M04_E15_3000_M290_NPC0550_f,お役に立てたでしょうか？,هل كنتُ ذات نفع لكَ؟,dialogue,
EL_M04_E15_3000_M300_PCM000_m,はい。おかげでやるべきことが見えました。,نعم. بفضلكِ اتّضح لي ما يجب أن أفعله.,dialogue,
EL_M04_E15_3000_M310_NPC0080_f,私は人間の夫と生きる道を選びました。\nそのことに後悔はありません。,لقد اخترتُ أن أعيش مع زوجي الإنسان.\nولا ندم لديّ على ذلك.,dialogue,
EL_M04_E15_3000_M320_NPC0080_f,マオのためにも、人間と手を取り合える未来を\nつくれるといいのですが……,من أجل ماو أيضًا، أتمنّى لو نتمكّن من بناء\nمستقبل يتعاون فيه البشر معنا…,dialogue,
EL_M04_E15_3000_M330_NPC0080_f,人間はミュー族をとても怖がっています。\n話し合うことすら、難しいでしょうね。,البشر يخافون قبيلة ميو خوفًا شديدًا.\nحتى مجرّد الحوار معهم سيكون صعبًا.,dialogue,
EL_M04_E15_3000_M350_NPC0080_f,そんな人がいるのですか！,أيوجد شخص كهذا حقًّا!,dialogue,
EL_M04_E15_3000_M360_NPC0080_f,そのヒルクさんなら、\n私の話も聞いてくれるかもしれませんね……,إن كانت تلك السيدة هيلك،\nفربما تصغي إلى كلامي أيضًا…,dialogue,
EL_M04_E15_3000_M370_PCM000_m,より良い未来が訪れるよう願っています。\n……マオのためにも。,أتمنّى أن يأتي مستقبل أفضل.\n…من أجل ماو أيضًا.,dialogue,
EL_M04_E15_3000_M380_NPC0080_f,あの子のためにも、人間と共存する道を\nあきらめずに探し続けようと思います。,من أجل تلك الصغيرة أيضًا، عزمتُ على أن أواصل\nالبحث عن سبيل للتعايش مع البشر دون يأس.,dialogue,
EL_M05_E01_1000_M010_PCM000_m,これは……！？,ما هذا……!؟,dialogue,
EL_M05_E01_1000_M020_FYL000_f,わわわ……！\n氷が部屋中に……！,وا وا وا……!\nالجليد يملأ الغرفة بأكملها……!,dialogue,
EL_M05_E01_1000_M030_NPC0020_m,エリオット！\n戻ってきたのか。,إليوت!\nلقد عُدتَ.,dialogue,
EL_M05_E01_1000_M040_PCM000_m,……ヒューリアは無事なのか？,……هل هيوريا بخير؟,dialogue,
EL_M05_E01_1000_M050_NPC0020_m,加護の魔法は生きている……かろうじてね。,سحر البركة ما زال حيًّا…… بالكاد.,dialogue,
EL_M05_E01_1000_M060_FYL000_f,ヒューリア……しっかりして！,هيوريا…… تماسكي!,dialogue,
EL_M05_E01_1000_M070_NPC0010_f,……ット……エリオット……,……يوت…… إليوت……,dialogue,
EL_M05_E01_1000_M090_PCM000_m,ヒューリア、エリオットだ！\nわかるか、ここにいるぞ！,هيوريا، أنا إليوت!\nهل تسمعينني، أنا هنا!,dialogue,
EL_M05_E01_1000_M100_NPC0010_f,は……い……\nでも……加護の力が……弱くなってしまって……,نعـ……م……\nلكن…… قوة البركة…… أخذت تضعف……,dialogue,
EL_M05_E01_1000_M110_NPC0010_f,民は……\n城下のみんなはどうなっていますか……？,الأهالي……\nماذا حلّ بأهل المدينة جميعًا……؟,dialogue,
EL_M05_E01_1000_M120_NPC0020_m,ご安心を。\n兵士たちが力を合わせて街を守っています。,اطمئنّي.\nالجنود يتكاتفون معًا لحماية المدينة.,dialogue,
EL_M05_E01_1000_M130_NPC0010_f,良かっ……た……,حمدًا…… لله……,dialogue,
EL_M05_E01_1000_M140_NPC0010_f,ごめんなさい……\n私の力は……もう……,سامحوني……\nقوّتي…… لم تعد……,dialogue,
EL_M05_E01_1000_M150_NPC0010_f,あとのことは……エリオット……\nあなたが……どうか…………,الباقي عليك…… إليوت……\nأنتَ…… أرجوك…………,dialogue,
EL_M05_E01_1000_M160_PCM000_m,あきらめるな、ヒューリア！\n俺が必ず君を助ける！,لا تستسلمي، هيوريا!\nسأنقذكِ مهما كلّف الأمر!,dialogue,
EL_M05_E01_1000_M170_NPC0010_f,エリオッ……ト……,إليو……ت……,dialogue,
EL_M05_E01_1000_M180_PCM000_m,助けを求めている人がいるなら、\n俺はあきらめたくない……そう言ったはずだ。,إن كان هناك من يطلب العون،\nفأنا لا أريد أن أستسلم…… هذا ما قلتُه من قبل.,dialogue,
EL_M05_E01_1000_M190_PCM000_m,だから、君も信じてくれ。\n冒険家である俺を。,لذا، ثقي بي أنتِ أيضًا.\nثقي بي أنا المغامر.,dialogue,
EL_M05_E01_1000_M200_NPC0010_f,……あなたは…………\nそういう人でしたね…………,……أنتَ…………\nكنتَ دائمًا هكذا…………,dialogue,
EL_M05_E01_1000_M210_NPC0010_f,はい……\nあなたを……信じ……ます……,نعم……\nأنا…… أثق…… بك……,dialogue,
EL_M05_E01_1000_M220_NPC0010_f,あ……りが……と……,شكـ……رً……ا……,dialogue,
EL_M05_E01_1000_M240_FYL000_f,ぜったいにこの魔法をとめて\nヒューリアを助けようね！,لنوقفنّ هذا السحر مهما حدث\nولننقذ هيوريا!,dialogue,
EL_M05_E01_1000_M250_PCM000_m,ああ。,أجل.,dialogue,
EL_M05_E01_1000_M260_NPC0020_m,それで、何か情報をつかんできたんだろう？\n教えてくれるかい？,والآن، لا بدّ أنّك جمعتَ بعض المعلومات؟\nهلّا أخبرتني بها؟,dialogue,
EL_M05_E01_1000_M270_PCM000_m,萌芽の時代でミュー族と会ったんだ。\n実は――,التقيتُ بقبيلة ميو في عصر النشوء.\nفي الحقيقة――,dialogue,萌芽の時代 'Age of Budding' not in glossary; rendered عصر البزوغ
EL_M05_E01_1000_M280_NPC0020_m,なるほど、ミュー族の氷結の封印……か。\nまさか神話の時代のものだったなんて……,فهمت، ختمُ التجميد الذي تملكه قبيلة ميو…… هكذا إذن.\nمن كان يظنّ أنّه من عصر الأساطير……,dialogue,
EL_M05_E01_1000_M290_NPC0020_m,けど、なぜそのミュー族は、\nヒューリア様を狙ったんだ？,لكن، لماذا استهدفت قبيلة ميو تلك\nالأميرة هيوريا؟,dialogue,
EL_M05_E01_1000_M310_NPC0020_m,そしてゆくゆくは王国も滅びてしまう……\nこの魔法、僕たちにとっては『氷結の呪い』だね。,ومع مرور الوقت سيهلك المملكة أيضًا……\nهذا السحر، بالنسبة إلينا هو «لعنة التجميد».,dialogue,
EL_M05_E01_1000_M320_FYL000_f,氷結の呪い！\nほんとにそうだね！,لعنة التجميد!\nنعم، إنّها كذلك حقًّا!,dialogue,
EL_M05_E01_1000_M330_PCM000_m,この呪いを解くには、術者を止めるしかない。\n問題は、どうやってそいつを見つけるかだが……,لفكّ هذه اللعنة، لا سبيل سوى إيقاف صاحب السحر.\nالمشكلة هي كيف نعثر على ذلك الشخص……,dialogue,
EL_M05_E01_1000_M340_FYL000_f,呪いをかけてるやつが、ここだよーって\nお知らせしてくれたらいいのに。,ليت من يلقي اللعنة\nيُعلمنا قائلًا: ها أنا هنا!,dialogue,
EL_M05_E01_1000_M350_PCM000_m,位置を知らせる……か。,يُعلمنا بموقعه…… صحيح.,dialogue,
EL_M05_E01_1000_M370_PCM000_m,そうだ、魔力コンパスが使えるかもしれない！,هذا هو، ربّما تنفعنا بوصلة القوة السحرية!,dialogue,
EL_M05_E01_1000_M390_NPC0020_m,……君はすごいな。\nどんな困難も乗り越えていく。,……أنت مذهل حقًّا.\nتتجاوز كلّ الصعاب أيًّا كانت.,dialogue,
EL_M05_E01_1000_M400_NPC0020_m,姫様にかけられた魔法を突き止めてくれたおかげで、\n少しだけ希望が見えてきたよ。,بفضل كشفك عن السحر الذي أُلقي على الأميرة،\nبدأ بصيص من الأمل يلوح أخيرًا.,dialogue,
EL_M05_E01_1000_M410_PCM000_m,なんだよ、改まって。,ما بك، لماذا هذا الكلام الرسميّ فجأةً.,dialogue,
EL_M05_E01_1000_M420_FYL000_f,うんうん、そうだよね！\nエリオットはすごい冒険家なんだよ！,نعم نعم، هذا صحيح!\nإليوت مغامر مذهل!,dialogue,
EL_M05_E01_1000_M430_PCM000_m,フェイまで……\n俺はできることをやっているだけさ。,حتّى أنتِ يا فاي……\nأنا أفعل ما بوسعي فحسب.,dialogue,
EL_M05_E01_1000_M440_NPC0020_m,たまには素直に受け取ってくれよ。\n王国まで救おうなんて、普通じゃないんだから。,تقبّل الثناء بصدرٍ رحبٍ بين الحين والآخر.\nفإنقاذ مملكةٍ بأكملها ليس أمرًا عاديًّا.,dialogue,
EL_M05_E01_1000_M450_PCM000_m,じゃあ行ってくるよ。\n待っててくれ、ヒューリア。,إذن سأذهب الآن.\nانتظريني، هيوريا.,dialogue,
EL_M05_E02_1000_M011_NPC0130_f,……ううん、バイカンから買った古文書だけど、\n意外とバカにできないぞ。,……لا، إنه مخطوط قديم اشتريته من بايكان،\nلكنه أثمن مما يبدو عليه.,dialogue,
EL_M05_E02_1000_M020_NPC0130_f,特に、ここに書かれている魔法遺物は興味深い。,وعلى وجه الخصوص، تثير الآثار السحرية المذكورة هنا اهتمامي.,dialogue,
EL_M05_E02_1000_M030_NPC0130_f,『逆探知の針』――\n魔力をたどり、術者の居場所を暴く針なり……か。,«إبرة التعقب العكسي»――\nإبرة تتبّع القوة السحرية وتكشف موضع مُلقي التعويذة…… هكذا إذن.,dialogue,
EL_M05_E02_1000_M040_PCM000_m,術者の居場所を暴く！\nそんなことができるのか？,تكشف موضع مُلقي التعويذة!\nأيُعقل أن يكون ذلك ممكنًا؟,dialogue,
EL_M05_E02_1000_M050_NPC0130_f,うん、たしかにそう書いてある。,نعم، هذا ما هو مكتوب بالفعل.,dialogue,
EL_M05_E02_1000_M060_NPC0130_f,もしかしたらこれは、ご先祖様の残した研究書に\n欠けていた記述を埋められる情報かも――,ربما تكون هذه معلومة قادرة على سدّ الفراغ\nالذي ينقص كتاب الأبحاث الذي تركه أسلافي――,dialogue,
EL_M05_E02_1000_M080_NPC0130_f,おや、エリオット。\n君だったのか。,يا للمفاجأة، إليوت.\nأنتَ من كان هنا.,dialogue,
EL_M05_E02_1000_M090_PCM000_m,もしかして、\n誰だかわからずに話してたのか？,هل يُعقل أنكِ كنتِ تتحدثين\nدون أن تعرفي مع من؟,dialogue,addressee NPC0130 female
EL_M05_E02_1000_M100_FYL000_f,ふふっ、あいかわらずおもしろい人ー！,هيهي، إنها طريفة كعادتها دائمًا!,dialogue,Faie addressing Elliot (male)
EL_M05_E02_1000_M110_NPC0130_f,あはは、ごめんごめん。\nつい本に夢中になっちゃって。,هاها، آسفةٌ آسفة.\nانغمستُ في الكتاب دون أن أنتبه.,dialogue,
EL_M05_E02_1000_M120_PCM000_m,それで、さっき言っていた逆探知の針のことを\n詳しく聞かせてくれないか？,والآن، أيمكنكِ أن تحدثيني بالتفصيل\nعن إبرة التعقب العكسي التي ذكرتِها قبل قليل؟,dialogue,addressee NPC0130 female
EL_M05_E02_1000_M130_NPC0130_f,こいつは、\n魔法の針と呼ばれる魔法遺物の一つらしい。,يبدو أن هذه واحدةٌ من الآثار السحرية\nالتي تُدعى الإبر السحرية.,dialogue,
EL_M05_E02_1000_M140_NPC0130_f,かけられた魔法の元をたどり、術者の場所を示す。\n姿の見えない敵に対して使えそうだね。,تتبّع أصل التعويذة المُلقاة وتدلّ على موضع مُلقيها.\nيبدو أنها تنفع ضد عدوٍّ لا تُرى هيئته.,dialogue,
EL_M05_E02_1000_M150_FYL000_f,もしかして……！\nワタシたちが探してた物じゃない！？,هل يُعقل……!\nأليس هذا ما كنا نبحث عنه!؟,dialogue,
EL_M05_E02_1000_M160_PCM000_m,どこにあるかは、わかるかい？,هل تعرفين أين تكون؟,dialogue,addressee NPC0130 female
EL_M05_E02_1000_M170_NPC0130_f,ええと……こう書いてある。,حسنًا…… مكتوبٌ هكذا.,dialogue,
EL_M05_E02_1000_M180_NPC0130_f,『火の鳥の恩寵の下に、それは封じられた』,«تحت بركة العنقاء، قد خُتمت»,dialogue,
EL_M05_E02_1000_M190_NPC0130_f,火の鳥は神話の時代にいたとされる神獣。\n不死鳥山に今も眠っていると伝えられているんだ。,العنقاء وحشٌ مقدّسٌ يُقال إنه عاش في عصر الأساطير.\nوتُروى أنه لا يزال نائمًا حتى اليوم في جبل العنقاء.,dialogue,
EL_M05_E02_1000_M200_PCM000_m,不死鳥山か……\nたしか西にある大きな火山だったか？,جبل العنقاء……\nأليس ذلك البركان الكبير الواقع في الغرب إن لم تخنّي الذاكرة؟,dialogue,
EL_M05_E02_1000_M210_NPC0130_f,そうだね。\nこの情報が本当なら、すごい発見になる。,هذا صحيح.\nإن كانت هذه المعلومة حقيقية، فسيكون اكتشافًا عظيمًا.,dialogue,
EL_M05_E02_1000_M220_NPC0130_f,行くというなら、結果を楽しみにしているよ。,إن قررتَ الذهاب، فإنني أتطلع إلى معرفة النتيجة.,dialogue,addressee Elliot male
EL_M05_E02_1000_M230_PCM000_m,ああ、任せてくれ。,نعم، اتركي الأمر لي.,dialogue,addressee NPC0130 female
EL_M05_E03_1000_M010_PCM000_m,あったぞ、魔法の針だ！,وجدتُها، إنها الإبرة السحرية!,dialogue,
EL_M05_E03_1000_M020_FYL000_f,やったあ！\nこれがカロテシアがいってたやつだね。,مرحى!\nهذه هي التي تحدثت عنها كاروتيشيا.,dialogue,カロテシア coined كاروتيشيا
EL_M05_E03_1000_M030_PCM000_m,ああ。\nきっと術者の居場所がつきとめられるぞ。,نعم.\nلا شك أننا سنتمكن بها من تحديد موضع مُلقي التعويذة.,dialogue,
EL_M05_E03_1000_M040_PCM000_m,術者の魔力をたどるというなら、\n一度、ヒューリアのところへ行く必要がありそうだな。,ما دامت تتبّع القوة السحرية لمُلقي التعويذة،\nفيبدو أن علينا الذهاب إلى هيوريا أولًا.,dialogue,
EL_M05_E03_1000_M050_FYL000_f,じゃあ、さっそく加護の時代に戻ろうよ！,إذن، فلنعد فورًا إلى عصر البركة!,dialogue,
EL_M05_E04_1000_M010_NPC0020_m,聞いてくれ、エリオット！\n術者を示す魔法の針のことがわかったんだ！,اسمعني يا إليوت!\nلقد عرفتُ أمر الإبرة السحرية التي تدلّ على مُلقي التعويذة!,dialogue,
EL_M05_E04_1000_M020_NPC0020_m,僕の家に伝わる研究書に、\n逆探知の針という魔法遺物の記述があって――,في كتاب الأبحاث المتوارث في عائلتي،\nوجدتُ وصفًا لأثرٍ سحريٍّ يُدعى إبرة التعقب العكسي――,dialogue,
EL_M05_E04_1000_M030_PCM000_m,あー……実はその魔法の針は手に入れたんだ。\nせっかく調べてくれたのに、すまないな。,آه…… في الحقيقة لقد حصلتُ على تلك الإبرة السحرية بالفعل.\nآسفٌ لأنك بذلت كل هذا الجهد في البحث عنها.,dialogue,addressee Eugène male
EL_M05_E04_1000_M040_NPC0020_m,ええっ！？\nそ、そうか……少し遅かったみたいだね。,ماذا!؟\nأ، أهكذا…… يبدو أنني تأخرتُ قليلًا.,dialogue,
EL_M05_E04_1000_M050_NPC0020_m,でも、状況を考えれば早いに越したことはない。\nさっそく使ってみせてくれるかい？,لكن بالنظر إلى الوضع، فكلما أسرعنا كان أفضل.\nهلا جربتَها أمامي الآن؟,dialogue,addressee Elliot male
EL_M05_E04_1000_M060_PCM000_m,……北の白楼に強い反応がある。,……هناك تفاعلٌ قويٌّ في برج الشمال الأبيض.,dialogue,北の白楼 coined البرج الأبيض الشمالي
EL_M05_E04_1000_M070_PCM000_m,ということは、\nここに呪いをかけているミュー族がいる……！,هذا يعني\nأن هناك من قبيلة ميو من يُلقي اللعنة هنا……!,dialogue,
EL_M05_E04_1000_M080_NPC0020_m,北の白楼といえば以前、カイフリードが\nライトスタッフを求めて向かった場所だったよね。,برج الشمال الأبيض هو المكان الذي توجّه إليه\nكايفرايد من قبل بحثًا عن لايت ستاف، أليس كذلك؟,dialogue,
EL_M05_E04_1000_M090_PCM000_m,たしかに、なにか因縁めいたものを感じるが……\nとにかく行ってみるよ。,بالفعل، أشعر بشيءٍ أشبه بقدرٍ خفيّ……\nعلى أي حال، سأذهب وأرى بنفسي.,dialogue,
EL_M05_E04_1000_M110_FYL000_f,わっ！\nなになに！？,وا!\nما الأمر ما الأمر!؟,dialogue,
EL_M05_E04_1000_M120_FYL000_f,おさまった……,لقد هدأ……,dialogue,
EL_M05_E04_1000_M130_NPC0020_m,なんだったんだろう。\n今の揺れは……,تُرى ماذا كان ذلك.\nتلك الهزة قبل قليل……,dialogue,
EL_M05_E04_1000_M140_PCM000_m,わからない……\nけど、今は術者を見つけることが先だ。,لا أدري……\nلكن الأهم الآن هو العثور على مُلقي التعويذة.,dialogue,
EL_M05_E04_1000_M150_PCM000_m,ヒューリアの命がかかっている。\n俺は、北の白楼へ向かうよ。,حياة هيوريا على المحك.\nسأتوجّه إلى برج الشمال الأبيض.,dialogue,
EL_M05_E04_1000_M160_NPC0020_m,わかった。\nどうか気をつけて行ってくれ。,فهمت.\nأرجوك أن تذهب بحذر.,dialogue,addressee Elliot male
