id,ftext_key,original_text,category,confidence
EL_DNG_SHRINE_FAIRY_05_1F,DNG_SHRINE_FAIRY_05_1F,魔力の霊廟　キューイン,unknown,high
EL_DNG_SHRINE_FAIRY_05,DNG_SHRINE_FAIRY_05,魔力の霊廟　キューイン,unknown,high
EL_EDebugMenuPage_DebugForcedTrophy,EDebugMenuPage_DebugForcedTrophy,トロフィー強制取得(PF疎通確認),unknown,high
EL_F0A942214EBF6F2E90D6A592A31C08E4,F0A942214EBF6F2E90D6A592A31C08E4,魔法の時代のタイムゲートダンジョンへ向かおう,unknown,high
EL_FAIRY_ABILITY_1_EX_1_DESCRIPTION,FAIRY_ABILITY_1_EX_1_DESCRIPTION,"""・フェイが<img id=""""RI_ICON_STAR""""/>チャッカを使用できる""",unknown,high
EL_FAIRY_ABILITY_2_EX_1_DESCRIPTION,FAIRY_ABILITY_2_EX_1_DESCRIPTION,"""・フェイが<img id=""""RI_ICON_STAR""""/>シッソーを使用できる""",unknown,high
EL_FAIRY_ABILITY_3_EX_1_DESCRIPTION,FAIRY_ABILITY_3_EX_1_DESCRIPTION,"""・フェイが<img id=""""RI_ICON_STAR""""/>ワープを使用できる""",unknown,high
EL_FAIRY_ABILITY_4_EX_1_DESCRIPTION,FAIRY_ABILITY_4_EX_1_DESCRIPTION,"""・フェイが<img id=""""RI_ICON_STAR""""/>キューインを使用できる""",unknown,high
EL_FAIRY_ABILITY_4_EX_1_NAME,FAIRY_ABILITY_4_EX_1_NAME,叡智の秘石・キューイン,unknown,high
EL_FAIRY_ABILITY_5_EX_1_DESCRIPTION,FAIRY_ABILITY_5_EX_1_DESCRIPTION,"""・フェイが<img id=""""RI_ICON_STAR""""/>コピーを使用できる""",unknown,high
EL_FairyAbilityGet_Attract_Title,FairyAbilityGet_Attract_Title,[開発用]妖精能力獲得 - キューイン,unknown,high
EL_FairyAbilityGet_Clone_Title,FairyAbilityGet_Clone_Title,[開発用]妖精能力獲得 - コピー,unknown,high
EL_FairyAbilityGet_Dash_Title,FairyAbilityGet_Dash_Title,[開発用]妖精能力獲得 - シッソー,unknown,high
EL_FairyAbilityGet_Fire_Title,FairyAbilityGet_Fire_Title,[開発用]妖精能力獲得 - チャッカ,unknown,high
EL_FairyAbilityGet_Warp_Title,FairyAbilityGet_Warp_Title,[開発用]妖精能力獲得 - ワープ,unknown,high
EL_FastTravelDisable,FastTravelDisable,ファストトラベルが使えなくなりました,unknown,high
EL_FastTravelEnable,FastTravelEnable,ファストトラベルが使えるようになりました,unknown,high
EL_FEF11541458975943B71A3BDED251A98,FEF11541458975943B71A3BDED251A98,魔法の時代のタイムゲートダンジョンへ向かおう,unknown,high
EL_FreePinArrival,FreePinArrival,目印の場所にたどり着いた,unknown,high
EL_GetItem,GetItem,{Item}×{Num}を手に入れた,unknown,high
EL_GetItemSingle,GetItemSingle,{Item}を手に入れた,unknown,high
EL_GiveItemWithNum,GiveItemWithNum,{Item}×{Num}を渡した,unknown,high
EL_ITEM_CONTAINER_STEALTH_DESCRIPTION,ITEM_CONTAINER_STEALTH_DESCRIPTION,"""・一定時間、<img id=""""RI_ICON_BUFF_STEALTH""""/>敵に気付かれなくなる""",unknown,high
EL_L01_N01_2000_Title,L01_N01_2000_Title,生命の社・妖精フェイ１,unknown,high
EL_L01_N01_2100_Title,L01_N01_2100_Title,生命の社・ヒューリア姫１,unknown,high
EL_L01_N01_3000_Title,L01_N01_3000_Title,生命の社・妖精フェイ２,unknown,high
EL_L01_N01_3100_Title,L01_N01_3100_Title,生命の社・ヒューリア姫２,unknown,high
EL_LIFE_UP_HIGH_1_DESCRIPTION,LIFE_UP_HIGH_1_DESCRIPTION,"""・<img id=""""RI_ICON_LIFE_FULL""""/>の上限が{Num:1}増加""",unknown,high
EL_M01_E03_1000_M010_NAL000_n,M01_E03_1000_M010_NAL000_n,ここは、フィレビルディアと呼ばれた世界――,unknown,high
EL_M01_E04_1000_Title,M01_E04_1000_Title,ヒューリア姫との出会い,unknown,high
EL_M01_E06_1000,M01_E06_1000,扉の遺跡の入口にたどり着く,unknown,high
EL_M01_E07_1000_03,M01_E07_1000_03,未知の遺跡の赤鍵を使って扉を開ける,unknown,high
EL_M01_E07_1100_M020_PCM000_m,M01_E07_1100_M020_PCM000_m,ええと、今の所持金は――,unknown,high
EL_M01_E08_1000_03,M01_E08_1000_03,取り残された冒険家を捜す,unknown,high
EL_M01_E09_1000_02,M01_E09_1000_02,他の遭難者がいないか確認する,unknown,high
EL_M01_E10_1100_02_01,M01_E10_1100_02_01,他に困っている人がいないか探す,unknown,high
EL_M01_E10_1100_02,M01_E10_1100_02,他に困っている人がいないか探す,unknown,high
EL_M01_E10_1100_03,M01_E10_1100_03,ヒューリア姫の部屋へ向かう,unknown,high
EL_M01_E11_1000,M01_E11_1000,一方その頃、大臣が扉をくぐって過去に向かう,unknown,high
EL_M01_E12_1000_01,M01_E12_1000_01,他に困っている人がいないか探す,unknown,high
EL_M01_E12_1000_M200_PCM000_m,M01_E12_1000_M200_PCM000_m,その言葉は、君が俺に贈ってくれた――,unknown,high
EL_M01_E12_2000,M01_E12_2000,主人公、大臣を追えとの特命を受ける,unknown,high
EL_M02_E02_1050_M030_PCM000_m,M02_E02_1050_M030_PCM000_m,村の各所に、廃墟のようなものがあったが――,unknown,high
EL_M02_E02_1050,M02_E02_1050,カイフリードの情報を集める,unknown,high
EL_M02_E03_1000_01,M02_E03_1000_01,北西にある洞窟へ向かう,unknown,high
EL_M02_E04_1000_02,M02_E04_1000_02,カイフリードのもとへ向かう,unknown,high
EL_M02_E04_1000_M030_NPC0040_m,M02_E04_1000_M030_NPC0040_m,古より伝わる光の力――,unknown,high
EL_M02_E05_1000,M02_E05_1000,大臣によって追い詰められ、滝に落とされる,unknown,high
EL_M02_E09_1000_M170_PCM000_m,M02_E09_1000_M170_PCM000_m,兵士たちでも勝てるとは――,unknown,high
EL_M02_E09_1090,M02_E09_1090,冒険家仲間から聞き込みをする,unknown,high
EL_M02_E09_2000_M080_PCM000_m,M02_E09_2000_M080_PCM000_m,話すと長くなるんだが――,unknown,high
EL_M02_E09_2000,M02_E09_2000,学者に妖精のことを明かす（姿は見えない）,unknown,high
EL_M02_E11_1070,M02_E11_1070,ヒューリア姫の部屋へ向かう,unknown,high
EL_M02_E11_1090,M02_E11_1090,ヒューリア姫の部屋へ向かう,unknown,high
EL_M02_E12_1000_M030_PCM000_m,M02_E12_1000_M030_PCM000_m,それよりも君の体が――,unknown,high
EL_M03_E01_1000_01,M03_E01_1000_01,扉の遺跡に関する情報を集める,unknown,high
EL_M03_E01_1000_M380_NPC0110_m,M03_E01_1000_M380_NPC0110_m,いいなあ、次の冒険では俺も探してみるか――,unknown,high
EL_M03_E01_1000_Title,M03_E01_1000_Title,ヒューリックからの情報,unknown,high
EL_M03_E02_1200_02,M03_E02_1200_02,大樹の近くにある扉の遺跡を探す,unknown,high
EL_M03_E02_1200_04,M03_E02_1200_04,ガーディアンをすべて倒す,unknown,high
EL_M03_E12_1100,M03_E12_1100,カイフリードのもとへ向かう,unknown,high
EL_M04_E01_1000_01,M04_E01_1000_01,フォマニット研究所へ向かう,unknown,high
EL_M04_E01_1000_Title,M04_E01_1000_Title,フォザワール研究所の所長,unknown,high
EL_M04_E05_1000,M04_E05_1000,火山地帯の入口にいる魔法生物に通行証を見せる,unknown,high
EL_M04_E06_1000_02,M04_E06_1000_02,火山地帯にある扉の遺跡を探す,unknown,high
EL_M04_E06_1000_04,M04_E06_1000_04,ガーディアンをすべて倒す,unknown,high
EL_M04_E14_1000_01,M04_E14_1000_01,ドラゴンピラー内部で子どもを捜す,unknown,high
EL_M04_E15_1000_01,M04_E15_1000_01,ドラゴンピラー内部で子どもを捜す,unknown,high
EL_M04_E15_3000_M260_PCM000_m,M04_E15_3000_M260_PCM000_m,相手は、おそろしい魔力を持つミュー族だが――,unknown,high
EL_M05_A1MGC_E02_1000_Title,M05_A1MGC_E02_1000_Title,茶の賢者サヘキとの出会い,unknown,high
EL_M05_A1MGC_E03_1000_01_TalkNPC0222Age3,M05_A1MGC_E03_1000_01_TalkNPC0222Age3,酒場の前の広場へ向かう,unknown,high
EL_M05_A2MGC_E01_1100,M05_A2MGC_E01_1100,魔法生物の暴走をすべて止める,unknown,high
EL_M05_A2MGC_E02_1000_M180_FYL000_f,M05_A2MGC_E02_1000_M180_FYL000_f,やっぱり、あの人感じわるい～,unknown,high
EL_M05_A2MGC_E02_1000_Title,M05_A2MGC_E02_1000_Title,ヒルデブラントへの糾弾,unknown,high
EL_M05_A2MGC_E03_1000_02,M05_A2MGC_E03_1000_02,白の賢者ノイーワンと話す,unknown,high
EL_M05_A2MGC_E03_1100_Title,M05_A2MGC_E03_1100_Title,白の賢者ノイーワンの助言,unknown,high
EL_M05_A2MGC_E03_1200_03,M05_A2MGC_E03_1200_03,白の賢者ノイーワンと話す,unknown,high
EL_M05_A2MGC_E03_1300_Title,M05_A2MGC_E03_1300_Title,白の賢者ノイーワンとの出会い,unknown,high
EL_M05_A3MGC_E01_1000_Title,M05_A3MGC_E01_1000_Title,ヒューリックの呼びかけ,unknown,high
EL_M05_A3MGC_E01_1000,M05_A3MGC_E01_1000,小屋の前にいる傭兵を始末する,unknown,high
EL_M05_A3MGC_E02_1000,M05_A3MGC_E02_1000,カーターが死亡してしまう,unknown,high
EL_M05_A3MGC_E03_1000_Title,M05_A3MGC_E03_1000_Title,黒の賢者タドコロとの出会い,unknown,high
EL_M05_A3MGC_E03_2000_Title,M05_A3MGC_E03_2000_Title,黒の賢者タドコロの助言,unknown,high
EL_M05_E01_1000_Title,M05_E01_1000_Title,呪いの術者を見つけるために,unknown,high
EL_M05_E02_1000_04,M05_E02_1000_04,魔法の針に関する情報を集める,unknown,high
EL_M05_E05_1000_03,M05_E05_1000_03,憎悪の魔獣を奥義で封印する,unknown,high
EL_M05_E08_1000_SecretAllClear,M05_E08_1000_SecretAllClear,ヒューザー王国へ向かう,unknown,high
EL_M05_E08_1000_TalkNPC0222Age3,M05_E08_1000_TalkNPC0222Age3,酒場の前の広場へ向かう,unknown,high
EL_M05_E08_1000,M05_E08_1000,世界を巡り、三賢者を捜す,unknown,high
EL_M05_SA1MGC_E02_1000_03,M05_SA1MGC_E02_1000_03,リュドミラの家へ向かう,unknown,high
EL_M05_SA1MGC_E03_1000_Title,M05_SA1MGC_E03_1000_Title,取り残されたリュドミラ,unknown,high
EL_M05_SA1MGC_E03_4500,M05_SA1MGC_E03_4500,リュドミラを助けにいく,unknown,high
EL_M05_SA1MGC_E04_2000,M05_SA1MGC_E04_2000,ゴギョウとマオが主人公を見送る,unknown,high
EL_M05_SA2MGC_E04_2000_01,M05_SA2MGC_E04_2000_01,南の砂漠でカーターと赤ん坊を捜す,unknown,high
EL_M05_SA2MGC_E04_2000_C01_02_PCM000_m,M05_SA2MGC_E04_2000_C01_02_PCM000_m,すまない、少し時間をくれ,unknown,high
EL_M05_SA2MGC_E05_1000,M05_SA2MGC_E05_1000,酒場で準備を整えるエリオットとヒューリック,unknown,high
EL_M05_SA3MGC_E01_2000_M150_PCM000_m,M05_SA3MGC_E01_2000_M150_PCM000_m,彼女は、ミュー族という大昔の種族で――,unknown,high
EL_M06_E02_1000_01,M06_E02_1000_01,呪いの術者のもとへ向かう,unknown,high
EL_M06_E02_1000_03,M06_E02_1000_03,憎悪の魔獣を奥義で封印する,unknown,high
EL_M06_E04_6000,M06_E04_6000,エンドイラスト（ED1）,unknown,high
EL_M06_E05_2000_M050_NPC0020_m,M06_E05_2000_M050_NPC0020_m,今度だって、絶対に――,unknown,high
EL_M06_E05_6000,M06_E05_6000,エンドロール（開発チーム全員）,unknown,high
EL_M06_E05_7000,M06_E05_7000,エンドイラスト（ED2）,unknown,high
EL_M06_E05_8000_M040_PCM000_m,M06_E05_8000_M040_PCM000_m,“アレ”に立ち向かうには、それしか――,unknown,high
EL_M06_E07_1000_Title,M06_E07_1000_Title,エルダーツリーの赤ん坊,unknown,high
EL_M06_E09_1000_01,M06_E09_1000_01,加護の時代でマオのペンダントを探す,unknown,high
EL_M06_E09_1000_Age1_NPC0090,M06_E09_1000_Age1_NPC0090,マオを救うための情報を集める,unknown,high
EL_M06_E09_1000_M050_PCM000_m,M06_E09_1000_M050_PCM000_m,その言葉は、君が俺に贈ってくれた――,unknown,high
EL_M06_E09_1000,M06_E09_1000,姫の私室に入り、ペンダントを回収する,unknown,high
EL_M06_E13_1000_M200_PCM000_m,M06_E13_1000_M200_PCM000_m,それは、俺が冒険家エリオットで――,unknown,high
EL_M06_E13_1000_Title,M06_E13_1000_Title,希望はいつも、“ここ”にある,unknown,high
EL_M06_E13_1110_Title,M06_E13_1110_Title,すべてを救う未来を目指して,unknown,high
EL_M06_E14_1000_04,M06_E14_1000_04,四つの時代にいるネコたちを集める,unknown,high
EL_M06_E16_2000_Title,M06_E16_2000_Title,共に手を取り合うために,unknown,high
EL_M06_E17_1000_Title,M06_E17_1000_Title,人間と三賢者の作戦会議,unknown,high
EL_M06_E18_1000_M120_PCM000_m,M06_E18_1000_M120_PCM000_m,そうだろう、それなら――,unknown,high
EL_M06_E22_1000_M020_C01_04_PCM000_m,M06_E22_1000_M020_C01_04_PCM000_m,物語を省略して火の鳥のもとへ,unknown,high
EL_M06_E22_6000,M06_E22_6000,氷の竜を封印していた氷が崩壊しはじめる,unknown,high
EL_M06_E22_9000,M06_E22_9000,氷の竜が復活、攻撃を繰り返す,unknown,high
EL_M06_E22_9200,M06_E22_9200,祈りの間上部の塔が輝き、魔力が放出される,unknown,high
EL_M06_E24_1000_Title,M06_E24_1000_Title,冒険家エリオット、最後の戦い,unknown,high
EL_M06_E24_1020_Title,M06_E24_1020_Title,一緒に未来を切り拓くために,unknown,high
EL_M06_E24_1020,M06_E24_1020,破壊の竜ディマイズを倒す,unknown,high
EL_M06_E24_1200_Title,M06_E24_1200_Title,いにしえの勇者を超えし者,unknown,high
EL_M06_E25_1000_Title,M06_E25_1000_Title,フェイはみんなの友だち,unknown,high
EL_M06_E26_1000_Title,M06_E26_1000_Title,冒険家エリオットの千年物語,unknown,high
EL_M06_E26_2000,M06_E26_2000,スタッフロール（開発チーム全員）,unknown,high
EL_M06_E26_3000,M06_E26_3000,エンドイラスト（ED3）,unknown,high
EL_MainMenuSystemMsgEvent,MainMenuSystemMsgEvent,キャラクターイラストの表示,unknown,high
EL_MainMenuSystemMsgFayCommandForward,MainMenuSystemMsgFayCommandForward,フェイへの指示：先に行って,unknown,high
EL_MainMenuSystemMsgFayCommandHide,MainMenuSystemMsgFayCommandHide,フェイへの指示：隠れて,unknown,high
EL_MainMenuSystemMsgFayCommandStop,MainMenuSystemMsgFayCommandStop,フェイへの指示：止まって,unknown,high
EL_MainMenuSystemMsgFayCommandView,MainMenuSystemMsgFayCommandView,フェイへの指示：戻って,unknown,high
EL_MainMenuSystemMsgNotAssignedInput,MainMenuSystemMsgNotAssignedInput,割り当てできない入力です,unknown,high
EL_MainMenuSystemShortCut2Normal,MainMenuSystemShortCut2Normal,ショートカットメニューを開く,unknown,high
EL_MainMenuSystemSoundGallery_Text_01,MainMenuSystemSoundGallery_Text_01,まだ聞いていない曲です,unknown,high
EL_MainMenuSystemSoundGallery_Text_02,MainMenuSystemSoundGallery_Text_02,まだ聞いていない曲です,unknown,high
EL_MainMenuSystemSoundGallery_Text_03,MainMenuSystemSoundGallery_Text_03,獲得していないレコードです,unknown,high
EL_N32_RuinMagin,N32_RuinMagin,マギンが朽ち果てている,unknown,high
EL_Note22_Title,Note22_Title,元フォザワール研究員の日誌,unknown,high
EL_Note23_Title,Note23_Title,カロテシアの先祖の研究書,unknown,high
EL_Note24_Title,Note24_Title,ファウスタの研究報告書,unknown,high
EL_Note31_Title,Note31_Title,パミル茸に関する冒険家の手稿,unknown,high
EL_NPC0520_P010_M010_NPC0520_n,NPC0520_P010_M010_NPC0520_n,時の扉、聖剣、封魔の奥義――,unknown,high
EL_NPC2140_00,NPC2140_00,研究者にあこがれる少年,unknown,high
EL_NPC4025_00,NPC4025_00,カイフリード大臣の執事,unknown,high
EL_NPC4033_00,NPC4033_00,カイフリード大臣の侍女,unknown,high
EL_PurchaseItem,PurchaseItem,{Item}×{Num}を購入した,unknown,high
EL_RECORD_01,RECORD_01,ウエスト・エリア（加護の時代）,unknown,high
EL_RECORD_02,RECORD_02,ホワイト・エリア（加護の時代）,unknown,high
EL_RECORD_03,RECORD_03,ギャレット・ベルト（加護の時代）,unknown,high
EL_RECORD_21,RECORD_21,ヒューク・エリア（再建の時代）,unknown,high
EL_RECORD_22,RECORD_22,ネバ・ウィザー（再建の時代）,unknown,high
EL_RECORD_23,RECORD_23,エッダ・トレイル（再建の時代）,unknown,high
EL_RECORD_24,RECORD_24,ウエスト・エリア（再建の時代）,unknown,high
EL_RECORD_25,RECORD_25,ホワイト・エリア（再建の時代）,unknown,high
EL_RECORD_26,RECORD_26,ギャレット・ベルト（再建の時代）,unknown,high
EL_RECORD_27,RECORD_27,ヒューク・エリア（魔法の時代）,unknown,high
EL_RECORD_28,RECORD_28,ネバ・ウィザー（魔法の時代）,unknown,high
EL_RECORD_29,RECORD_29,エッダ・トレイル（魔法の時代）,unknown,high
EL_RECORD_30,RECORD_30,ウエスト・エリア（魔法の時代）,unknown,high
EL_RECORD_31,RECORD_31,ホワイト・エリア（魔法の時代）,unknown,high
EL_RECORD_32,RECORD_32,ギャレット・ベルト（魔法の時代）,unknown,high
EL_RECORD_33,RECORD_33,ヒューク・エリア（萌芽の時代）,unknown,high
EL_RECORD_34,RECORD_34,ネバ・ウィザー（萌芽の時代）,unknown,high
EL_RECORD_35,RECORD_35,エッダ・トレイル（萌芽の時代）,unknown,high
EL_RECORD_36,RECORD_36,ウエスト・エリア（萌芽の時代）,unknown,high
EL_RECORD_37,RECORD_37,ホワイト・エリア（萌芽の時代）,unknown,high
EL_RECORD_38,RECORD_38,ギャレット・ベルト（萌芽の時代）,unknown,high
EL_RECORD_62,RECORD_62,未来と過去の交わる場所,unknown,high
EL_RECORD_69,RECORD_69,汝、力に捉われることなかれ,unknown,high
EL_RECORD_73,RECORD_73,全ての望みは死に絶えり,unknown,high
EL_RECORD_74,RECORD_74,この手で未来を掴むために,unknown,high
EL_RECORD_78,RECORD_78,辺境の大地（萌芽の時代）,unknown,high
EL_RECORD_79,RECORD_79,辺境の大地（魔法の時代）,unknown,high
EL_RECORD_80,RECORD_80,辺境の大地（再建の時代）,unknown,high
EL_RECORD_81,RECORD_81,辺境の大地（加護の時代）,unknown,high
EL_RECORD_86,RECORD_86,希望はいつもそこにある,unknown,high
EL_RECORD_90,RECORD_90,ヒューク・エリア（加護の時代）,unknown,high
EL_RECORD_91,RECORD_91,ネバ・ウィザー（加護の時代）,unknown,high
EL_RECORD_92,RECORD_92,エッダ・トレイル（加護の時代）,unknown,high
EL_RECORD_97,RECORD_97,冒険家エリオットの千年物語 -メインテーマ- ,unknown,high
EL_S01_N19_1000_01_txt01,S01_N19_1000_01_txt01,森林地帯にいるカイと合流する,unknown,high
EL_S01_N19_1000_M240_NPC1009_m,S01_N19_1000_M240_NPC1009_m,長が行くなら、私も――,unknown,high
EL_S01_N20_1000_01_txt01,S01_N20_1000_01_txt01,魔力の源泉に魔吸石を設置する,unknown,high
EL_S01_N20_1000_03_txt01,S01_N20_1000_03_txt01,湖近くの魔力の源泉に魔吸石を設置する,unknown,high
EL_S01_N25_1000_01_txt01,S01_N25_1000_01_txt01,ゴギョウにネコの餌を持ってくる,unknown,high
EL_S01_N25_1000_02_txt01,S01_N25_1000_02_txt01,ネコが満足するまで餌を持ってくる,unknown,high
EL_S01_N25_1100_M010_FYL000_f,S01_N25_1100_M010_FYL000_f,やっぱりネコちゃんだ～,unknown,high
EL_S01_N25_1100_M100_FYL000_f,S01_N25_1100_M100_FYL000_f,気持ちよさそうな声だね～,unknown,high
EL_S01_N31_1000_01_txt01,S01_N31_1000_01_txt01,エルダーツリーのそばにいる魔物を倒す,unknown,high
EL_S02_N16_1000_01_txt01,S02_N16_1000_01_txt01,壊れた新型のコアをヒルデブラントに届ける,unknown,high
EL_S02_N16_6000_M060_PCM000_m,S02_N16_6000_M060_PCM000_m,実は、このコアを使った魔法生物が――,unknown,high
EL_S02_N17_1000_03_txt01,S02_N17_1000_03_txt01,マオの両親の墓へ向かう,unknown,high
EL_S02_N17_1000_04_txt01,S02_N17_1000_04_txt01,シラクチの枝を手に入れる,unknown,high
EL_S02_N17_1000_05_txt01,S02_N17_1000_05_txt01,マオの両親の墓へ向かう,unknown,high
EL_S02_N17_1000_M210_NPC0190_m,S02_N17_1000_M210_NPC0190_m,今のところ、特に被害はないのですが――,unknown,high
EL_S02_N18_1000_01_C01_txt01,S02_N18_1000_01_C01_txt01,北の雪原で壁画のある場所を探す,unknown,high
EL_S02_N21_1000_01_txt01,S02_N21_1000_01_txt01,魔法生物の部品を手に入れる,unknown,high
EL_S02_N21_1000_02_txt01,S02_N21_1000_02_txt01,マーニーに魔法生物の部品を届ける,unknown,high
EL_S02_N22_1000_01_txt01,S02_N22_1000_01_txt01,魔力の源泉で空っぽのコアに魔力を補充する,unknown,high
EL_S02_N22_1000_02_txt01,S02_N22_1000_02_txt01,ファウスタに魔力が補充されたコアを届ける,unknown,high
EL_S02_N22_1000_M030_NPC0150_f,S02_N22_1000_M030_NPC0150_f,コアを取り外さなくては――,unknown,high
EL_S02_N22_1000_QuestTitle,S02_N22_1000_QuestTitle,フォマニット研究所の理念,unknown,high
EL_S02_N23_1000_M060_FYL000_f,S02_N23_1000_M060_FYL000_f,むう、あいかわらずイヤミな人～,unknown,high
EL_S02_N32_1000_01_txt01,S02_N32_1000_01_txt01,エルダーツリーへ向かう,unknown,high
EL_S02_N32_1000_02_txt01,S02_N32_1000_02_txt01,身なりのいい貴族の家へ向かう,unknown,high
EL_S02_N32_1000_03_txt01,S02_N32_1000_03_txt01,エルダーツリー周辺の草を刈る,unknown,high
EL_S02_N32_1000_04_txt01,S02_N32_1000_04_txt01,ヒルデブラントにフロン草原の草を届ける,unknown,high
EL_S02_N32_1000_05_C01_txt01,S02_N32_1000_05_C01_txt01,魔力の源泉の流れを正常に戻す,unknown,high
EL_S02_N32_1000_05_txt01,S02_N32_1000_05_txt01,エルダーツリーへ向かう,unknown,high
EL_S02_N32_1000_06_txt01,S02_N32_1000_06_txt01,身なりのいい貴族に報告する,unknown,high
EL_S02_N32_3000_M080_NPC2101_00_m,S02_N32_3000_M080_NPC2101_00_m,さあ、来てくださったぞ――,unknown,high
EL_S03_N10_1000_01_C01_txt01,S03_N10_1000_01_C01_txt01,緑色の宝箱を探して調べる,unknown,high
EL_S03_N11_1000_02_txt01,S03_N11_1000_02_txt01,爆弾を使って魔物を倒す,unknown,high
EL_S03_N11_3000_M040_PCM000_m,S03_N11_3000_M040_PCM000_m,それで、岩を壊すための爆弾だが――,unknown,high
EL_S03_N12_1000_03_txt01,S03_N12_1000_03_txt01,ヒューリックを引き留める準備をする,unknown,high
EL_S03_N27_1000_01_txt01,S03_N27_1000_01_txt01,絵本づくりを手伝ってくれる人を探す,unknown,high
EL_S03_N27_1000_02_txt01,S03_N27_1000_02_txt01,落ち込む絵本作家に報告する,unknown,high
EL_S03_N27_1000_04_txt01,S03_N27_1000_04_txt01,落ち込む絵本作家にブコナ草を届ける,unknown,high
EL_S03_N27_1000_QuestTitle,S03_N27_1000_QuestTitle,夢はいつもあなたのそばに,unknown,high
EL_S03_N28_1000_01_txt01,S03_N28_1000_01_txt01,カロテシアに慰霊祭の話を聞く,unknown,high
EL_S03_N28_1000_02_C01_txt01,S03_N28_1000_02_C01_txt01,イカロスのもとへ向かう,unknown,high
EL_S03_N28_1000_02_txt01,S03_N28_1000_02_txt01,過去の時代で聖樹の炎の手がかりを探す,unknown,high
EL_S03_N28_1000_05_txt01,S03_N28_1000_05_txt01,カロテシアに聖樹の炎を届ける,unknown,high
EL_S03_N28_3000_M150_NPC0170_m,S03_N28_3000_M150_NPC0170_m,我が家にはこう伝わっている――,unknown,high
EL_S03_N34_1000_01_txt01,S03_N34_1000_01_txt01,エルダーツリーへ向かう,unknown,high
EL_S03_N34_1000_02_txt01,S03_N34_1000_02_txt01,逃げたラッティ族を捜す,unknown,high
EL_S03_N34_1000_03_txt01,S03_N34_1000_03_txt01,つぼみを食べたラッティ族を倒す,unknown,high
EL_S03_N34_1000_04_txt01,S03_N34_1000_04_txt01,逃げたラッティ族を捜す,unknown,high
EL_S03_N34_1000_05_txt01,S03_N34_1000_05_txt01,つぼみを食べたラッティ族をすべて倒す,unknown,high
EL_S03_N34_1000_06_txt01,S03_N34_1000_06_txt01,逃げたラッティ族を捜す,unknown,high
EL_S03_N34_1000_07_txt01,S03_N34_1000_07_txt01,つぼみを食べたラッティ族をすべて倒す,unknown,high
EL_S03_N34_1000_08_txt01,S03_N34_1000_08_txt01,草原の守り人に報告する,unknown,high
EL_S04_N01_1000_01_C01_txt01,S04_N01_1000_01_C01_txt01,火のエレッグを倒し、炎の石を手に入れる,unknown,high
EL_S04_N01_1000_02_txt01,S04_N01_1000_02_txt01,ユイジーヌに炎の石を届ける,unknown,high
EL_S04_N02_1000_01_txt01,S04_N02_1000_01_txt01,街の外にいる魔物を倒す,unknown,high
EL_S04_N03_1000_01_txt01,S04_N03_1000_01_txt01,城にいる兵士からイチルの父の話を聞く,unknown,high
EL_S04_N03_1000_03_txt01,S04_N03_1000_03_txt01,イチルにウザンの手紙を届ける,unknown,high
EL_S04_N03_1000_QuestTitle,S04_N03_1000_QuestTitle,まなざしの先にあるもの,unknown,high
EL_S04_N04_1000_01_txt01,S04_N04_1000_01_txt01,扇サボテンの果肉を手に入れる,unknown,high
EL_S04_N04_1000_02_txt01,S04_N04_1000_02_txt01,扇サボテンの果肉を届ける,unknown,high
EL_S04_N05_1000_01_txt01,S04_N05_1000_01_txt01,酔い覚ましに効く木の実を手に入れる,unknown,high
EL_S04_N05_1000_02_txt01,S04_N05_1000_02_txt01,酒場の店主にヨイケロリの実を届ける,unknown,high
EL_S04_N06_1000_02_txt01,S04_N06_1000_02_txt01,兵士たちから情報を集める,unknown,high
EL_S04_N06_1000_04_txt01,S04_N06_1000_04_txt01,周りの人たちと歓談する,unknown,high
EL_S04_N07_1000_01_txt01,S04_N07_1000_01_txt01,姫想いの侍女の帽子を探す,unknown,high
EL_S04_N07_1000_02_txt01,S04_N07_1000_02_txt01,姫想いの侍女に思い出の帽子を届ける,unknown,high
EL_S04_N07_1000_M130_NPC4400_f,S04_N07_1000_M130_NPC4400_f,ええ、あれはある夏の暑い日のこと――,unknown,high
EL_S04_N08_1000_01_txt01,S04_N08_1000_01_txt01,グランドツリーへ向かう,unknown,high
EL_S04_N08_1000_04_txt01,S04_N08_1000_04_txt01,ヒューザー王国へ向かう,unknown,high
EL_S04_N08_1000_QuestTitle,S04_N08_1000_QuestTitle,いつかどこかで語られる物語,unknown,high
EL_S04_N09_1000_02_txt01,S04_N09_1000_02_txt01,ロウエルにオリバーの婚約指輪を届ける,unknown,high
EL_S04_N12_4000_M010_C01_02_PCM000_m,S04_N12_4000_M010_C01_02_PCM000_m,あっちにも珍しい虫がいたよ,unknown,high
EL_S04_N24_1000_01_txt01,S04_N24_1000_01_txt01,雪原にいる魔法生物の群れを探す,unknown,high
EL_S04_N24_1000_02_txt01,S04_N24_1000_02_txt01,魔法生物の群れの手がかりを探す,unknown,high
EL_S04_N24_1000_03_txt01,S04_N24_1000_03_txt01,魔法生物の群れの手がかりを探す,unknown,high
EL_S04_N24_4000_M300_FYL000_f,S04_N24_4000_M300_FYL000_f,うん、ほんとよかった～,unknown,high
EL_S04_N26_1000_01_C01_txt01,S04_N26_1000_01_C01_txt01,エンブレムの手がかりを探す,unknown,high
