id,ftext_key,category,source_text,arabic_translation,notes,placeholders
EL_M06_E18_1400_Title,M06_E18_1400_Title,item_name,魔石屋の願い,أمنية بائع أحجار السحر,,[]
EL_M06_E25_1000_M110_PCM000_m,M06_E25_1000_M110_PCM000_m,item_description,この前も、鞄の魔石が\n全部キャンディになっていて驚いたぞ。,في المرة السابقة أيضًا، تفاجأت عندما تحولت كل أحجار السحر في حقيبتي\nإلى حلوى.,,"[""\\n""]"
EL_MAGICSTONE_BOMB_01_DESCRIPTION,MAGICSTONE_BOMB_01_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_BOMB""""/>の攻撃力が{Num:1}上昇""","""・يزداد الهجوم لـ <img id=""""RI_ICON_WPN_BOMB""""/> بمقدار {Num:1}""",,"[""<img id=\""\""RI_ICON_WPN_BOMB\""\""/>""]"
EL_MAGICSTONE_BOMB_01_NAME,MAGICSTONE_BOMB_01_NAME,skill_name,攻撃力上昇,زيادة الهجوم,,[]
EL_MAGICSTONE_BOMB_02_DESCRIPTION,MAGICSTONE_BOMB_02_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_BOMB""""/>による\n　クリティカル発生時のダメージが{Num:1}％上昇""","""・يزداد ضرر الضربة الحرجة لـ <img id=""""RI_ICON_WPN_BOMB""""/>\n　بنسبة {Num:1}％""",,"[""<img id=\""\""RI_ICON_WPN_BOMB\""\""/>"", ""\\n""]"
EL_MAGICSTONE_BOMB_02_NAME,MAGICSTONE_BOMB_02_NAME,skill_description,クリティカルダメージ上昇,زيادة ضرر الحرجة,,[]
EL_MAGICSTONE_BOMB_03_DESCRIPTION_2,MAGICSTONE_BOMB_03_DESCRIPTION_2,item_description,"""・自身の<img id=""""RI_ICON_WPN_BOMB""""/>からダメージを受けなくなる""","""・عدم تلقي أي ضرر من <img id=""""RI_ICON_WPN_BOMB""""/> الخاصة بك""",,"[""<img id=\""\""RI_ICON_WPN_BOMB\""\""/>""]"
EL_MAGICSTONE_BOMB_03_DESCRIPTION,MAGICSTONE_BOMB_03_DESCRIPTION,item_description,"""・自身の<img id=""""RI_ICON_WPN_BOMB""""/>から受けるダメージが{Num:1}％減少""","""・تقليل الضرر المتلقى من <img id=""""RI_ICON_WPN_BOMB""""/> الخاصة بك بنسبة {Num:1}％""",,"[""<img id=\""\""RI_ICON_WPN_BOMB\""\""/>""]"
EL_MAGICSTONE_BOMB_04_DESCRIPTION,MAGICSTONE_BOMB_04_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_BOMB""""/>の大きさと爆発範囲が{Num:1}％上昇\n・<img id=""""RI_ICON_WPN_BOMB""""/>の持ち上げ中の移動速度が{Num:2}％減少""","""・يزداد حجم ونطاق انفجار <img id=""""RI_ICON_WPN_BOMB""""/> بنسبة {Num:1}％\n・تقل سرعة الحركة أثناء حمل <img id=""""RI_ICON_WPN_BOMB""""/> بنسبة {Num:2}％""",,"[""<img id=\""\""RI_ICON_WPN_BOMB\""\""/>"", ""\\n"", ""<img id=\""\""RI_ICON_WPN_BOMB\""\""/>""]"
EL_MAGICSTONE_BOMB_05_DESCRIPTION,MAGICSTONE_BOMB_05_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_BOMB""""/>の爆発時のダメージが{Num:1}％上昇\n・<img id=""""RI_ICON_WPN_BOMB""""/>の爆発までの時間が{Num:2}％延長""","""・يزداد ضرر انفجار <img id=""""RI_ICON_WPN_BOMB""""/> بنسبة {Num:1}％\n・يزداد الوقت المستغرق لانفجار <img id=""""RI_ICON_WPN_BOMB""""/> بنسبة {Num:2}％""",,"[""<img id=\""\""RI_ICON_WPN_BOMB\""\""/>"", ""\\n"", ""<img id=\""\""RI_ICON_WPN_BOMB\""\""/>""]"
EL_MAGICSTONE_BOMB_06_DESCRIPTION_2,MAGICSTONE_BOMB_06_DESCRIPTION_2,item_description,"""・<img id=""""RI_ICON_WPN_BOMB""""/>の爆発後、その場に少しの間、溶岩が発生\n・溶岩にヒットした敵は炎上""","""・بعد انفجار <img id=""""RI_ICON_WPN_BOMB""""/>، تظهر حمم في مكانها لفترة وجيزة\n・يصاب الأعداء الذين تلمسهم الحمم بالاحتراق""",,"[""<img id=\""\""RI_ICON_WPN_BOMB\""\""/>"", ""\\n""]"
EL_MAGICSTONE_BOMB_06_DESCRIPTION_3,MAGICSTONE_BOMB_06_DESCRIPTION_3,item_description,"""・<img id=""""RI_ICON_WPN_BOMB""""/>の爆発後、その場にしばらく溶岩が発生\n・溶岩にヒットした敵は炎上""","""・بعد انفجار <img id=""""RI_ICON_WPN_BOMB""""/>، تظهر حمم في مكانها لبعض الوقت\n・يصاب الأعداء الذين تلمسهم الحمم بالاحتراق""",,"[""<img id=\""\""RI_ICON_WPN_BOMB\""\""/>"", ""\\n""]"
EL_MAGICSTONE_BOMB_06_DESCRIPTION,MAGICSTONE_BOMB_06_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_BOMB""""/>の爆発後、その場にわずかな間、溶岩が発生\n・溶岩にヒットした敵は炎上""","""・بعد انفجار <img id=""""RI_ICON_WPN_BOMB""""/>،تظهر حمم في مكانها لفترة وجيزة جدًا\n・يصاب الأعداء الذين تلمسهم الحمم بالاحتراق""",,"[""<img id=\""\""RI_ICON_WPN_BOMB\""\""/>"", ""\\n""]"
EL_MAGICSTONE_BOMB_07_DESCRIPTION,MAGICSTONE_BOMB_07_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_BOMB""""/>を投げたとき、よく跳ねるようになる\n・投げた<img id=""""RI_ICON_WPN_BOMB""""/>にヒットすると追加ダメージ""","""・عند رمي <img id=""""RI_ICON_WPN_BOMB""""/>، تصبح كثيرة الارتداد\n・إلحاق ضرر إضافي عند الإصابة بـ <img id=""""RI_ICON_WPN_BOMB""""/> المرمية""",,"[""<img id=\""\""RI_ICON_WPN_BOMB\""\""/>"", ""\\n"", ""<img id=\""\""RI_ICON_WPN_BOMB\""\""/>""]"
EL_MAGICSTONE_BOMB_08_DESCRIPTION,MAGICSTONE_BOMB_08_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_BOMB""""/>に触れた敵が凍結""","""・يتجمد الأعداء الذين يلمسون <img id=""""RI_ICON_WPN_BOMB""""/>""",,"[""<img id=\""\""RI_ICON_WPN_BOMB\""\""/>""]"
EL_MAGICSTONE_BOMB_09_DESCRIPTION,MAGICSTONE_BOMB_09_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_BOMB""""/>で敵を撃破時、{Num:1}％で<img id=""""RI_ICON_WPN_BOMB""""/>をドロップ""","""・عند هزيمة عدو باستخدام <img id=""""RI_ICON_WPN_BOMB""""/>، هناك فرصة {Num:1}％ لإسقاط <img id=""""RI_ICON_WPN_BOMB""""/>""",,"[""<img id=\""\""RI_ICON_WPN_BOMB\""\""/>"", ""<img id=\""\""RI_ICON_WPN_BOMB\""\""/>""]"
EL_MAGICSTONE_BOMB_10_DESCRIPTION,MAGICSTONE_BOMB_10_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_BOMB""""/>の設置上限数が{Num:1}個増加""","""・يزداد الحد الأقصى لزرع <img id=""""RI_ICON_WPN_BOMB""""/> بمقدار {Num:1}""",,"[""<img id=\""\""RI_ICON_WPN_BOMB\""\""/>""]"
EL_MAGICSTONE_BOMB_11_DESCRIPTION,MAGICSTONE_BOMB_11_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_BOMB""""/>のクリティカル発生率が{Num:1}％上昇""","""・يزداد معدل الضربات الحرجة لـ <img id=""""RI_ICON_WPN_BOMB""""/> بنسبة {Num:1}％""",,"[""<img id=\""\""RI_ICON_WPN_BOMB\""\""/>""]"
EL_MAGICSTONE_BOMB_11_NAME,MAGICSTONE_BOMB_11_NAME,skill_description,クリティカル発生上昇,زيادة معدل الضربات الحرجة,,[]
EL_MAGICSTONE_BOMB_12_DESCRIPTION,MAGICSTONE_BOMB_12_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_BOMB""""/>の持ち上げ中の移動速度が{Num:1}％上昇""","""・تزداد سرعة الحركة أثناء حمل <img id=""""RI_ICON_WPN_BOMB""""/> بنسبة {Num:1}％""",,"[""<img id=\""\""RI_ICON_WPN_BOMB\""\""/>""]"
EL_MAGICSTONE_BOMB_13_DESCRIPTION,MAGICSTONE_BOMB_13_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_BOMB""""/>の持ち上げ時、爆発時間をリセット\n・<img id=""""RI_ICON_WPN_BOMB""""/>を持ち上げている間、爆発しなくなる""","""・يُعاد تعيين وقت الانفجار عند حمل <img id=""""RI_ICON_WPN_BOMB""""/>\n・لن تنفجر <img id=""""RI_ICON_WPN_BOMB""""/> طوال فترة حملها""",,"[""<img id=\""\""RI_ICON_WPN_BOMB\""\""/>"", ""\\n"", ""<img id=\""\""RI_ICON_WPN_BOMB\""\""/>""]"
EL_MAGICSTONE_BOMB_14_DESCRIPTION,MAGICSTONE_BOMB_14_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_BOMB""""/>が爆発するまでの間、\n　{Num:1}秒ごとに火花がランダムに発生""","""・حتى تنفجر <img id=""""RI_ICON_WPN_BOMB""""/>،\n　تتولد شرارات عشوائية كل {Num:1} ثانية""",,"[""<img id=\""\""RI_ICON_WPN_BOMB\""\""/>"", ""\\n""]"
EL_MAGICSTONE_BOMB_15_DESCRIPTION,MAGICSTONE_BOMB_15_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_BOMB""""/>が設置されている間、\n　他の武器のチャージ時間が{Num:1}％短縮""","""・طالما أن <img id=""""RI_ICON_WPN_BOMB""""/> مزروعة،\n　يقل وقت شحن الأسلحة الأخرى بنسبة {Num:1}％""",,"[""<img id=\""\""RI_ICON_WPN_BOMB\""\""/>"", ""\\n""]"
EL_MAGICSTONE_BOOMERANG_01_DESCRIPTION,MAGICSTONE_BOOMERANG_01_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_BOOMERANG""""/>の攻撃力が{Num:1}上昇""","""・يزداد الهجوم لـ <img id=""""RI_ICON_WPN_BOOMERANG""""/> بمقدار {Num:1}""",,"[""<img id=\""\""RI_ICON_WPN_BOOMERANG\""\""/>""]"
EL_MAGICSTONE_BOOMERANG_01_NAME,MAGICSTONE_BOOMERANG_01_NAME,skill_name,攻撃力上昇,زيادة الهجوم,,[]
EL_MAGICSTONE_BOOMERANG_02_NAME,MAGICSTONE_BOOMERANG_02_NAME,skill_description,クリティカルダメージ上昇,زيادة ضرر الحرجة,,[]
EL_MAGICSTONE_BOOMERANG_03_DESCRIPTION,MAGICSTONE_BOOMERANG_03_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_BOOMERANG""""/>のチャージ時間が{Num:1}％短縮""","""・يقل وقت شحن <img id=""""RI_ICON_WPN_BOOMERANG""""/> بنسبة {Num:1}％""",,"[""<img id=\""\""RI_ICON_WPN_BOOMERANG\""\""/>""]"
EL_MAGICSTONE_BOOMERANG_03_NAME,MAGICSTONE_BOOMERANG_03_NAME,skill_name,チャージ時間短縮,تقليص وقت الشحن,,[]
EL_MAGICSTONE_BOOMERANG_04_DESCRIPTION,MAGICSTONE_BOOMERANG_04_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_BOOMERANG""""/>の攻撃ヒット時、{Num:1}％で敵が気絶""","""・عند إصابة الأعداء بهجمات <img id=""""RI_ICON_WPN_BOOMERANG""""/>،هناك فرصة {Num:1}％ لإصابتهم بالدوار""",,"[""<img id=\""\""RI_ICON_WPN_BOOMERANG\""\""/>""]"
EL_MAGICSTONE_BOOMERANG_05_DESCRIPTION,MAGICSTONE_BOOMERANG_05_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_BOOMERANG""""/>の飛行中、\n　ヒットするたびにダメージが{Num:1}％ずつ増加\n・ダメージは最大{Num:2}％まで上昇""","""・أثناء طيران <img id=""""RI_ICON_WPN_BOOMERANG""""/>،\n　يزداد الضرر بنسبة {Num:1}％ مع كل إصابة\n・يزداد الضرر بنسبة تصل إلى {Num:2}％ كحد أقصى""",,"[""<img id=\""\""RI_ICON_WPN_BOOMERANG\""\""/>"", ""\\n"", ""\\n""]"
EL_MAGICSTONE_BOOMERANG_06_DESCRIPTION,MAGICSTONE_BOOMERANG_06_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_BOOMERANG""""/>の大きさが{Num:1}％上昇\n・<img id=""""RI_ICON_WPN_BOOMERANG""""/>の飛行速度が大幅に減少""","""・يزداد حجم <img id=""""RI_ICON_WPN_BOOMERANG""""/> بنسبة {Num:1}％\n・تقل سرعة طيران <img id=""""RI_ICON_WPN_BOOMERANG""""/> بشكل كبير""",,"[""<img id=\""\""RI_ICON_WPN_BOOMERANG\""\""/>"", ""\\n"", ""<img id=\""\""RI_ICON_WPN_BOOMERANG\""\""/>""]"
EL_MAGICSTONE_BOOMERANG_08_DESCRIPTION_2,MAGICSTONE_BOOMERANG_08_DESCRIPTION_2,item_description,"""・<img id=""""RI_ICON_WPN_BOOMERANG""""/>の必殺技発動時、\n　<img id=""""RI_ICON_WPN_BOOMERANG""""/>が自身の周囲を少しの間、旋回するようになる""","""・عند تفعيل المهارة القاضية لـ <img id=""""RI_ICON_WPN_BOOMERANG""""/>،\n　تدور <img id=""""RI_ICON_WPN_BOOMERANG""""/> حولك لفترة وجيزة""",,"[""<img id=\""\""RI_ICON_WPN_BOOMERANG\""\""/>"", ""\\n"", ""<img id=\""\""RI_ICON_WPN_BOOMERANG\""\""/>""]"
EL_MAGICSTONE_BOOMERANG_08_DESCRIPTION_3,MAGICSTONE_BOOMERANG_08_DESCRIPTION_3,item_description,"""・<img id=""""RI_ICON_WPN_BOOMERANG""""/>の必殺技発動時、\n　<img id=""""RI_ICON_WPN_BOOMERANG""""/>が自身の周囲をしばらく旋回するようになる""","""・عند تفعيل المهارة القاضية لـ <img id=""""RI_ICON_WPN_BOOMERANG""""/>،\n　تدور <img id=""""RI_ICON_WPN_BOOMERANG""""/> حولك لبعض الوقت""",,"[""<img id=\""\""RI_ICON_WPN_BOOMERANG\""\""/>"", ""\\n"", ""<img id=\""\""RI_ICON_WPN_BOOMERANG\""\""/>""]"
EL_MAGICSTONE_BOOMERANG_08_DESCRIPTION,MAGICSTONE_BOOMERANG_08_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_BOOMERANG""""/>の必殺技発動時、\n　<img id=""""RI_ICON_WPN_BOOMERANG""""/>が自身の周囲をわずかな間、旋回するようになる""","""・عند تفعيل المهارة القاضية لـ <img id=""""RI_ICON_WPN_BOOMERANG""""/>،تدور <img id=""""RI_ICON_WPN_BOOMERANG""""/> حولك لفترة وجيزة جدًا""",,"[""<img id=\""\""RI_ICON_WPN_BOOMERANG\""\""/>"", ""\\n"", ""<img id=\""\""RI_ICON_WPN_BOOMERANG\""\""/>""]"
EL_MAGICSTONE_BOOMERANG_09_DESCRIPTION,MAGICSTONE_BOOMERANG_09_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_BOOMERANG""""/>のダメージが{Num:1}％上昇\n・戻ってきた<img id=""""RI_ICON_WPN_BOOMERANG""""/>が自身にヒットした場合、\n　{Num:2}のダメージを受ける""","""・يزداد ضرر <img id=""""RI_ICON_WPN_BOOMERANG""""/> بنسبة {Num:1}％\n・إذا أصابتك <img id=""""RI_ICON_WPN_BOOMERANG""""/> العائدة،\n　تتلقى ضررًا بقيمة {Num:2}""",,"[""<img id=\""\""RI_ICON_WPN_BOOMERANG\""\""/>"", ""\\n"", ""<img id=\""\""RI_ICON_WPN_BOOMERANG\""\""/>"", ""\\n""]"
EL_MAGICSTONE_BOOMERANG_10_DESCRIPTION,MAGICSTONE_BOOMERANG_10_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_BOOMERANG""""/>を追加で{Num:1}個投げられる\n・<img id=""""RI_ICON_WPN_BOOMERANG""""/>のダメージが{Num:2}％減少""","""・يمكن رمي {Num:1} إضافية من <img id=""""RI_ICON_WPN_BOOMERANG""""/>\n・يقل ضرر <img id=""""RI_ICON_WPN_BOOMERANG""""/> بنسبة {Num:2}％""",,"[""<img id=\""\""RI_ICON_WPN_BOOMERANG\""\""/>"", ""\\n"", ""<img id=\""\""RI_ICON_WPN_BOOMERANG\""\""/>""]"
EL_MAGICSTONE_BOOMERANG_11_DESCRIPTION,MAGICSTONE_BOOMERANG_11_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_BOOMERANG""""/>のクリティカル発生率が{Num:1}％上昇""","""・يزداد معدل الضربات الحرجة لـ <img id=""""RI_ICON_WPN_BOOMERANG""""/> بنسبة {Num:1}％""",,"[""<img id=\""\""RI_ICON_WPN_BOOMERANG\""\""/>""]"
EL_MAGICSTONE_BOOMERANG_11_NAME,MAGICSTONE_BOOMERANG_11_NAME,skill_description,クリティカル発生上昇,زيادة معدل الضربات الحرجة,,[]
EL_MAGICSTONE_BOOMERANG_12_DESCRIPTION,MAGICSTONE_BOOMERANG_12_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_BOOMERANG""""/>の飛行時間が長くなる""","""・يزداد وقت طيران <img id=""""RI_ICON_WPN_BOOMERANG""""/>""",,"[""<img id=\""\""RI_ICON_WPN_BOOMERANG\""\""/>""]"
EL_MAGICSTONE_BOOMERANG_14_DESCRIPTION,MAGICSTONE_BOOMERANG_14_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_BOOMERANG""""/>が敵の弾を{Num:1}回まで打ち消す""","""・تصد <img id=""""RI_ICON_WPN_BOOMERANG""""/> مقذوفات الأعداء حتى {Num:1} من المرات""",,"[""<img id=\""\""RI_ICON_WPN_BOOMERANG\""\""/>""]"
EL_MAGICSTONE_BOOMERANG_15_DESCRIPTION,MAGICSTONE_BOOMERANG_15_DESCRIPTION,item_description,"""・状態異常の敵に対し、\n　<img id=""""RI_ICON_WPN_BOOMERANG""""/>がヒットすると近くの敵に電撃が発生\n・電撃にヒットした敵は{Num:1}％で気絶""","""・عند إصابة عدو يعاني من حالة سلبية بـ <img id=""""RI_ICON_WPN_BOOMERANG""""/>،\n　تتولد صعقة كهربائية للأعداء القريبين\n・هناك فرصة {Num:1}％ لإصابة الأعداء المصعوقين بالدوار""",,"[""\\n"", ""<img id=\""\""RI_ICON_WPN_BOOMERANG\""\""/>"", ""\\n""]"
EL_MAGICSTONE_BOW_01_DESCRIPTION,MAGICSTONE_BOW_01_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_BOW""""/>の攻撃力が{Num:1}上昇""","""・يزداد الهجوم لـ <img id=""""RI_ICON_WPN_BOW""""/> بمقدار {Num:1}""",,"[""<img id=\""\""RI_ICON_WPN_BOW\""\""/>""]"
EL_MAGICSTONE_BOW_01_NAME,MAGICSTONE_BOW_01_NAME,skill_name,攻撃力上昇,زيادة الهجوم,,[]
EL_MAGICSTONE_BOW_02_DESCRIPTION,MAGICSTONE_BOW_02_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_BOW""""/>による\n　クリティカル発生時のダメージが{Num:1}％上昇""","""・يزداد ضرر الضربة الحرجة لـ <img id=""""RI_ICON_WPN_BOW""""/>\n　بنسبة {Num:1}％""",,"[""<img id=\""\""RI_ICON_WPN_BOW\""\""/>"", ""\\n""]"
EL_MAGICSTONE_BOW_02_NAME,MAGICSTONE_BOW_02_NAME,skill_description,クリティカルダメージ上昇,زيادة ضرر الحرجة,,[]
EL_MAGICSTONE_BOW_03_DESCRIPTION,MAGICSTONE_BOW_03_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_BOW""""/>のチャージ時間が{Num:1}％短縮""","""・يقل وقت شحن <img id=""""RI_ICON_WPN_BOW""""/> بنسبة {Num:1}％""",,"[""<img id=\""\""RI_ICON_WPN_BOW\""\""/>""]"
EL_MAGICSTONE_BOW_03_NAME,MAGICSTONE_BOW_03_NAME,skill_name,チャージ時間短縮,تقليص وقت الشحن,,[]
EL_MAGICSTONE_BOW_04_DESCRIPTION_2,MAGICSTONE_BOW_04_DESCRIPTION_2,item_description,"""・<img id=""""RI_ICON_WPN_BOW""""/>の攻撃ヒット時、必ず敵が炎上""","""・يصاب الأعداء بالاحتراق دائمًا عند إصابتهم بهجمات <img id=""""RI_ICON_WPN_BOW""""/>""",,"[""<img id=\""\""RI_ICON_WPN_BOW\""\""/>""]"
EL_MAGICSTONE_BOW_04_DESCRIPTION,MAGICSTONE_BOW_04_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_BOW""""/>の攻撃ヒット時、{Num:1}％で敵が炎上""","""・عند إصابة الأعداء بهجمات <img id=""""RI_ICON_WPN_BOW""""/>، هناك فرصة {Num:1}％ لإصابتهم بالاحتراق""",,"[""<img id=\""\""RI_ICON_WPN_BOW\""\""/>""]"
EL_MAGICSTONE_BOW_05_DESCRIPTION,MAGICSTONE_BOW_05_DESCRIPTION,item_description,"""・矢が敵を貫通する\n・<img id=""""RI_ICON_WPN_BOW""""/>のダメージが{Num:1}％減少""","""・تخترق السهام الأعداء\n・يقل ضرر <img id=""""RI_ICON_WPN_BOW""""/> بنسبة {Num:1}％""",,"[""\\n"", ""<img id=\""\""RI_ICON_WPN_BOW\""\""/>""]"
EL_MAGICSTONE_BOW_06_DESCRIPTION,MAGICSTONE_BOW_06_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_BOW""""/>の攻撃時、{Num:1}％で矢を消費しない""","""・عند الهجوم بـ <img id=""""RI_ICON_WPN_BOW""""/>، هناك فرصة {Num:1}％ لعدم استهلاك السهام""",,"[""<img id=\""\""RI_ICON_WPN_BOW\""\""/>""]"
EL_MAGICSTONE_BOW_07_DESCRIPTION,MAGICSTONE_BOW_07_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_BOW""""/>の必殺技発動時、魔法の矢が近くの敵を追尾""","""・عند تفعيل المهارة القاضية لـ <img id=""""RI_ICON_WPN_BOW""""/>، تتبع سهام سحرية الأعداء القريبين""",,"[""<img id=\""\""RI_ICON_WPN_BOW\""\""/>""]"
EL_MAGICSTONE_BOW_09_DESCRIPTION,MAGICSTONE_BOW_09_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_BOW""""/>の攻撃ヒット時、周囲の敵に{Num:1}回追撃が発生\n・追撃のたびにダメージが大幅に減少""","""・عند إصابة الأعداء بهجمات <img id=""""RI_ICON_WPN_BOW""""/>، تشن هجمات متابعة {Num:1} مرات على الأعداء المحيطين\n・يقل الضرر بشكل كبير مع كل هجوم متابعة""",,"[""<img id=\""\""RI_ICON_WPN_BOW\""\""/>"", ""\\n""]"
EL_MAGICSTONE_BOW_10_DESCRIPTION,MAGICSTONE_BOW_10_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_BOW""""/>の攻撃時、{Num:1}％のダメージの追加攻撃が発生\n・矢の消費量が１本増加""","""・عند الهجوم بـ <img id=""""RI_ICON_WPN_BOW""""/>، يُشن هجوم إضافي بضرر قيمته {Num:1}％\n・يستهلك سهم إضافي واحد""",,"[""<img id=\""\""RI_ICON_WPN_BOW\""\""/>"", ""\\n""]"
EL_MAGICSTONE_BOW_11_DESCRIPTION,MAGICSTONE_BOW_11_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_BOW""""/>のクリティカル発生率が{Num:1}％上昇""","""・يزداد معدل الضربات الحرجة لـ <img id=""""RI_ICON_WPN_BOW""""/> بنسبة {Num:1}％""",,"[""<img id=\""\""RI_ICON_WPN_BOW\""\""/>""]"
EL_MAGICSTONE_BOW_11_NAME,MAGICSTONE_BOW_11_NAME,skill_description,クリティカル発生上昇,زيادة معدل الضربات الحرجة,,[]
EL_MAGICSTONE_BOW_12_DESCRIPTION,MAGICSTONE_BOW_12_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_BOW""""/>のチャージが溜まるたび、\n　自身の近くの敵に向かって矢が放たれる""","""・كلما شُحن <img id=""""RI_ICON_WPN_BOW""""/> بالكامل،\n　يُطلق سهم تلقائيًا نحو الأعداء القريبين منك""",,"[""<img id=\""\""RI_ICON_WPN_BOW\""\""/>"", ""\\n""]"
EL_MAGICSTONE_BOW_12_NAME,MAGICSTONE_BOW_12_NAME,skill_description,チャージングショット,الطلقة المشحونة,,[]
EL_MAGICSTONE_BOW_14_DESCRIPTION,MAGICSTONE_BOW_14_DESCRIPTION,item_description,"""・矢の所持数が０本の時、<img id=""""RI_ICON_WPN_BOW""""/>の通常攻撃が\n　光線に変化し、ダメージが{Num:1}％上昇\n・矢の代わりに<img id=""""RI_ICON_LIFE_FULL""""/>を{Num:2}消費""","""・عندما ينفد مخزون السهام، يتحول الهجوم العادي لـ <img id=""""RI_ICON_WPN_BOW""""/>\n　إلى شعاع ضوئي ويزداد الضرر بنسبة {Num:1}％\n・يُستهلك {Num:2} من <img id=""""RI_ICON_LIFE_FULL""""/> بدلاً من السهام""",,"[""<img id=\""\""RI_ICON_WPN_BOW\""\""/>"", ""\\n"", ""\\n"", ""<img id=\""\""RI_ICON_LIFE_FULL\""\""/>""]"
EL_MAGICSTONE_BOW_15_DESCRIPTION,MAGICSTONE_BOW_15_DESCRIPTION,item_description,"""・炎上中の敵に対し、\n　<img id=""""RI_ICON_WPN_BOW""""/>の通常攻撃がヒットすると爆発が発生""","""・عند إصابة عدو محترق بهجوم عادي لـ <img id=""""RI_ICON_WPN_BOW""""/>،\n　يحدث انفجار""",,"[""\\n"", ""<img id=\""\""RI_ICON_WPN_BOW\""\""/>""]"
EL_MAGICSTONE_CHAIN_01_DESCRIPTION,MAGICSTONE_CHAIN_01_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_CHAIN""""/>の攻撃力が{Num:1}上昇""","""・يزداد الهجوم لـ <img id=""""RI_ICON_WPN_CHAIN""""/> بمقدار {Num:1}""",,"[""<img id=\""\""RI_ICON_WPN_CHAIN\""\""/>""]"
EL_MAGICSTONE_CHAIN_01_NAME,MAGICSTONE_CHAIN_01_NAME,skill_name,攻撃力上昇,زيادة الهجوم,,[]
EL_MAGICSTONE_CHAIN_02_DESCRIPTION,MAGICSTONE_CHAIN_02_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_CHAIN""""/>による\n　クリティカル発生時のダメージが{Num:1}％上昇""","""・يزداد ضرر الضربة الحرجة لـ <img id=""""RI_ICON_WPN_CHAIN""""/>\n　بنسبة {Num:1}％""",,"[""<img id=\""\""RI_ICON_WPN_CHAIN\""\""/>"", ""\\n""]"
EL_MAGICSTONE_CHAIN_02_NAME,MAGICSTONE_CHAIN_02_NAME,skill_description,クリティカルダメージ上昇,زيادة ضرر الحرجة,,[]
EL_MAGICSTONE_CHAIN_03_DESCRIPTION,MAGICSTONE_CHAIN_03_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_CHAIN""""/>のチャージ時間が{Num:1}％短縮""","""・يقل وقت شحن <img id=""""RI_ICON_WPN_CHAIN""""/> بنسبة {Num:1}％""",,"[""<img id=\""\""RI_ICON_WPN_CHAIN\""\""/>""]"
EL_MAGICSTONE_CHAIN_03_NAME,MAGICSTONE_CHAIN_03_NAME,skill_name,チャージ時間短縮,تقليص وقت الشحن,,[]
EL_MAGICSTONE_CHAIN_04_DESCRIPTION,MAGICSTONE_CHAIN_04_DESCRIPTION,item_description,"""・<img id=""""RI_ICON_WPN_CHAIN""""/>の必殺技ヒット時、{Num:1}％で敵が気絶""","""・عند إصابة العدو بالمهارة القاضية لـ <img id=""""RI_ICON_WPN_CHAIN""""/>، هناك فرصة {Num:1}％ لإصابته بالدوار""",,"[""<img id=\""\""RI_ICON_WPN_CHAIN\""\""/>""]"
